"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP0001",172.989669012367,172.987838745117,172.991546630859,7.261,0.149,16.401,3542.936,2703.9504,304,26,1
"CP0002",240.180327555339,240.1796875,240.181869506836,10.31,7.261,12.341,1272.032,1159.44414814815,264,246,1
"CP0003",164.969048821031,164.968185424805,164.97021484375,33.673,30.624,36.722,1755.20766666667,1750.126,510,176,1
"CP0004",102.969588354291,102.969413757324,102.9697265625,34.689,31.64,37.738,1600.725,1584.29427777778,505,50,1
"CP0005",125.984973353851,125.984390258789,125.986122131348,33.673,29.607,36.722,3555.46714285714,3449.69878151261,936,39,1
"CP0006",127.023212026088,127.021949768066,127.023681640625,34.689,30.624,38.754,1363.8075,1357.71,401,73,1
"CP0007",130.016446925415,130.014572143555,130.017944335938,34.689,31.64,38.754,1575.24285714286,1549.48001428571,439,14,1
"CP0008",132.99745360025,132.99658203125,132.998352050781,33.673,30.624,36.722,2951.432,2946.35033333333,810,809,1
"CP0009",141.039641615622,141.039520263672,141.039779663086,34.689,31.64,36.722,2418.0156,2413.95,694,693,1
"CP0010",145.016515853325,145.015960693359,145.017791748047,34.689,29.607,37.738,1531.677125,1467.28976875,431,19,1
"CP0011",147.050316946847,147.048828125,147.050857543945,33.673,30.624,37.738,2711.45028571429,2669.99607683073,743,23,1
"CP0012",159.049191317351,159.048156738281,159.050064086914,33.673,30.624,37.738,2153.50942857143,2140.45015714286,594,37,1
"CP0013",160.991935066405,160.990524291992,160.994003295898,33.673,30.624,37.738,2322.21285714286,2293.46648979592,615,35,1
"CP0014",171.067250690841,171.066696166992,171.068664550781,33.673,29.607,36.722,3177.35571428572,3162.08366146459,978,63,1
"CP0015",172.06361945549,172.062149047852,172.064117431641,33.673,30.624,38.754,2968.46625,2949.25143907563,892,49,1
"CP0016",175.04500775176,175.043029785156,175.046936035156,33.673,29.607,37.738,2365.104625,2323.01474264706,680,23,1
"CP0017",182.961888473208,182.960968017578,182.964691162109,33.673,29.607,37.738,5372.55825,5271.4289375,1560,38,1
"CP0018",183.067520050414,183.066116333008,183.069808959961,33.673,30.624,37.738,1192.10314285714,1166.49274285714,282,12,1
"CP0019",187.080740418381,187.080139160156,187.082138061523,33.673,31.64,36.722,1101.7776,1097.712,298,159,1
"CP0020",189.096612817991,189.094787597656,189.09880065918,33.673,29.607,37.738,4288.086125,4236.96844117647,1352,41,1
"CP0021",198.939333725594,198.939254760742,198.939392089844,34.689,31.64,36.722,2508.4752,2504.4096,847,846,1
"CP0022",200.972243217906,200.970657348633,200.972702026367,33.673,20.462,36.722,3492.85125,3410.38982142857,964,37,1
"CP0023",201.096792108445,201.096710205078,201.096862792969,33.673,30.624,36.722,2667.875,2662.79333333333,773,772,1
"CP0024",214.916249688498,214.915008544922,214.91911315918,34.689,31.64,36.722,1029.6132,1025.5476,298,96,1
"CP0025",223.988363257143,223.987426757812,223.989639282227,34.689,30.624,36.722,3246.16866666667,3224.40219444445,1011,63,1
"CP0026",243.020355091409,243.018539428711,243.020843505859,34.689,30.624,36.722,2219.672,2213.02348611111,624,86,1
"CP0027",261.030925199681,261.028747558594,261.033264160156,34.689,30.624,37.738,1179.90771428571,1173.81,297,76,1
"CP0028",284.046443200764,284.043762207031,284.048461914062,34.689,24.526,51.959,1248.70951851852,1224.11295524691,383,30,1
"CP0029",111.009865568985,111.008018493652,111.01131439209,34.689,29.607,40.787,4734.22181818182,4502.28592818946,975,12,1
"CP0030",112.004950329016,112.004386901855,112.006034851074,34.689,30.624,38.754,4384.1025,4376.98875,1121,1005,1
"CP0031",129.039985808915,129.038757324219,129.04052734375,34.689,30.624,38.754,4298.7375,4286.12404411765,1000,79,1
"CP0032",182.065995907571,182.065887451172,182.066101074219,33.673,30.624,37.738,5809.08914285714,5797.20116206483,1584,108,1
"CP0033",110.008149782246,110.007385253906,110.008880615234,34.689,29.607,38.754,28600.6363333333,28547.7144047619,6264,373,1
"CP0034",128.018592556398,128.017272949219,128.018997192383,33.673,30.624,38.754,11625.9,11617.77,2880,769,1
"CP0035",274.942342569378,274.935974121094,274.944641113281,37.738,32.657,40.787,2228.63625,2208.27820121951,583,57,1
"CP0036",342.933538034422,342.929656982422,342.937866210938,38.754,35.705,41.802,1366.74416666667,1360.14727822581,413,64,1
"CP0037",590.887790793679,590.879089355469,590.89453125,37.738,34.689,41.802,1545.55328571429,1539.45642857143,350,149,1
"CP0038",692.868006340568,692.85791015625,692.874816894531,38.754,34.689,41.802,1389.06728571429,1382.97042857143,394,65,1
"CP0039",912.869425151769,912.867431640625,912.870574951172,38.754,34.689,40.787,1667.803,1662.72133333333,919,163,1
"CP0040",151.035425334361,151.033630371094,151.037124633789,34.689,29.607,42.818,8597.31230769231,8580.81350226244,1871,263,1
"CP0041",170.065365498098,170.064956665039,170.066970825195,33.673,30.624,37.738,16950.6294285714,16943.5154285714,4263,1139,1
"CP0042",220.935184724967,220.934188842773,220.936798095703,37.738,34.689,41.802,2994.573,2988.47614285714,600,599,1
"CP0043",226.24190203044,226.240188598633,226.243896484375,39.77,36.722,41.802,2119.376,2115.312,900,899,1
"CP0044",270.977853220902,270.975799560547,270.979736328125,39.77,35.705,41.802,1456.16683333333,1436.29061333333,582,26,1
"CP0045",273.945920558631,273.943969726562,273.947784423828,39.77,33.673,60.084,3077.89730769231,3069.77084615385,656,235,1
"CP0046",295.150715458068,295.149993896484,295.15087890625,35.705,32.657,39.77,11659.2231428572,11360.1856264637,4181,39,1
"CP0047",295.942849078321,295.939971923828,295.945007324219,39.77,35.705,43.834,3246.519375,3239.4065,1164,320,1
"CP0048",309.166272291461,309.164428710938,309.168853759766,35.705,32.657,42.818,8570.8035,8350.67269285714,2669,52,1
"CP0049",331.147229917709,331.144805908203,331.1513671875,39.77,34.689,43.834,5356.93777777778,5174.59953026197,1455,18,1
"CP0050",336.014819478989,336.012634277344,336.01953125,39.77,34.689,42.818,1675.590125,1653.625567,394,18,1
"CP0051",341.931461115657,341.928924560547,341.933776855469,38.754,34.689,41.802,2133.9,2127.80314285714,525,524,1
"CP0052",356.909012398343,356.906768798828,356.912353515625,39.77,6.246,61.1,3044.397,3033.22303703704,618,157,1
"CP0053",408.921684408966,408.919128417969,408.926300048828,38.754,34.689,41.802,15770.5371428571,15764.4402857143,3939,3938,1
"CP0054",409.922219391606,409.915191650391,409.926300048828,38.754,34.689,41.802,2886.86185714286,2880.765,703,702,1
"CP0055",410.917002060173,410.912414550781,410.922454833984,39.77,5.229,45.863,2897.2042,2887.0457,582,145,1
"CP0056",421.115024333939,421.109527587891,421.117858886719,39.77,36.722,41.802,1315.72,1311.656,525,524,1
"CP0057",449.010316248596,449.006134033203,449.013854980469,39.77,34.689,42.818,4966.819,4955.74815423387,1313,136,1
"CP0058",463.029074464283,463.025634765625,463.032104492188,39.77,34.689,41.802,4810.42028571429,4782.59108294931,1575,48,1
"CP0059",476.909029892784,476.907470703125,476.912017822266,38.754,34.689,41.802,11143.0225714286,11136.9257142857,2626,2625,1
"CP0060",478.903744888502,478.897918701172,478.909301757812,38.754,34.689,41.802,2139.99685714286,2133.9,537,123,1
"CP0061",492.882926878578,492.878753662109,492.884918212891,39.77,34.689,43.834,4216.86111111111,4209.74833333333,1182,234,1
"CP0062",514.877716438994,514.877014160156,514.878723144531,39.77,35.705,41.802,10705.3158333333,10700.235,3545,3544,1
"CP0063",517.000334411567,516.996276855469,517.002563476562,39.77,34.689,41.802,7641.39428571428,7628.70888940092,3020,206,1
"CP0064",531.015522556179,531.010925292969,531.019165039062,39.77,35.705,41.802,6913.998,6898.01795967742,2101,114,1
"CP0065",532.896089194839,532.892395019531,532.900939941406,39.77,35.705,41.802,3322.865,3310.28584005376,1050,59,1
"CP0066",560.873599305276,560.870361328125,560.876525878906,38.754,35.705,41.802,3744.57416666667,3739.49333333333,1182,1181,1
"CP0067",567.390597969263,567.384948730469,567.393432617188,39.77,35.705,41.802,2120.73983333333,2115.659,759,758,1
"CP0068",567.896090314272,567.894714355469,567.897033691406,39.77,35.705,41.802,11585.3161666667,11580.2353333333,3676,3675,1
"CP0069",589.885514435464,589.881896972656,589.889892578125,39.77,32.657,41.802,2402.08666666667,2395.99,656,521,1
"CP0070",599.005411263287,599.001281738281,599.007080078125,39.77,34.689,41.802,4431.399,4424.07293778802,1313,103,1
"CP0071",600.883242787406,600.878845214844,600.88671875,39.77,35.705,41.802,16296.2648333333,16291.184,4858,4857,1
"CP0072",601.387637857876,601.384460449219,601.390808105469,39.77,35.705,41.802,3597.23,3592.14916666667,1182,1181,1
"CP0073",612.883670565649,612.882202148438,612.884704589844,38.754,34.689,41.802,11759.8212857143,11753.7244285714,2626,2625,1
"CP0074",613.888993784697,613.882751464844,613.89404296875,39.77,34.689,53.991,3620.64884210526,3607.45040322581,919,86,1
"CP0075",614.88865328965,614.882873535156,614.892456054688,38.754,34.689,41.802,2674.488,2668.39114285714,788,626,1
"CP0076",635.378704056445,635.375305175781,635.383483886719,39.77,35.705,41.802,5812.47333333333,5807.3925,2626,2625,1
"CP0077",642.867215100801,642.863464355469,642.869995117188,39.77,35.705,41.802,7547.06983333333,7541.989,3414,3413,1
"CP0078",643.365140126133,643.357788085938,643.369384765625,39.77,35.705,41.802,1920.555,1915.47416666667,656,655,1
"CP0079",650.933240424262,650.931762695312,650.9404296875,39.77,35.705,41.802,2661.3405,2656.25966666667,1182,1181,1
"CP0080",657.874838045328,657.866394042969,657.878295898438,38.754,34.689,41.802,4364.33357142857,4357.22057142857,1240,317,1
"CP0081",658.377951355908,658.373718261719,658.381958007812,38.754,35.705,41.802,1671.59416666667,1666.51333333333,394,393,1
"CP0082",666.993470352244,666.990661621094,666.998657226562,39.77,35.705,41.802,3957.96916666667,3952.88833333333,1313,1312,1
"CP0083",668.872458094439,668.870666503906,668.875,39.77,35.705,41.802,25122.6885,25117.6076666667,7010,3746,1
"CP0084",676.856678472042,676.855163574219,676.858154296875,39.77,35.705,41.802,7841.75816666667,7836.67733333333,3020,3019,1
"CP0085",677.919780679363,677.916870117188,677.922241210938,39.77,36.722,41.802,2542.032,2537.968,788,787,1
"CP0086",680.87127145146,680.868713378906,680.873291015625,38.754,34.689,41.802,11554.5604285714,11540.4335644599,3151,123,1
"CP0087",681.87527328393,681.869506835938,681.877868652344,38.754,35.705,41.802,2843.23433333333,2838.1535,919,918,1
"CP0088",691.869372628243,691.860900878906,691.872741699219,38.754,31.64,46.878,6304.46853333333,6290.37747956989,2363,138,1
"CP0089",696.848627789895,696.844665527344,696.851440429688,39.77,34.689,41.802,3754.64785714286,3748.551,919,918,1
"CP0090",699.856623417401,699.850463867188,699.86376953125,38.754,35.705,41.802,3075.9365,3070.85566666667,919,125,1
"CP0091",703.870786799076,703.868530273438,703.873168945312,39.77,35.705,41.802,12355.5705,12350.4896666667,3807,3806,1
"CP0092",711.351604523754,711.348693847656,711.354125976562,39.77,35.705,41.802,2339.21566666667,2334.13483333333,919,918,1
"CP0093",711.917042077977,711.914672851562,711.919128417969,39.77,35.705,41.802,3321.84883333333,3316.768,1575,1574,1
"CP0094",718.923168901871,718.915405273438,718.931396484375,39.77,35.705,41.802,2466.2365,2461.15566666667,919,178,1
"CP0095",725.864233903103,725.858276367188,725.870422363281,38.754,35.705,41.802,5481.203,5476.12216666667,1444,1443,1
"CP0096",726.361792598923,726.357604980469,726.365905761719,38.754,35.705,41.802,3087.11433333333,3082.0335,1313,1312,1
"CP0097",733.849441601229,733.842895507812,733.856567382812,38.754,35.705,41.802,2977.36833333333,2972.2875,919,918,1
"CP0098",734.976452254842,734.971252441406,734.979553222656,39.77,36.722,41.802,2858.008,2853.944,1182,1181,1
"CP0099",737.360476473951,737.355895996094,737.362731933594,39.77,35.705,41.802,6551.2265,6546.14566666667,2495,2494,1
"CP0100",737.863763075117,737.858154296875,737.868347167969,39.77,35.705,41.802,3831.9645,3826.88366666667,1313,1312,1
"CP0101",745.343829699421,745.342224121094,745.346862792969,39.77,36.722,41.802,2471.928,2467.864,1050,1049,1
"CP0102",749.858939158938,749.84619140625,749.863708496094,38.754,35.705,41.802,2850.3475,2845.26666666667,788,787,1
"CP0103",752.918407163479,752.913269042969,752.921264648438,39.77,35.705,41.802,3006.83716666667,3001.75633333333,919,918,1
"CP0104",759.858570000281,759.854675292969,759.86328125,39.77,35.705,41.802,6223.00466666667,6217.92383333334,2363,2362,1
"CP0105",760.359710805878,760.353698730469,760.364013671875,38.754,35.705,41.802,2480.46283333333,2475.382,656,655,1
"CP0106",767.839220068143,767.830200195312,767.843933105469,38.754,35.705,41.802,2749.747,2744.66616666667,919,918,1
"CP0107",771.35435165986,771.352111816406,771.357604980469,39.77,35.705,41.802,5648.8705,5643.78966666667,2101,2100,1
"CP0108",772.860006823764,772.85302734375,772.863220214844,39.77,36.722,41.802,4034.536,4030.472,1601,188,1
"CP0109",779.905326254644,779.901611328125,779.909790039062,39.77,35.705,41.802,2903.18816666667,2898.10733333333,919,918,1
"CP0110",786.828485796459,786.820007324219,786.83056640625,39.77,36.722,41.802,7226.808,7222.744,3282,3281,1
"CP0111",788.951362635418,788.945129394531,788.955749511719,39.77,35.705,41.802,2894.04266666667,2888.96183333333,1050,1049,1
"CP0112",793.847620258784,793.84326171875,793.852844238281,38.754,34.689,41.802,4974.01928571428,4967.92242857143,1444,846,1
"CP0113",794.348528603307,794.345642089844,794.350341796875,39.77,35.705,41.802,2412.37966666667,2407.29883333333,656,655,1
"CP0114",801.834772559293,801.831604003906,801.836303710938,38.754,35.705,41.802,2411.3635,2406.28266666667,919,918,1
"CP0115",804.84756375212,804.846252441406,804.849365234375,39.77,35.705,41.802,20999.0841666667,20994.0033333333,6827,6826,1
"CP0116",813.335059114205,813.328430175781,813.338989257812,39.77,35.705,41.802,2133.95,2128.86916666667,788,787,1
"CP0117",816.177564981539,816.174621582031,816.178955078125,39.77,36.722,41.802,1483.36,1474.09408,525,21,1
"CP0118",816.846496407095,816.842163085938,816.852966308594,38.754,34.689,41.802,7217.66271428571,7211.56585714286,1707,1706,1
"CP0119",817.845923080803,817.842346191406,817.849792480469,39.77,35.705,41.802,2537.36816666667,2532.28733333333,788,787,1
"CP0120",832.823326821318,832.815246582031,832.832153320312,39.77,34.689,42.818,3104.261875,3097.149,873,872,1
"CP0121",835.829846744964,835.822814941406,835.837585449219,39.77,34.689,41.802,3722.13128571429,3716.03442857143,1313,504,1
"CP0122",839.341916539289,839.33837890625,839.345947265625,39.77,35.705,41.802,5477.13833333333,5472.0575,1969,1968,1
"CP0123",840.85006071209,840.847534179688,840.853210449219,39.77,36.722,41.802,3570.224,3566.16,1575,1574,1
"CP0124",847.327050920702,847.320373535156,847.328918457031,39.77,36.722,41.802,2490.216,2486.152,919,918,1
"CP0125",847.838731945363,847.833190917969,847.846496582031,39.77,36.722,42.818,1945.64,1940.56,656,655,1
"CP0126",861.83772950905,861.829956054688,861.841430664062,39.77,35.705,41.802,6008.5935,6003.51266666667,1838,1837,1
"CP0127",862.833468848487,862.817138671875,862.84228515625,38.754,34.689,41.802,2291.40214285714,2285.30528571429,525,224,1
"CP0128",869.825232236356,869.81884765625,869.835205078125,38.754,35.705,41.802,2826.97566666667,2821.89483333333,1050,1049,1
"CP0129",872.835161322155,872.831848144531,872.837524414062,39.77,35.705,41.802,15413.216,15408.1351666667,5645,5644,1
"CP0130",880.819775579611,880.817565917969,880.821533203125,39.77,35.705,41.802,5215.9835,5210.90266666667,1969,1968,1
"CP0131",881.887780314341,881.882507324219,881.891052246094,39.77,35.705,41.802,2289.4235,2277.71726,788,44,1
"CP0132",882.384865365377,882.381896972656,882.386413574219,39.77,36.722,41.802,1332.992,1328.928,525,524,1
"CP0133",885.838243518653,885.834045410156,885.841491699219,39.77,35.705,41.802,2466.2365,2461.15566666667,656,655,1
"CP0134",886.834749213575,886.82666015625,886.839599609375,39.77,36.722,41.802,1648.968,1644.904,525,524,1
"CP0135",896.330265622902,896.324584960938,896.33349609375,38.754,35.705,41.802,1892.10233333333,1887.0215,462,54,1
"CP0136",900.808997936954,900.804260253906,900.811767578125,39.77,36.722,41.802,1949.704,1945.64,788,93,1
"CP0137",903.81763373754,903.815734863281,903.821472167969,39.77,35.705,41.802,2778.19966666667,2773.11883333333,788,787,1
"CP0138",907.334492637043,907.327758789062,907.336730957031,39.77,35.705,41.802,6450.626,6445.54516666667,2888,2887,1
"CP0139",907.828559447401,907.825622558594,907.830322265625,39.77,35.705,41.802,7617.18533333333,7612.1045,2757,2756,1
"CP0140",912.151540875666,912.146240234375,912.155212402344,39.77,35.705,41.802,1619.76966666667,1614.68883333333,525,524,1
"CP0141",914.817227074604,914.813415527344,914.827331542969,39.77,36.722,41.802,6122.416,6118.352,2757,2756,1
"CP0142",922.158231152919,922.156005859375,922.160705566406,39.77,36.722,41.802,1208.024,1203.96,394,393,1
"CP0143",922.802835097486,922.799499511719,922.808166503906,39.77,36.722,41.802,3854.704,3850.64,1838,1837,1
"CP0144",929.490240567258,929.482788085938,929.50146484375,39.77,35.705,41.802,3290.34766666667,3285.26683333333,1444,1443,1
"CP0145",929.8245003165,929.820190429688,929.832702636719,38.754,35.705,41.802,5225.129,5220.04816666667,1444,169,1
"CP0146",934.812224293428,934.809814453125,934.814514160156,39.77,35.705,41.802,2322.957,2317.87616666667,788,787,1
"CP0147",935.520044701831,935.509948730469,935.534423828125,39.77,36.722,41.802,1412.24,1408.176,582,581,1
"CP0148",940.823493777486,940.818115234375,940.826782226562,39.77,35.705,41.802,14901.068,14895.9871666667,5252,5251,1
"CP0149",941.326490011499,941.31640625,941.332641601562,39.77,35.705,41.802,4826.79166666667,4821.71083333333,2101,2100,1
"CP0150",941.832548892774,941.823486328125,941.8408203125,39.77,36.722,41.802,2762.504,2756.32672,873,51,1
"CP0151",948.813472795597,948.802490234375,948.820251464844,39.77,35.705,41.802,4552.42666666667,4547.34583333333,1444,1443,1
"CP0152",952.488171148053,952.481506347656,952.495971679688,39.77,35.705,41.802,1821.98683333333,1816.906,525,524,1
"CP0153",953.820572948055,953.816955566406,953.82568359375,39.77,35.705,41.802,1685.8205,1680.73966666667,437,436,1
"CP0154",964.324088805985,964.319702148438,964.328857421875,39.77,35.705,43.834,2521.006125,2508.77198,728,68,1
"CP0155",964.829597096807,964.819885253906,964.849487304688,39.77,34.689,41.802,1385.00271428571,1378.66198285714,394,43,1
"CP0156",971.810158820669,971.807434082031,971.817626953125,39.77,35.705,41.802,2780.232,2775.15116666667,1050,1049,1
"CP0157",974.816286942456,974.812805175781,974.818603515625,39.77,35.705,41.802,26754.6521666667,26749.5713333333,9510,9509,1
"CP0158",983.857419415708,983.853698730469,983.8623046875,39.77,35.705,41.802,1955.10466666667,1950.02383333333,788,677,1
"CP0159",990.797289669801,990.790405273438,990.799682617188,39.77,36.722,41.802,2317.496,2313.432,1050,1049,1
"CP0160",998.814388350016,998.804138183594,998.823120117188,39.77,35.705,41.802,2122.77216666667,2117.69133333333,579,578,1
"CP0161",106.949390028569,106.948776245117,106.950248718262,40.787,37.738,42.818,1447.8,1443.736,437,436,1
"CP0162",130.0855195329,130.085235595703,130.085739135742,35.705,32.657,44.848,7096.17791666667,6576.02858333333,1509,24,1
"CP0163",147.112677817845,147.112014770508,147.114242553711,35.705,32.657,38.754,7973.85983333333,7910.71233333334,2688,143,1
"CP0164",227.95391594861,227.951583862305,227.955947875977,39.77,34.689,42.818,16335.2255,16328.112625,4221,4220,1
"CP0165",228.955800669034,228.95231628418,228.957260131836,39.77,35.705,42.818,5698.52914285714,5692.43228571429,1746,1745,1
"CP0166",242.925263930249,242.923965454102,242.926330566406,39.77,35.705,42.818,34696.1978571429,34666.8280506912,10241,484,1
"CP0167",244.925578629552,244.922805786133,244.930755615234,39.77,35.705,42.818,3217.10828571429,3211.01142857143,1019,260,1
"CP0168",245.04824692241,245.04573059082,245.050140380859,39.77,34.689,43.834,3787.04611111111,3767.445,1164,152,1
"CP0169",259.065228107789,259.058563232422,259.067810058594,39.77,34.689,42.818,2816.6985,2801.15342641129,579,71,1
"CP0170",272.944798182826,272.943420410156,272.946197509766,37.738,34.689,42.818,14276.55625,14268.42725,2915,481,1
"CP0171",288.922863168711,288.920776367188,288.9248046875,37.738,34.689,42.818,6294.894375,6287.7815,1330,1329,1
"CP0172",294.940262498949,294.937591552734,294.941375732422,39.77,34.689,43.834,53828.4861111111,53814.8801355014,14220,1207,1
"CP0173",313.037575623269,313.035491943359,313.039154052734,39.77,34.689,42.818,12709.6915,12702.578625,3939,3938,1
"CP0174",317.131787114411,317.128173828125,317.134887695312,39.77,34.689,42.818,3365.406,3280.74543902439,728,19,1
"CP0175",327.051045684767,327.049835205078,327.054046630859,39.77,34.689,43.834,11405.8472222222,11380.3370505872,2765,177,1
"CP0176",340.932988321853,340.930999755859,340.937103271484,37.738,33.673,42.818,10298.2861111111,10290.1572222222,2100,585,1
"CP0177",353.129432951832,353.127807617188,353.130584716797,40.787,34.689,42.818,3518.840875,3483.1030152439,920,31,1
"CP0178",362.926927751428,362.925628662109,362.928070068359,39.77,34.689,42.818,130247.918625,130240.80575,34709,6350,1
"CP0179",424.895806285378,424.894012451172,424.897399902344,38.754,34.689,43.834,4867.17222222222,4859.04333333333,951,119,1
"CP0180",430.916028759457,430.913970947266,430.916809082031,39.77,34.689,42.818,164953.668,164946.555125,43549,34498,1
"CP0181",489.106005688914,489.100921630859,489.111785888672,39.77,34.689,43.834,2962.98,2928.39125,728,36,1
"CP0182",498.902708865918,498.900970458984,498.9052734375,39.77,34.689,43.834,117442.122222222,117433.993333333,33651,33650,1
"CP0183",544.896063187642,544.894165039062,544.898681640625,38.754,34.689,42.818,12321.53175,12314.418875,2499,2498,1
"CP0184",566.891326214033,566.890502929688,566.897766113281,39.77,35.705,42.818,124995.732857143,124988.619857143,39062,22493,1
"CP0185",628.860734203442,628.8544921875,628.869262695312,39.77,34.689,42.818,4436.40175,4428.27275,1182,428,1
"CP0186",631.871481302112,631.86181640625,631.877502441406,38.754,34.689,42.818,2385.8615,2373.35660685484,579,34,1
"CP0187",643.863910186244,643.85693359375,643.873840332031,40.787,35.705,42.818,1735.572,1720.81373469388,437,24,1
"CP0188",702.866035254814,702.860778808594,702.869018554688,39.77,35.705,42.818,110265.726,110258.613,36082,21146,1
"CP0189",839.173845914729,839.169067382812,839.178833007812,40.787,37.738,42.818,1059.688,1055.624,291,290,1
"CP0190",958.172161065732,958.157897949219,958.187622070312,39.77,35.705,44.848,2058.19088888889,2020.09505555556,537,22,1
"CP0191",968.170243688709,968.158325195312,968.18359375,39.77,35.705,42.818,1637.00614285714,1614.21551020408,437,19,1
"CP0192",155.077613298,155.075988769531,155.079330444336,40.787,34.689,44.848,3466.2508,3421.35297560976,728,36,1
"CP0193",169.095119788025,169.093795776367,169.097503662109,40.787,33.673,45.863,5321.95083333333,5246.36622628726,1182,56,1
"CP0194",177.061028413994,177.059799194336,177.061599731445,40.787,34.689,43.834,15117.7011111111,15109.5722222222,3545,3544,1
"CP0195",541.120897513329,541.116821289062,541.126586914062,40.787,35.705,44.848,2190.25644444444,2132.65715696649,525,19,1
"CP0196",239.162323351841,239.15852355957,239.16520690918,41.802,38.754,45.863,3435.67814285714,3322.44192857143,788,21,1
"CP0197",239.162096876182,239.160125732422,239.164505004883,36.722,33.673,38.754,2591.31,2510.37692857143,663,17,1
"CP0198",301.139280636316,301.138305664062,301.14111328125,41.802,34.689,44.848,9974.1062,9859.81745,1839,72,1
"CP0199",413.268854149945,413.262359619141,413.273742675781,40.787,33.673,44.848,4363.32954545454,4142.00649350649,1050,31,1
"CP0200",189.158834386995,189.157012939453,189.159164428711,42.818,37.738,45.863,2813.28125,2766.00708007812,657,15,1
"CP0201",211.140288815096,211.138412475586,211.142227172852,42.818,40.787,45.863,1481.1768,1475.19577674419,525,83,1
"CP0202",398.745533192768,398.741760253906,398.753295898438,42.818,40.787,45.863,1962.3816,1958.3208,619,618,1
"CP0203",466.726598115323,466.722991943359,466.729309082031,43.834,40.787,45.863,1349.2008,1345.14,413,412,1
"CP0204",506.717197978883,506.714569091797,506.721069335938,43.834,40.787,46.878,2727.75283333333,2722.677,857,856,1
"CP0205",568.670007517357,568.667663574219,568.671508789062,43.834,40.787,45.863,3464.8776,3460.8168,1043,1042,1
"CP0206",588.729574540705,588.728637695312,588.731750488281,42.818,40.787,46.878,3483.03683333333,3477.961,2102,2101,1
"CP0207",628.623101124114,628.617553710938,628.62841796875,43.834,40.787,45.863,1579.6512,1575.5904,567,566,1
"CP0208",636.656402796249,636.653564453125,636.661010742188,43.834,40.787,46.878,2423.20283333333,2418.127,794,793,1
"CP0209",692.617516311263,692.615295410156,692.618713378906,43.834,40.787,45.863,1782.6912,1778.6304,587,586,1
"CP0210",754.573354007988,754.57080078125,754.576293945312,43.834,40.787,45.863,1336.0032,1331.9424,387,386,1
"CP0211",762.607597501467,762.597900390625,762.61767578125,43.834,40.787,45.863,1905.5304,1901.4696,657,656,1
"CP0212",138.905725535857,138.905578613281,138.905853271484,43.834,40.787,46.878,7918.3,7909.72223514212,1993,104,1
"CP0213",148.934341168711,148.934097290039,148.935699462891,44.848,29.607,46.878,4533.12952941177,4526.01794117647,1424,355,1
"CP0214",150.014308614772,150.011764526367,150.015319824219,44.848,40.787,48.911,1970.07,1933.08690697674,664,25,1
"CP0215",150.930848718327,150.928268432617,150.931900024414,44.848,8.278,46.878,1602.91578947368,1591.74210526316,394,393,1
"CP0216",158.963294969495,158.962554931641,158.964538574219,39.77,34.689,43.834,48279.5033333333,48270.3583333333,13403,13402,1
"CP0217",191.077290740997,191.07682800293,191.077560424805,40.787,34.689,44.848,16878.1626,16868.0036,3547,3546,1
"CP0218",200.858902010674,200.858413696289,200.860641479492,42.818,40.787,48.911,2589.525,2568.03418604651,696,23,1
"CP0219",206.893469124949,206.892852783203,206.894958496094,44.848,40.787,46.878,31354.4376666667,31349.3618333333,9327,9326,1
"CP0220",208.890801296351,208.890548706055,208.890960693359,44.848,40.787,46.878,21707.3088333333,21702.233,6437,6436,1
"CP0221",221.021872095759,221.018951416016,221.025421142578,44.848,40.787,51.959,3746.68254545455,3672.98986046512,854,30,1
"CP0222",222.867307285778,222.866256713867,222.868804931641,44.848,40.787,46.878,3254.62433333333,3249.5485,920,919,1
"CP0223",226.952341236289,226.951934814453,226.952758789062,39.77,34.689,43.834,415997.921111111,415975.711825397,109653,17448,1
"CP0224",264.853005177525,264.851745605469,264.85400390625,43.834,39.77,46.878,17419.6771428571,17413.5845714286,3547,3546,1
"CP0225",266.849355544593,266.848480224609,266.850708007812,44.848,40.787,46.878,18054.7391666667,18049.6633333333,3941,3940,1
"CP0226",268.847230707502,268.843627929688,268.850433349609,44.848,40.787,46.878,5473.77866666667,5468.70283333333,1314,1313,1
"CP0227",272.795041244913,272.794708251953,272.795257568359,44.848,41.802,46.878,2019.2328,2015.172,664,663,1
"CP0228",281.095963604813,281.090393066406,281.097351074219,43.834,40.787,47.895,4354.15771428572,4265.36675083057,1083,20,1
"CP0229",282.823535595238,282.821533203125,282.828796386719,42.818,40.787,46.878,2921.64966666667,2916.57383333333,1182,1181,1
"CP0230",316.778767753313,316.776306152344,316.781494140625,43.834,40.787,46.878,3091.1825,3086.10666666667,1083,1082,1
"CP0231",322.810344859406,322.808319091797,322.812896728516,44.848,40.787,46.878,7016.832,7011.75616666667,1519,1518,1
"CP0232",324.80901250645,324.808166503906,324.811248779297,44.848,40.787,46.878,10020.7101666667,10015.6343333333,2281,2280,1
"CP0233",326.80383641392,326.802459716797,326.804992675781,44.848,40.787,46.878,5411.8535,5406.77766666667,1329,1328,1
"CP0234",334.838241244729,334.835968017578,334.841247558594,44.848,22.495,46.878,8610.246875,8603.13516666667,2759,898,1
