,precursor_mz,precursor_rt,precursor_intensity,DeepDIA_corr,MSDIAL_corr
633,301.12859525513,582.795,9135.0,0.6472591872433389,0.7045393095585432
636,620.406268391951,643.686,4862.0,0.9159508427356298,0.8896106581999167
638,333.14611328065496,614.502,28171.0,0.8326734092021513,0.8669017393904029
640,319.141950333606,582.795,13149.0,0.3989852656052414,0.7624043593060705
647,464.202133852744,641.3530000000001,49544.0,0.9414222624065983,0.9594271400946466
652,465.235525349572,641.3530000000001,14544.0,0.8823278202589918,0.8965673735860635
656,363.220295507155,665.3560000000001,17583.0,0.8803296543414442,0.8815011205016935
659,376.098204534963,672.576,33956.0,0.95506734212294,0.9616173135558015
667,362.11483353905,630.95,660565.0,0.9057379546220743,0.8893317074181202
677,715.721103595033,670.188,2199.0,0.8860123424109939,0.8811166249972249
683,715.601637171191,671.3810000000001,1432.0,0.7950774313199757,0.9090734819596524
687,560.383277003823,693.878,8520.0,0.9528791372613713,0.8409989206108988
689,603.700055912274,670.188,1622.0,0.3997666895699356,0.6089982071988123
692,648.443010755085,701.112,6207.0,0.6955409164663535,0.7625902105164478
695,604.4089916446441,695.2869999999999,7890.0,0.3864595998109378,0.5628643462769347
696,663.958425666999,670.188,3429.0,0.8805964862695304,0.9614434882709604
697,664.065883097994,670.188,3385.0,0.5049155319040775,0.6508082046585362
699,664.162776073852,670.188,3632.0,0.897847007892086,0.9291612001338042
700,317.23745222667003,699.939,48631.0,0.834011312697778,0.8178007574766725
705,737.849758069686,670.188,5809.0,0.9294803664136045,0.9399810694004054
709,737.623745397387,670.188,8667.0,0.9298995405376467,0.9552644727636204
713,181.085526908311,733.285,130227.0,0.8724992402685969,0.8988571817693557
714,948.0898753426391,670.188,4841.0,0.9176374485681775,0.908657612496948
717,466.307837909307,736.788,20688.0,0.8875852838711156,0.9148786109751558
719,948.223403126644,670.188,4656.0,0.7396038383476938,0.9451481561171663
721,223.095999414236,733.285,367772.0,0.9605164932342951,0.960517956584438
726,948.540572845114,670.188,2768.0,0.5062885733880321,0.6500477535298038
734,626.3506587201159,739.1339999999999,10046.0,0.7709239944724371,0.7222239756670901
743,288.29028670320304,756.927,44870.0,0.9430159860441792,0.9156106713066817
744,288.290168169695,746.291,33977.0,0.9748995941480346,0.9288526926493067
745,344.276732365476,760.429,17983.0,0.9696277258557454,0.978231564938519
755,440.279663153719,791.087,22542.0,0.948648418436582,0.9503114722273204
757,512.316702883665,760.429,16606.0,0.8862756372960675,0.9253136151503125
763,601.2640294677079,771.076,22152.0,0.8247662106750259,0.8206329396028645
774,387.182412680531,807.6460000000001,21896.0,0.8973917045633643,0.8876110980552456
775,404.209205791423,807.6460000000001,16555.0,0.8337211408915016,0.8644246415190924
776,209.116895463575,819.398,25733.0,0.5822222462615574,0.7992914082994766
780,251.12839299424598,819.398,95976.0,0.9188000897990826,0.8061046569780571
784,269.12930315932704,819.398,22772.0,0.9698461270327461,0.8665187290889462
787,595.342542995204,809.965,18779.0,0.9681370897155978,0.9499259466819376
796,194.123561752034,837.128,16364.0,0.6039222912912289,0.8101376522472076
800,414.29073222017405,805.3389999999999,27972.0,0.7697845085650479,0.7544891989801993
801,286.145233121041,840.688,35674.0,0.9000311148892851,0.8589397727822461
802,286.144990544501,834.7539999999999,36348.0,0.9195959286806153,0.8729204800016399
803,286.145198197363,827.68,111934.0,0.9451231738774456,0.8920764173720308
804,304.29377591979,813.465,35934.0,0.9106696829499138,0.926109232916444
806,512.260928868301,837.128,10175.0,0.758514402524805,0.6351715630338332
813,300.284243963852,804.186,25784.0,0.8204165149281334,0.8637124772324964
815,882.5342119331219,850.217,25900.0,0.9862520463655506,0.9846652543678648
816,935.595467534275,850.217,4231.0,0.9158463324122105,0.8467557011636567
820,596.327511586441,825.301,6893.0,0.8254617900235715,0.8945387419617983
826,846.4466099885041,851.38,50719.0,0.3065280107438694,0.3103292675665793
830,494.254239017865,851.38,40469.0,0.987708948899262,0.9874281376764691
835,400.326038806882,845.461,178475.0,0.952063328495769,0.9437257830783975
840,480.20471885651494,863.079,4558.0,0.82655718058673,0.8706897466271943
842,564.315853909913,860.7339999999999,3159.0,0.8348095829553956,0.6473385929540993
844,329.00640724025004,832.39,9631.0,0.9871023609054281,0.9882190242702804
851,343.262679368105,822.938,13858.0,0.5329277830691338,0.6883051010838496
859,284.332369200641,832.39,16884.0,0.9455876417349933,0.858354003194612
863,468.29637370102006,849.0269999999999,403400.0,0.9704813403522454,0.9501242180539059
866,433.269509378928,851.38,55408.0,0.9241518684323345,0.9139103609398423
867,485.265693906836,851.38,64240.0,0.9140228265165159,0.8703303621394731
868,227.128687141255,868.9689999999999,17205.0,0.910666080233236,0.9127419361531047
869,244.153886552152,868.9689999999999,6487.0,0.9857941537320721,0.898578514949417
870,375.29069036253196,881.846,12368.0,0.8317688946140506,0.7561493456652527
872,432.240896447072,871.306,28491.0,0.9730734737268717,0.9651763692703224
874,585.2905496219171,719.002,34294.0,0.6911630770385507,0.7374227958881665
875,585.290260023924,692.7239999999999,451653.0,0.9242352395586283,0.9235872927606124
876,987.6453732798379,867.801,18214.0,0.6828090242874869,0.3308715531291908
878,380.249673648267,845.461,67335.0,0.9593184201769656,0.9572827124478228
879,428.36428314706495,879.5010000000001,35346.0,0.9437179667574516,0.959745264128382
881,516.31628556376,867.801,12974.0,0.7768874453220395,0.6319446893387058
883,584.355509420712,799.423,3951.0,0.5966996100669586,0.5953695674790535
885,482.31664212400705,877.16,125808.0,0.9329577186677968,0.932781017783257
886,509.3353843312901,866.6210000000001,17504.0,0.9242594758442246,0.8615174807424129
891,450.310999621394,817.0160000000001,24796.0,0.9397198619945518,0.9420847977432416
894,357.281068697004,871.306,31322.0,0.9135366617292795,0.810254558845559
899,415.200950213237,851.38,328919.0,0.9976068534281969,0.9970164973496768
900,415.21561346605597,871.306,177959.0,0.996754122411939,0.9956032535802115
901,415.21345059570297,878.334,83953.0,0.9964113177982985,0.9959741828922009
902,415.20273379266,820.592,15381.0,0.9935402747385167,0.9906883462113483
903,480.352261017244,897.077,7897.0,0.8677874607466916,0.8449214706753926
906,894.614109601325,883.023,7530.0,0.740574439095186,0.8577064585903033
909,494.29180733764196,850.217,40751.0,0.987708948899262,0.9874281376764691
910,494.29605308305804,857.222,60496.0,0.9913689577727731,0.9898420058708197
911,558.406340313859,853.711,22508.0,0.6748763762020631,0.575662619500914
913,568.377451345816,887.71,290479.0,0.8997887389710703,0.897043691102917
914,568.3446075462371,879.5010000000001,78526.0,0.9827284490382854,0.6831208788579473
919,456.328173191575,824.117,15653.0,0.5005243490579169,0.720076762396342
923,949.619188016784,904.135,18822.0,0.9499379277456573,0.9131567179529445
927,544.6439376460679,908.7739999999999,1991.0,0.3805235768315075,0.29424079922000973
930,454.29691172371696,904.135,144609.0,0.9302494900201669,0.9289177322112595
931,991.6495503541431,906.462,1584044.0,0.42043180738810126,0.5057032809546191
932,991.645999600941,895.908,91778.0,0.2627331246431592,0.4936861796888321
935,508.333772881987,894.738,26777.0,0.7678203946351576,0.6126018427870401
942,961.684247589111,922.8789999999999,2538.0,0.46784742804576096,0.42785252424820186
943,542.313680451829,860.7339999999999,101357.0,0.9511544052824047,0.9489884204716672
945,549.823005997677,922.8789999999999,3103.0,0.313782496883895,0.5073729302928571
946,502.295012055001,886.546,68126.0,0.9047842575730509,0.8981917924460749
947,431.31383845591796,920.53,34907.0,0.4873065472408956,0.5509139550962522
955,909.6389106711549,912.293,6487.0,0.3792558637107891,0.46254728569320325
961,303.23277719951597,934.627,41124.0,0.6522144151480672,0.7571361867148391
966,518.338231332582,895.908,16641.0,0.651030268747098,0.3930650953845295
967,518.336123212996,864.2610000000001,33103.0,0.9764722338188275,0.9758035690472076
968,544.3293831607319,912.293,6205.0,0.4536114132553298,0.49846767531852576
969,544.335028335783,922.8789999999999,23384.0,0.8602646638814448,0.8504186768422014
970,544.3431646579901,859.572,7897.0,0.9870515596874876,0.9838544759797093
980,922.653830751921,941.699,11564.0,0.8313724231969437,0.8442825035318676
982,390.32082313888196,942.88,10718.0,0.8184861956945387,0.819556240021967
990,510.343981670615,936.9860000000001,237426.0,0.887726743211969,0.8880715383928217
991,510.35685276820703,926.385,34123.0,0.8961532339892856,0.894768070146368
992,602.406124441135,912.293,22104.0,0.4675641960471852,0.7830229423405486
993,149.02286919713302,952.319,19060.0,0.6124975021879656,0.9249576515788649
1000,898.624643671703,958.2180000000001,4231.0,0.8186308250051184,0.7131414830540107
1005,521.371447513671,887.71,830994.0,0.8463510480186697,0.8518617956841618
1006,521.379256456509,877.16,149200.0,0.9874716130421015,0.97441259668032
1007,548.349382191817,939.341,137147.0,0.9318131741112723,0.9315487863439122
1013,520.3252124266,886.546,3160670.0,0.9380976588977926,0.9105854272503895
1015,480.328308220573,925.2080000000001,216779.0,0.8960555346518255,0.8840169825334387
1017,523.730002799186,967.6460000000001,3949.0,0.9154441728183603,0.8787538296707559
1018,980.7141507935389,961.762,6487.0,0.9028666790618876,0.9033593926265445
1021,458.34920873598395,972.322,13820.0,0.8203269476991437,0.8556079235459539
1022,458.35721249228203,972.322,14102.0,0.8203269476991437,0.8556079235459539
1026,547.374694250297,969.9760000000001,12128.0,0.22963265656440102,0.3701530632002731
1027,617.4384482887709,966.4839999999999,6205.0,0.46912764214363417,0.5080142866319267
1030,550.390396668623,979.382,64260.0,0.9539587088968547,0.9536846213031357
1031,540.48734812306,985.255,13538.0,0.9213850960609993,0.9116839404851129
1032,616.454092089124,881.846,30412.0,0.816760088178792,0.8295191882902486
1037,590.4215079877861,968.812,21282.0,0.6881287793136179,0.829855252447618
1043,546.35174769209,908.7739999999999,208573.0,0.9776516234230677,0.9783947693767496
1048,432.36355559399004,1012.19,15513.0,0.8667957955823055,0.8927627302850379
1051,502.37789780197096,971.148,18448.0,0.31899190429439106,0.5768277365533309
1056,271.31952295647096,849.0269999999999,74382.0,0.23402940993598426,0.41921220606962406
1059,331.284650291782,1019.19,17205.0,0.834791814358854,0.8456541597201818
1061,548.305789295801,1022.68,11846.0,0.9934747771036359,0.9804349114469636
1062,630.482339924493,916.9939999999999,24862.0,0.5101338409103604,0.5438598197008052
1064,660.460816058256,878.334,25637.0,0.8077840722933132,0.8285844038227463
1065,704.5012801191459,873.643,23683.0,0.841970156242675,0.7840573265547801
1067,305.249288655677,1022.68,14949.0,0.22757835645008334,0.49717852568125853
1068,329.249791562605,1014.52,26644.0,0.37216811579252507,0.6034573392154056
1069,466.331052118583,982.9069999999999,44502.0,0.9171328009955714,0.9330768013279699
1073,637.291185002266,1025.02,94174.0,0.7798731073665125,0.8034430585754108
1076,482.346549549056,952.319,15513.0,0.887270972934016,0.954358257532996
1077,484.361551733141,901.7819999999999,14102.0,0.5761689939265651,0.6324498514784098
1079,313.27420281171004,1028.51,31811.0,0.8711753310764246,0.9035684724361398
1081,510.38822700348703,989.95,32350.0,0.878087207240294,0.8778183518627355
1089,674.50274303352,911.115,23960.0,0.8584875850821331,0.8174884103621433
1098,515.430156999795,1058.78,8179.0,0.3628314929927508,0.7108709364926376
1100,496.331084566559,906.462,6263173.0,0.8995969063508883,0.8874432534226059
1101,496.327377683691,867.801,36414.0,0.8913818918794721,0.8337054348631776
1105,469.38850141577996,1066.93,10154.0,0.6324443957721636,0.8563763245149726
1106,359.315543446704,1076.27,74633.0,0.961051365998962,0.9664118330103403
1109,310.311997876879,1078.61,13256.0,0.6497300654820372,0.7071405669828265
1117,360.322049185217,1089.14,47572.0,0.5095972288799251,0.59245465487595
1119,702.588449683837,1029.67,30064.0,0.8799468953534537,0.8922615879684378
1128,678.470604762701,964.1260000000001,38977.0,0.8628670526439084,0.8544230284865655
1131,242.282817993014,808.803,207386.0,0.9502187776934942,0.9493457612975656
1140,729.596096994177,1029.67,28496.0,0.9087528822408745,0.9281993118748847
1153,878.649981600341,947.6030000000001,15236.0,0.8971701276217732,0.6476692734836662
1154,766.5547600863721,1029.67,46417.0,0.7037614522470019,0.6525865862214658
1156,766.580738626211,1090.31,60643.0,0.5362500863302916,0.5016376113016314
1173,701.578688272715,1028.51,64821.0,0.9718066749601874,0.9686403996758428
1177,833.6120046453881,1089.14,34527.0,0.4744252834470535,0.5249644054041902
1180,818.611015695381,1028.51,14384.0,0.42729397192228485,0.33238911100709284
1213,718.5337710075951,901.7819999999999,31137.0,0.45571659712352286,0.5469143301352303
1230,813.576830794192,1058.78,11913.0,0.57622245292481,0.49394007955347513
1233,774.569251770547,1015.69,9872.0,0.43330924400003457,0.34082895374305033
1235,822.6128165078289,1153.1,12692.0,0.6567994179325987,0.6222704094382259
1237,730.5294806633501,1146.12,22278.0,0.8814637485526582,0.7889818579818606
1238,811.569520245206,960.582,22414.0,0.7158219984636214,0.68649623626641
1244,834.566107580188,1156.6,33714.0,0.8447692648035928,0.8304948703516508
1246,835.585462478669,953.5010000000001,8744.0,0.6518402999166236,0.7074206109436404
1249,406.251447461082,1167.02,2538.0,0.6528292550557354,0.5772853503298067
1260,781.5598966025481,918.172,58041.0,0.9395750954595373,0.890898682046333
1261,788.598660793837,912.293,15230.0,0.7097969901844773,0.5877800174673826
1262,768.559452341111,1127.48,35835.0,0.5340863955885145,0.5125779165205728
1265,812.565527297014,1077.44,24721.0,0.6759044052192041,0.42490947107373833
1266,812.63806707241,1153.1,46456.0,0.684247481774044,0.49300453350150186
1267,812.6407730533219,918.172,20958.0,0.9493322219247143,0.9611286827390041
1270,731.556720172014,944.056,8180.0,0.7601297965297507,0.7686361306730818
1271,836.5668792168581,866.6210000000001,7796.0,0.6509302307037431,0.6947269252941899
1274,733.5515362117391,1141.46,43910.0,0.8377419848763126,0.8378072898406577
1278,703.532410033266,993.4680000000001,224462.0,0.981508112471126,0.9815850722685588
1280,809.604110086604,938.164,8461.0,0.5330635496129725,0.4713538677551727
1281,809.591395761307,1118.18,48848.0,0.5920736341030166,0.6197286915664363
1282,809.640980776471,1057.61,63398.0,0.5021023348317151,0.4581210695638151
1294,158.961363898036,1167.02,7051.0,0.5706655115266789,0.7354981819756947
1301,228.23043034590302,683.2719999999999,186530.0,0.9638014519863543,0.9549310072297259
1307,257.25866453172796,747.4739999999999,726873.0,0.9459396356279419,0.4111342302509271
1308,284.294913022445,804.186,1233337.0,0.9676105575616052,0.9524171183739565
1310,369.348747547847,1016.85,100389.0,0.9231008311992057,0.8955998603297697
1320,732.5398700440641,935.806,36224.0,0.6821608489946754,0.7462296335595531
1321,732.563482659134,1126.32,79275.0,0.9430274565400572,0.9520026149153031
1322,732.557984759366,1105.43,35100.0,0.9150410029814492,0.8995614818941581
1327,758.588592159231,941.699,933517.0,0.8726561530710696,0.8662596044715755
1331,759.614111077725,926.385,609792.0,0.8749798510936366,0.7858452944453975
1332,760.587404913314,1155.43,132146.0,0.9004534517308542,0.5391846880391673
1333,761.5926593782119,1154.27,25467.0,0.3728962599181851,0.22871201834143104
1338,782.53642181263,1028.51,203414.0,0.8130916847828213,0.7296401513286219
1343,783.599516802867,1015.69,50963.0,0.6471565186430447,0.4794932761331578
1344,784.587075702762,980.557,23097.0,0.8499125304866137,0.7491691846767323
1345,784.580481030032,1005.18,55080.0,0.8463070279330512,0.8097456792089487
1346,784.610803753132,1090.31,398810.0,0.9800012807345464,0.8729592353994752
1348,785.6069932790159,931.0930000000001,10435.0,0.6604739837060187,0.5605761881544821
1352,787.599021240538,1058.78,205969.0,0.7692760427070272,0.5495567749874911
1354,806.586108344438,892.39,21981.0,0.6586260971498135,0.594534344573916
1355,806.5750965579289,1149.61,39158.0,0.6220678438020064,0.5868983615883538
1356,806.574034800858,1142.62,30378.0,0.6185770064396952,0.5877665695037949
1357,806.583565033122,1044.81,833915.0,0.7482012302838681,0.774547387429002
1359,807.5942980421339,1151.94,22466.0,0.6181758264146912,0.5605439761754819
1360,808.5704410566409,1139.13,181381.0,0.8729605932020074,0.9022551236909344
1362,808.584158919826,1029.67,64444.0,0.5441384539833363,0.6534339389659641
