"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP0001",134.981398930198,134.979248046875,134.982711791992,26.727,0.149,37.555,21247.5923684211,21211.1707368421,779,750,1
"CP0002",111.007781498765,111.004272460938,111.01025390625,36.572,32.635,38.539,2545.608,2499.2938487395,1276,28,1
"CP0003",112.937177168003,112.937019348145,112.942993164062,36.572,30.666,38.539,5706.940875,5699.067875,2384,2383,1
"CP0004",112.937183973168,112.935523986816,112.941524505615,6.058,0.149,10.98,327.883909090909,317.052909090909,54,53,1
"CP0005",112.938517470739,112.932518005371,112.941524505615,18.851,10.98,30.666,634.8735,614.2032,55,54,1
"CP0006",117.019690794553,117.015907287598,117.020660400391,36.572,30.666,38.539,2005.64675,1983.60235,719,116,1
"CP0007",133.984492568558,133.983245849609,133.985076904297,27.712,13.931,38.539,12167.17952,12142.57152,708,707,1
"CP0008",133.984878540039,133.984878540039,133.984878540039,18.851,14.914,21.803,4375.49914285714,4367.626,670,669,1
"CP0009",137.939658899505,137.938018798828,137.942825317383,35.588,30.666,38.539,1492.917625,1469.15100625,556,85,1
"CP0010",186.025467564096,186.020401000977,186.032035827637,36.572,31.651,38.539,1542.912,1536.7128,735,286,1
"CP0011",192.01401791031,192.006927490234,192.023422241211,36.572,31.651,38.539,4274.496,4175.19907964602,2294,65,1
"CP0012",192.962650910733,192.958099365234,192.972061157227,29.681,17.866,38.539,15964.4781428571,15891.182961039,1004,85,1
"CP0013",192.959833606368,192.955612182617,192.962158203125,4.088,0.149,9.995,8790.5088,8755.60025454546,983,83,1
"CP0014",194.927884779202,194.927474975586,194.93132019043,36.572,30.666,38.539,10191.5985,9853.51723255814,4261,80,1
"CP0015",206.943245074239,206.938385009766,206.952606201172,5.074,1.134,9.01,1505.3005,1496.44,209,208,1
"CP0016",206.946711518044,206.939399719238,206.952606201172,12.947,9.01,17.866,1616.712,1606.872,217,216,1
"CP0017",206.941466449428,206.937660217285,206.950454711914,25.743,17.866,31.651,2759.95392857143,2745.18428571429,278,277,1
"CP0018",206.956582564249,206.95051574707,206.958877563477,36.572,31.651,38.539,2363.568,2356.68,780,779,1
"CP0019",212.983273222388,212.977508544922,212.986877441406,36.572,30.666,41.493,5753.07409090909,5561.57152840909,1874,78,1
"CP0020",212.987535714341,212.986785888672,212.988983154297,36.572,30.666,38.539,5565.226875,5507.40953125,1809,123,1
"CP0021",217.896787288869,217.894561767578,217.903854370117,36.572,33.62,38.539,1645.8974,1641.9622,626,625,1
"CP0022",230.998231249242,230.982070922852,230.999435424805,36.572,30.666,40.508,3391.5532,3040.6243875,1121,41,1
"CP0023",251.949195822658,251.942268371582,251.958679199219,37.555,31.651,38.539,1224.096,1099.97284848485,787,21,1
"CP0024",275.082984582601,275.074996948242,275.087921142578,36.572,30.666,41.493,4761.91145454545,4451.61244675325,1236,45,1
"CP0025",287.960406879907,287.937835693359,287.966644287109,37.555,33.62,38.539,786.056200000001,766.773720000001,710,74,1
"CP0026",311.97020395538,311.965057373047,311.972564697266,36.572,31.651,40.508,1244.90055555556,1227.97384444444,540,76,1
"CP0027",315.864530526304,315.861907958984,315.875701904297,36.572,33.62,40.508,2561.352,2552.414,1125,226,1
"CP0028",316.894300373333,316.879516601562,316.90131632487,36.572,30.666,41.493,4770.76990909091,4380.59616512059,2190,26,1
"CP0029",392.019526867989,391.998596191406,392.029581705729,36.572,32.635,38.539,1535.04,1487.562,671,33,1
"CP0030",406.046207003182,406.042083740234,406.062072753906,36.572,33.62,41.493,10660.042,10475.5185625,4907,32,1
"CP0031",407.055593803678,407.048889160156,407.067565917969,36.572,33.62,38.539,1624.2538,1599.26528,810,41,1
"CP0032",408.89028979886,408.883453369141,408.904876708984,5.074,0.149,14.914,651.628666666667,636.863666666667,68,67,1
"CP0033",408.901493433741,408.889068603516,408.90348815918,36.572,31.651,38.539,5009.544,5002.656,1986,1985,1
"CP0034",428.017097092056,428.01301574707,428.033599853516,36.572,33.62,38.539,3939.1352,3924.27982,1312,137,1
"CP0035",436.17135363776,436.149353027344,436.176040649414,36.572,31.651,38.539,1857.792,1847.46,590,132,1
"CP0036",526.023154470781,525.998962402344,526.060119628906,36.572,32.635,38.539,2500.344,2454.22830252101,1106,46,1
"CP0037",102.055866935443,102.055618286133,102.060619354248,37.555,32.635,42.477,2557.9358,2500.91009411765,1394,49,1
"CP0038",115.003360012994,115.001487731934,115.006065368652,36.572,31.651,42.477,1393.60145454545,1322.98640909091,552,43,1
"CP0039",136.939605886362,136.932678222656,136.94669342041,36.572,23.773,46.414,11587.2700434783,11530.9807588933,3893,349,1
"CP0040",138.938595565719,138.935134887695,138.950119018555,11.964,0.149,27.712,501.055964285714,473.492964285714,48,47,1
"CP0041",138.937170877176,138.93359375,138.940124511719,35.588,30.666,39.523,2175.86966666667,2167.01266666667,738,737,1
"CP0042",147.029077616381,147.028610229492,147.032043457031,36.572,28.697,39.523,2710.43672727273,2687.14442424243,1483,230,1
"CP0043",173.004138997699,172.999366760254,173.008834838867,36.572,30.666,39.523,3356.803,3206.25189292929,1225,29,1
"CP0044",188.055713939294,188.054779052734,188.05680847168,36.572,30.666,39.523,2792.90733333333,2777.85043333333,900,118,1
"CP0045",191.018678869355,191.018493652344,191.018737792969,36.572,31.651,41.493,50586.8958,50356.0561636364,20177,545,1
"CP0046",212.907047827371,212.896224975586,212.91463470459,37.555,31.651,42.477,751.914909090909,723.570472727272,540,81,1
"CP0047",309.099818908016,309.094757080078,309.099914550781,36.572,31.651,39.523,6768.936,6742.4172,2229,129,1
"CP0048",310.949267372228,310.935394287109,310.960205078125,36.572,32.635,39.523,4827.504,4792.92342857143,2004,77,1
"CP0049",330.061193869122,330.050552368164,330.079956054688,36.572,32.635,48.383,4620.0695,4423.39067391304,1442,39,1
"CP0050",336.82670553446,336.816223144531,336.833160400391,36.572,33.62,42.477,2765.35222222222,2753.6413,856,60,1
"CP0051",349.940963450917,349.933868408203,349.956827799479,37.555,33.62,42.477,965.413,937.398637037037,509,47,1
"CP0052",525.9771857746,525.940368652344,525.982757568359,36.572,33.62,39.523,2750.798,2718.39935057472,1161,61,1
"CP0053",111.947537434203,111.946868896484,111.948837280273,36.572,31.651,40.508,2915.92122222222,2790.3335042735,944,39,1
"CP0054",133.013829120718,133.012252807617,133.032119750977,36.572,31.651,40.508,4072.25177777778,3965.96777777778,1635,98,1
"CP0055",193.033001330759,193.026916503906,193.035797119141,37.555,32.635,40.508,1660.218875,1592.51786206897,772,60,1
"CP0056",216.895685146391,216.890533447266,216.896942138672,36.572,33.62,40.508,10457.952,10452.048,3575,1394,1
"CP0057",236.074217777334,236.065895080566,236.079223632812,37.555,32.635,40.508,5047.577125,4977.22025409836,2819,51,1
"CP0058",265.980231738741,265.959930419922,265.985977172852,37.555,33.62,42.477,4592.84655555555,4564.30733333333,2543,199,1
"CP0059",430.869673987805,430.831970214844,430.881713867188,36.572,31.651,40.508,1737.94022222222,1659.99862222222,602,30,1
"CP0060",110.92684643872,110.922782897949,110.931079864502,38.539,36.572,41.493,1504.8418,1500.905,763,762,1
"CP0061",205.991101837923,205.986557006836,206.003112792969,38.539,32.635,44.445,2012.62083333333,1995.05345833333,1266,128,1
"CP0062",236.855726948753,236.854248046875,236.87614440918,38.539,33.62,41.493,1621.838,1574.99365,1208,129,1
"CP0063",285.939524905782,285.913543701172,285.94482421875,38.539,36.572,41.493,698.782,687.9558,509,84,1
"CP0064",294.074694766303,294.065719604492,294.080596923828,36.572,32.635,42.477,6729.9596,6647.41085882353,2263,114,1
"CP0065",314.860204268788,314.838348388672,314.871368408203,36.572,31.651,41.493,14749.2212,14680.093661017,6855,181,1
"CP0066",118.942218604641,118.938415527344,118.949501037598,39.523,24.758,55.273,2648.89887096774,2578.61593548387,1240,129,1
"CP0067",130.889606682747,130.886795043945,130.891311645508,39.523,36.572,42.477,1415.23166666667,1410.31083333333,636,635,1
"CP0068",156.897817716475,156.874710083008,156.902816772461,37.555,32.635,42.477,2367.9852,2266.1205,1713,127,1
"CP0069",286.784062277057,286.780136108398,286.786270141602,39.523,37.555,42.477,1643.948,1640.0104,594,593,1
"CP0070",294.797781314817,294.791732788086,294.800048828125,39.523,37.555,42.477,1731.5596,1727.622,1081,1080,1
"CP0071",352.787097357885,352.769744873047,352.806915283203,39.523,33.62,42.477,1834.38311111111,1826.51022222222,1176,1175,1
"CP0072",388.725972839521,388.723587036133,388.727676391602,39.523,37.555,42.477,2546.6428,2542.7052,1049,1048,1
"CP0073",442.685508433294,442.676147460938,442.693603515625,39.523,37.555,42.477,5351.1984,5347.2608,1908,1907,1
"CP0074",506.650035304519,506.638168334961,506.65380859375,39.523,37.555,42.477,4533.162,4529.2244,1654,1653,1
"CP0075",542.61847390474,542.600250244141,542.635101318359,39.523,37.555,42.477,5665.222,5661.2844,1593,1592,1
"CP0076",556.600119121135,556.593200683594,556.603515625,39.523,37.555,42.477,2342.872,2338.9344,697,696,1
"CP0077",576.584443172785,576.583831787109,576.585632324219,40.508,37.555,42.477,2672.646,2668.7084,922,921,1
"CP0078",584.612477800351,584.591430664062,584.626922607422,39.523,37.555,42.477,1948.1276,1944.19,731,730,1
"CP0079",620.563815079839,620.545654296875,620.573974609375,39.523,37.555,42.477,2585.0344,2581.0968,1081,1080,1
"CP0080",726.501487218587,726.478698730469,726.511840820312,39.523,36.572,42.477,2120.87916666666,2115.95833333333,788,241,1
"CP0081",796.445445992658,796.411865234375,796.462127685547,39.523,36.572,44.445,2338.281,2320.27871341463,1018,69,1
"CP0082",150.886518699669,150.883972167969,150.887435913086,40.508,37.555,43.46,13030.3666666667,13025.4458333333,3218,3217,1
"CP0083",152.883644904455,152.880447387695,152.884262084961,40.508,36.572,43.46,12708.36,12702.456,3661,3660,1
"CP0084",154.881100690189,154.879699707031,154.88542175293,40.508,37.555,43.46,4193.53416666667,4188.61333333333,1121,1120,1
"CP0085",208.844683509062,208.842742919922,208.845245361328,40.508,36.572,43.46,7808.04,7802.136,2013,2012,1
"CP0086",212.846495604289,212.83674621582,212.861145019531,40.508,36.572,43.46,5497.608,5491.704,1455,1454,1
"CP0087",218.889825157006,218.869537353516,218.894439697266,37.555,28.697,43.46,3165.1872,3155.3452,849,208,1
"CP0088",234.868901538034,234.856430053711,234.872901916504,39.523,26.727,43.46,3068.04476470588,2941.95668823529,1781,167,1
"CP0089",254.828953609532,254.815963745117,254.829833984375,40.508,36.572,43.46,2018.184,2012.28,545,544,1
"CP0090",270.793898820401,270.785766601562,270.796478271484,40.508,37.555,43.46,25639.51,25634.5891666667,7232,7231,1
"CP0091",278.8278626727,278.825836181641,278.835174560547,40.508,36.572,43.46,2666.64,2660.736,984,983,1
"CP0092",284.778048709305,284.773040771484,284.787155151367,40.508,37.555,43.46,2772.3975,2767.47666666667,1004,1003,1
"CP0093",306.79472346076,306.792297363281,306.821746826172,40.508,36.572,43.46,6308.424,6302.52,1496,1495,1
"CP0094",308.785365658562,308.774871826172,308.792388916016,40.508,37.555,43.46,11231.31,11226.3891666667,3069,3068,1
"CP0095",310.791008500592,310.786254882812,310.803375244141,40.508,37.555,43.46,6601.79,6596.86916666667,1634,1633,1
"CP0096",324.765451974766,324.758239746094,324.776489257812,40.508,37.555,43.46,5857.76,5852.83916666667,1779,1778,1
"CP0097",326.766846368013,326.757415771484,326.775405883789,40.508,37.555,43.46,9824.93583333333,9820.015,2741,2740,1
"CP0098",328.758488610845,328.754425048828,328.767669677734,40.508,37.555,43.46,8570.12333333333,8565.2025,2607,2606,1
"CP0099",334.787753013431,334.778137207031,334.793334960938,40.508,36.572,43.46,1626.552,1620.648,667,666,1
"CP0100",364.749335773866,364.739822387695,364.756317138672,40.508,36.572,43.46,2337.984,2332.08,795,794,1
"CP0101",368.764140976081,368.759780883789,368.771026611328,40.508,34.604,43.46,4651.368,4645.464,1335,1334,1
"CP0102",372.755171641096,372.748718261719,372.764007568359,40.508,37.555,43.46,5656.99,5652.06916666667,1544,1543,1
"CP0103",372.770646679992,372.764007568359,372.781448364258,40.508,37.555,43.46,5281.03833333333,5276.1175,1544,1543,1
"CP0104",374.767152672077,374.762817382812,374.777740478516,40.508,35.588,43.46,7142.856,7136.952,1749,1748,1
"CP0105",382.732242330305,382.71337890625,382.740905761719,40.508,37.555,43.46,2572.61166666667,2567.69083333333,827,826,1
"CP0106",384.722195342773,384.713989257812,384.740661621094,40.508,37.555,43.46,4547.83416666667,4542.91333333333,1781,1780,1
"CP0107",386.729129424074,386.717041015625,386.736373901367,40.508,37.555,43.46,4652.15583333333,4647.235,1622,1621,1
"CP0108",392.742440173558,392.732086181641,392.771057128906,40.508,36.572,43.46,1703.304,1697.4,1017,1016,1
"CP0109",410.75054443277,410.729644775391,410.764068603516,40.508,37.555,43.46,1457.55083333333,1452.63,954,953,1
"CP0110",422.711846941537,422.691757202148,422.729797363281,40.508,37.555,43.46,2544.07083333333,2539.15,668,667,1
"CP0111",424.693088527624,424.68212890625,424.711517333984,40.508,37.555,43.46,6789.76583333333,6784.845,1780,1779,1
"CP0112",428.70559044798,428.700073242188,428.716522216797,40.508,37.555,43.46,3944.54,3939.61916666667,934,933,1
"CP0113",440.694793338642,440.681030273438,440.704078674316,40.508,35.588,43.46,3239.328,3233.424,943,942,1
"CP0114",444.692050732996,444.669631958008,444.69612121582,40.508,37.555,43.46,5813.4725,5808.55166666667,2162,2161,1
"CP0115",446.678569213749,446.667358398438,446.690561930339,40.508,37.555,43.46,4740.73083333333,4735.81,1494,1493,1
"CP0116",448.680391829207,448.677658081055,448.683349609375,40.508,37.555,43.46,2731.0625,2726.14166666667,890,889,1
"CP0117",448.723246202063,448.713500976562,448.729726155599,40.508,37.555,43.46,2206.50166666667,2201.58083333333,526,525,1
"CP0118",468.688128088083,468.684326171875,468.712097167969,39.523,37.555,43.46,1339.45083333333,1334.53,986,985,1
"CP0119",472.701581944576,472.684773763021,472.717529296875,40.508,37.555,43.46,3857.93333333333,3853.0125,1303,1302,1
"CP0120",480.671620018993,480.665649414062,480.682723999023,40.508,37.555,43.46,2750.74583333333,2745.825,794,793,1
"CP0121",484.65784891054,484.643966674805,484.681564331055,40.508,37.555,43.46,5919.7625,5914.84166666667,1589,1588,1
"CP0122",486.669585809385,486.64094543457,486.682281494141,40.508,37.555,43.46,4074.45,4069.52916666667,1079,1078,1
"CP0123",488.691080766956,488.676635742188,488.704498291016,40.508,37.555,43.46,4238.80583333333,4233.885,1462,1461,1
"CP0124",490.697095599076,490.680450439453,490.705383300781,40.508,37.555,43.46,7366.4875,7361.56666666667,1717,1716,1
"CP0125",496.70223098621,496.697265625,496.715067545573,40.508,37.555,43.46,3739.83333333333,3734.9125,1290,1289,1
"CP0126",498.635278911707,498.619216918945,498.652328491211,40.508,37.555,43.46,2915.10166666667,2910.18083333333,954,953,1
"CP0127",498.729599800445,498.719441731771,498.750137329102,40.508,34.604,43.46,2998.248,2992.344,798,797,1
"CP0128",502.632369558005,502.627227783203,502.650650024414,40.508,37.555,43.46,6733.66833333333,6728.7475,2800,2799,1
"CP0129",504.651675396605,504.620880126953,504.659225463867,40.508,37.555,43.46,4779.11333333333,4774.1925,2013,2012,1
"CP0130",510.683115528748,510.66943359375,510.701314290365,40.508,37.555,43.46,2446.63833333333,2441.7175,700,699,1
"CP0131",516.682286845746,516.679046630859,516.692169189453,40.508,37.555,43.46,3131.61833333333,3126.6975,1032,1031,1
"CP0132",526.644934556509,526.614654541016,526.666229248047,40.508,37.555,43.46,2228.15333333333,2223.2325,890,889,1
"CP0133",530.653336103418,530.638793945312,530.671264648438,40.508,37.555,43.46,4515.35666666667,4510.43583333333,1718,1717,1
"CP0134",544.63459302669,544.614562988281,544.643920898438,40.508,37.555,43.46,6222.88583333333,6217.965,1695,1694,1
"CP0135",550.632250688281,550.615966796875,550.660664876302,40.508,37.555,43.46,7888.09583333333,7883.175,2203,2202,1
"CP0136",550.67484459431,550.660430908203,550.684916178385,40.508,37.555,43.46,8755.14666666667,8750.22583333334,2320,2319,1
"CP0137",552.66131706229,552.658050537109,552.6845703125,40.508,37.555,43.46,5154.08083333333,5149.16,1517,514,1
"CP0138",558.598011969545,558.587951660156,558.616607666016,40.508,37.555,43.46,5777.05833333333,5772.1375,1844,1843,1
"CP0139",560.601365727481,560.58984375,560.625528971354,40.508,37.555,43.46,5048.775,5035.10601851852,1723,55,1
"CP0140",560.640236678663,560.628580729167,560.655975341797,40.508,37.555,43.46,8733.495,8728.57416666667,2946,2945,1
"CP0141",562.584776142044,562.581359863281,562.601776123047,40.508,37.555,43.46,5527.08,5522.15916666667,1861,1860,1
"CP0142",564.591798530592,564.553283691406,564.610595703125,40.508,36.572,43.46,4062.936,4057.032,1255,1254,1
"CP0143",566.604987382036,566.594421386719,566.615905761719,40.508,37.555,43.46,3575.4775,3570.55666666667,947,946,1
"CP0144",568.605920856224,568.600219726562,568.618682861328,40.508,32.635,43.46,2774.15227272727,2768.24772727273,827,657,1
"CP0145",570.616802168811,570.594360351562,570.647979736328,40.508,37.555,43.46,2247.83666666667,2242.91583333333,759,758,1
"CP0146",574.605419582264,574.587982177734,574.640502929688,40.508,37.555,43.46,3166.06416666667,3161.14333333333,1079,1078,1
"CP0147",590.612606222193,590.590352376302,590.647186279297,40.508,37.555,43.46,4000.6375,3995.71666666667,1241,1240,1
"CP0148",592.614267270311,592.598846435547,592.638366699219,40.508,33.62,43.46,3914.352,3908.448,1176,751,1
"CP0149",592.650848696606,592.638366699219,592.682861328125,40.508,34.604,43.46,3751.992,3744.12,954,953,1
"CP0150",600.604700270199,600.584533691406,600.615661621094,40.508,37.555,43.46,3946.50833333333,3941.5875,1144,1143,1
"CP0151",604.598280860354,604.568603515625,604.6240234375,40.508,37.555,43.46,2552.92833333333,2548.0075,774,773,1
"CP0152",606.644633911487,606.639465332031,606.651992797852,40.508,37.555,43.46,6437.43416666667,6432.51333333333,1488,1487,1
"CP0153",608.617003316178,608.600850423177,608.6533203125,40.508,32.635,43.46,5804.16818181818,5796.93511363637,1820,531,1
"CP0154",610.573157324614,610.5576171875,610.599487304688,40.508,37.555,43.46,4251.6,4246.67916666667,1303,832,1
"CP0155",612.618284527166,612.5908203125,612.64306640625,40.508,37.555,43.46,2918.05416666667,2913.13333333333,803,802,1
"CP0156",618.55576316909,618.545166015625,618.578735351562,40.508,37.555,43.46,2584.42166666667,2579.50083333333,827,826,1
"CP0157",622.55142275139,622.495025634766,622.574188232422,40.508,36.572,47.398,2051.03490909091,2033.43165705839,572,75,1
"CP0158",622.587571010795,622.581665039062,622.599182128906,40.508,37.555,43.46,2440.73333333333,2435.8125,729,728,1
"CP0159",634.591472630261,634.576873779297,634.637390136719,40.508,37.555,43.46,2486.98916666667,2482.06833333333,659,230,1
"CP0160",636.579058921805,636.566487630208,636.608612060547,40.508,35.588,45.429,3650.0269,3636.36060806452,942,106,1
"CP0161",648.56294557599,648.552408854167,648.602722167969,40.508,36.572,43.46,4242.024,4236.12,1209,1208,1
"CP0162",654.574346764642,654.565633138021,654.599304199219,40.508,37.555,43.46,3383.565,3378.64416666667,904,577,1
"CP0163",662.602029761165,662.594604492188,662.617024739583,40.508,37.555,43.46,3618.78083333333,3613.86,1061,1060,1
"CP0164",664.544544098953,664.501190185547,664.575988769531,40.508,36.572,45.429,2892.30255555556,2885.41377777778,904,218,1
"CP0165",664.597407637545,664.586791992188,664.60693359375,40.508,37.555,43.46,4513.38833333333,4508.4675,1254,801,1
"CP0166",666.546180358448,666.489013671875,666.56396484375,40.508,36.572,43.46,3419.4,3413.496,1108,1107,1
"CP0167",668.581243019245,668.540161132812,668.587799072266,40.508,36.572,43.46,3824.808,3818.904,1196,1195,1
"CP0168",670.557554722041,670.539733886719,670.57958984375,40.508,37.555,43.46,2246.8525,2241.93166666667,541,540,1
"CP0169",676.550825108255,676.540893554688,676.563110351562,40.508,27.712,46.414,3415.57578947368,3407.7012631579,1145,287,1
"CP0170",678.5047465301,678.415893554688,678.522888183594,40.508,28.697,51.334,1893.63426086957,1828.62586809138,604,39,1
"CP0171",680.539276068307,680.527862548828,680.551544189453,40.508,28.697,49.367,2243.18714285714,2234.32857142857,700,204,1
"CP0172",686.544438058214,686.486633300781,686.564514160156,40.508,27.712,46.414,2042.45526315789,2021.7126084724,572,55,1
"CP0173",706.551681281942,706.51513671875,706.582763671875,40.508,37.555,43.46,2729.09416666667,2724.17333333333,846,540,1
"CP0174",716.59011164378,716.570236206055,716.611897786458,40.508,36.572,45.429,2701.385,2688.66298297491,803,95,1
"CP0175",722.557389035256,722.553181966146,722.563949584961,40.508,37.555,46.414,3869.41433333333,3863.50833333333,992,224,1
"CP0176",762.513461676116,762.491668701172,762.555948893229,40.508,34.604,45.429,2637.36363636364,2625.08630865103,875,102,1
"CP0177",784.502178367994,784.467926025391,784.548767089844,40.508,36.572,48.383,2248.027,2238.38135,700,112,1
"CP0178",840.509207374745,840.498189290365,840.526153564453,40.508,35.588,46.414,2972.22909090909,2960.61251862891,745,167,1
"CP0179",170.970192459125,170.960159301758,170.972198486328,42.477,36.572,44.445,2385.519,2366.434848,1065,166,1
"CP0180",190.878102036133,190.876510620117,190.880081176758,39.523,36.572,44.445,3204.311,3197.422125,954,953,1
"CP0181",192.876200508386,192.874267578125,192.878036499023,40.508,36.572,44.445,3696.3735,3689.484625,922,921,1
"CP0182",204.940724944287,204.93994140625,204.941864013672,41.493,38.539,44.445,5766.22466666667,5761.303,2236,1602,1
"CP0183",210.840758282237,210.8359375,210.842376708984,40.508,36.572,44.445,10261.471375,10254.5825,2828,2827,1
"CP0184",225.991086055323,225.971267700195,226.004898071289,40.508,4.088,69.056,2208.912,2071.10109090909,1177,206,1
"CP0185",226.915171149664,226.911476135254,226.921508789062,41.493,36.572,44.445,9560.774375,9551.75722967479,3674,709,1
"CP0186",248.835983420052,248.826385498047,248.837875366211,40.508,36.572,44.445,15467.492625,15460.60375,4064,4063,1
"CP0187",250.834009790266,250.826934814453,250.83576965332,40.508,36.572,44.445,22143.796625,22136.90775,5966,5965,1
"CP0188",252.836012892469,252.829055786133,252.843688964844,40.508,34.604,44.445,10650.9143,10643.0415,2540,2539,1
"CP0189",258.855075143318,258.845642089844,258.875122070312,40.508,31.651,50.35,19292.4472105263,19250.2952274755,5080,577,1
"CP0190",266.803101458239,266.801208496094,266.806030273438,40.508,37.555,44.445,25447.7228571429,25441.8171428571,7606,7605,1
"CP0191",268.800997269448,268.798492431641,268.811477661133,40.508,37.555,44.445,41420.7114285714,41414.8057142857,12495,12494,1
"CP0192",272.80724354618,272.805145263672,272.820281982422,40.508,37.555,44.445,8414.65857142857,8408.75285714286,2188,2187,1
"CP0193",286.055181074746,286.045257568359,286.064392089844,41.493,31.651,54.289,3422.27504347826,3090.80559753751,962,27,1
"CP0194",304.907032502003,304.880325317383,304.921920776367,41.493,33.62,50.35,3157.04941176471,2507.87910034602,1004,34,1
"CP0195",308.082141822894,308.075408935547,308.097381591797,36.572,32.635,42.477,51452.9918,51169.5252310345,15658,352,1
"CP0196",312.801488518132,312.799194335938,312.814300537109,40.508,36.572,44.445,2782.121375,2775.2325,788,787,1
"CP0197",316.809487211051,316.804138183594,316.829223632812,40.508,34.604,44.445,14049.9957,14042.1229,3160,1251,1
"CP0198",320.86053926662,320.855133056641,320.875503540039,41.493,35.588,44.445,5519.87922222222,5494.73518333333,2465,281,1
"CP0199",324.854605350992,324.839721679688,324.866760253906,41.493,35.588,44.445,3897.08,3875.00892741935,1318,276,1
"CP0200",330.761799869428,330.750122070312,330.778839111328,40.508,37.555,44.445,4799.37714285714,4793.47142857143,1254,1253,1
"CP0201",332.787799449364,332.775207519531,332.800903320312,40.508,36.572,44.445,1975.138875,1968.25,827,826,1
"CP0202",354.795915241211,354.784027099609,354.811935424805,40.508,34.604,44.445,4949.0389,4941.1661,1597,411,1
"CP0203",356.798830634662,356.795440673828,356.808654785156,41.493,35.588,44.445,4425.54766666667,4418.65888888889,1597,466,1
"CP0204",358.80842850293,358.791717529297,358.818511962891,41.493,34.604,44.445,3374.4789,3365.622,905,696,1
"CP0205",366.742323596588,366.735290527344,366.752563476562,40.508,37.555,44.445,5544.48142857143,5538.57571428571,1663,1662,1
"CP0206",370.846394791316,370.838272094727,370.859771728516,42.477,36.572,47.398,4433.73909090909,4404.36250420168,1811,175,1
"CP0207",376.75602889447,376.746963500977,376.759185791016,40.508,37.555,44.445,4498.18571428571,4492.28,963,962,1
"CP0208",378.806196306266,378.787902832031,378.817667643229,41.493,35.588,47.398,3457.3775,3447.53583333333,1061,323,1
"CP0209",380.795646972909,380.781433105469,380.82112121582,40.508,33.62,44.445,3979.66363636364,3969.82272727273,1188,1187,1
"CP0210",400.785683758021,400.759582519531,400.79638671875,41.493,36.572,44.445,1961.361125,1954.47225,688,465,1
"CP0211",402.788691821859,402.774495442708,402.801147460938,41.493,37.555,44.445,4415.50571428571,4409.6,1232,1231,1
"CP0212",412.762002060155,412.754943847656,412.771759033203,40.508,36.572,44.445,3819.389125,3812.50025,1145,1144,1
"CP0213",414.750623970884,414.738510131836,414.768783569336,40.508,37.555,44.445,3966.67142857143,3960.76571428571,1272,1271,1
"CP0214",416.748506109343,416.738845825195,416.754760742188,40.508,37.555,44.445,3237.31571428571,3231.41,905,904,1
"CP0215",426.727718341133,426.707672119141,426.763580322266,40.508,37.555,44.445,6702.00142857143,6696.09571428571,1763,1762,1
"CP0216",428.806623358599,428.787857055664,428.815582275391,42.477,36.572,47.398,3303.89836363636,3279.90007418182,1438,182,1
"CP0217",430.71312977985,430.710311889648,430.723968505859,40.508,37.555,44.445,5181.28,5175.37428571429,1367,1366,1
"CP0218",432.721316780989,432.719360351562,432.722686767578,40.508,37.555,44.445,7608.52857142857,7602.62285714286,1720,1719,1
"CP0219",434.735785027379,434.720123291016,434.749755859375,40.508,37.555,44.445,5706.88857142857,5700.98285714286,1431,1430,1
"CP0220",436.71903532343,436.698638916016,436.729705810547,40.508,37.555,44.445,3017.82,3011.91428571429,763,762,1
"CP0221",440.746507910396,440.735463460286,440.782043457031,40.508,35.588,44.445,2450.43666666667,2443.54788888889,631,630,1
"CP0222",450.725753575462,450.721832275391,450.752258300781,40.508,37.555,44.445,2014.83285714286,2008.92714285714,827,826,1
"CP0223",452.723130669005,452.682739257812,452.754760742188,40.508,37.555,44.445,2183.14571428571,2177.24,731,730,1
"CP0224",458.746971048174,458.737467447917,458.752624511719,40.508,34.604,44.445,2141.4016,2132.89389677419,659,77,1
"CP0225",460.747501154899,460.727661132812,460.76020304362,41.493,35.588,44.445,3601.84666666667,3594.95788888889,802,404,1
"CP0226",474.696966623698,474.683390299479,474.716430664062,40.508,37.555,44.445,3160.54142857143,3154.63571428571,958,957,1
"CP0227",478.711656900476,478.693084716797,478.728912353516,41.493,37.555,44.445,2832.77428571429,2826.86857142857,1012,1011,1
"CP0228",480.732126955918,480.712142944336,480.754628499349,41.493,34.604,44.445,3293.7827,3285.9099,745,744,1
"CP0229",494.701972757251,494.695114135742,494.718088785807,40.508,37.555,44.445,5946.07,5940.16428571429,1431,1430,1
"CP0230",500.654261183307,500.630828857422,500.667419433594,40.508,37.555,44.445,6040.56142857143,6034.65571428571,2512,2511,1
"CP0231",500.728978962842,500.722198486328,500.733551025391,41.493,37.555,44.445,2435.12285714286,2429.21714285714,852,851,1
"CP0232",520.697236069809,520.684356689453,520.724975585938,40.508,37.555,44.445,3339.68142857143,3333.77571428571,831,830,1
"CP0233",522.670157864336,522.661600748698,522.715942382812,41.493,37.555,44.445,2545.36285714286,2539.45714285714,716,715,1
"CP0234",522.736671253858,522.726745605469,522.741760253906,42.477,37.555,44.445,2064.04714285714,2052.83722222222,799,31,1
