precursor_mz,precursor_rt,precursor_intensity,mz,intensity
436.3424,44.900999999999996,681.0625,75.0438232421875,23.0
436.3424,44.900999999999996,681.0625,79.05908203125,47.0
436.3424,44.900999999999996,681.0625,81.01895141601562,23.0
436.3424,44.900999999999996,681.0625,81.03292083740234,47.0
436.3424,44.900999999999996,681.0625,81.06974792480469,93.0
436.3424,44.900999999999996,681.0625,82.0698471069336,23.0
436.3424,44.900999999999996,681.0625,82.94628143310547,23.0
436.3424,44.900999999999996,681.0625,83.05294799804688,70.0
436.3424,44.900999999999996,681.0625,83.08509063720703,47.0
436.3424,44.900999999999996,681.0625,85.06011962890625,23.0
436.3424,44.900999999999996,681.0625,85.07443237304688,23.0
436.3424,44.900999999999996,681.0625,85.1043472290039,116.0
436.3424,44.900999999999996,681.0625,86.07660675048828,23.0
436.3424,44.900999999999996,681.0625,86.10147857666016,23.0
436.3424,44.900999999999996,681.0625,87.04518127441406,70.0
436.3424,44.900999999999996,681.0625,88.03636932373047,23.0
436.3424,44.900999999999996,681.0625,88.07211303710938,23.0
436.3424,44.900999999999996,681.0625,88.97860717773438,23.0
436.3424,44.900999999999996,681.0625,89.06112670898438,349.0
436.3424,44.900999999999996,681.0625,91.05303192138672,47.0
436.3424,44.900999999999996,681.0625,93.06968688964844,70.0
436.3424,44.900999999999996,681.0625,94.02747344970703,47.0
436.3424,44.900999999999996,681.0625,95.0822982788086,163.0
436.3424,44.900999999999996,681.0625,96.09322357177734,23.0
436.3424,44.900999999999996,681.0625,96.99275207519531,47.0
436.3424,44.900999999999996,681.0625,97.06639862060547,70.0
436.3424,44.900999999999996,681.0625,97.08863830566406,23.0
436.3424,44.900999999999996,681.0625,97.09974670410156,47.0
436.3424,44.900999999999996,681.0625,98.0598373413086,23.0
436.3424,44.900999999999996,681.0625,98.06963348388672,23.0
436.3424,44.900999999999996,681.0625,98.10594940185547,23.0
436.3424,44.900999999999996,681.0625,99.0443115234375,93.0
436.3424,44.900999999999996,681.0625,99.07520294189453,47.0
436.3424,44.900999999999996,681.0625,99.08222198486328,23.0
436.3424,44.900999999999996,681.0625,99.11731719970703,23.0
436.3424,44.900999999999996,681.0625,100.07462310791016,23.0
436.3424,44.900999999999996,681.0625,101.05918884277344,47.0
436.3424,44.900999999999996,681.0625,103.07573699951172,47.0
436.3424,44.900999999999996,681.0625,105.07171630859375,47.0
436.3424,44.900999999999996,681.0625,106.9044418334961,23.0
436.3424,44.900999999999996,681.0625,107.0707778930664,47.0
436.3424,44.900999999999996,681.0625,107.08975219726562,93.0
436.3424,44.900999999999996,681.0625,107.9703369140625,23.0
436.3424,44.900999999999996,681.0625,108.03778076171875,23.0
436.3424,44.900999999999996,681.0625,108.08470916748047,23.0
436.3424,44.900999999999996,681.0625,108.9001693725586,70.0
436.3424,44.900999999999996,681.0625,109.05921173095703,47.0
436.3424,44.900999999999996,681.0625,109.10193634033203,93.0
436.3424,44.900999999999996,681.0625,110.09284973144531,23.0
436.3424,44.900999999999996,681.0625,111.04512786865234,47.0
436.3424,44.900999999999996,681.0625,111.05999755859375,23.0
436.3424,44.900999999999996,681.0625,111.06891632080078,70.0
436.3424,44.900999999999996,681.0625,111.07784271240234,47.0
436.3424,44.900999999999996,681.0625,111.08674621582031,47.0
436.3424,44.900999999999996,681.0625,111.1150131225586,47.0
436.3424,44.900999999999996,681.0625,113.05647277832031,47.0
436.3424,44.900999999999996,681.0625,113.1044692993164,47.0
436.3424,44.900999999999996,681.0625,113.13297271728516,93.0
436.3424,44.900999999999996,681.0625,114.09526824951172,47.0
436.3424,44.900999999999996,681.0625,114.10130310058594,47.0
436.3424,44.900999999999996,681.0625,115.0722427368164,23.0
436.3424,44.900999999999996,681.0625,115.12217712402344,70.0
436.3424,44.900999999999996,681.0625,116.04576110839844,23.0
436.3424,44.900999999999996,681.0625,116.07160186767578,23.0
436.3424,44.900999999999996,681.0625,116.10352325439453,47.0
436.3424,44.900999999999996,681.0625,117.07070922851562,47.0
436.3424,44.900999999999996,681.0625,119.08792114257812,93.0
436.3424,44.900999999999996,681.0625,120.04425811767578,23.0
436.3424,44.900999999999996,681.0625,120.07980346679688,23.0
436.3424,44.900999999999996,681.0625,121.06182861328125,23.0
436.3424,44.900999999999996,681.0625,121.10063934326172,116.0
436.3424,44.900999999999996,681.0625,122.07591247558594,70.0
436.3424,44.900999999999996,681.0625,122.97530364990234,23.0
436.3424,44.900999999999996,681.0625,123.075439453125,47.0
436.3424,44.900999999999996,681.0625,123.1176986694336,70.0
436.3424,44.900999999999996,681.0625,124.0837631225586,70.0
436.3424,44.900999999999996,681.0625,125.05516815185547,47.0
436.3424,44.900999999999996,681.0625,125.06778717041016,23.0
436.3424,44.900999999999996,681.0625,125.09303283691406,23.0
436.3424,44.900999999999996,681.0625,125.13247680664062,23.0
436.3424,44.900999999999996,681.0625,127.06182098388672,23.0
436.3424,44.900999999999996,681.0625,127.07137298583984,23.0
436.3424,44.900999999999996,681.0625,127.11430358886719,70.0
436.3424,44.900999999999996,681.0625,127.1397476196289,23.0
436.3424,44.900999999999996,681.0625,128.0735321044922,23.0
436.3424,44.900999999999996,681.0625,128.1070556640625,23.0
436.3424,44.900999999999996,681.0625,128.9514617919922,70.0
436.3424,44.900999999999996,681.0625,129.0235595703125,47.0
436.3424,44.900999999999996,681.0625,129.05239868164062,47.0
436.3424,44.900999999999996,681.0625,129.06361389160156,23.0
436.3424,44.900999999999996,681.0625,129.0700225830078,23.0
436.3424,44.900999999999996,681.0625,131.06491088867188,23.0
436.3424,44.900999999999996,681.0625,131.07781982421875,23.0
436.3424,44.900999999999996,681.0625,131.1182098388672,47.0
436.3424,44.900999999999996,681.0625,132.10537719726562,23.0
436.3424,44.900999999999996,681.0625,133.0864715576172,186.0
436.3424,44.900999999999996,681.0625,133.10275268554688,47.0
436.3424,44.900999999999996,681.0625,133.1092529296875,23.0
436.3424,44.900999999999996,681.0625,134.0842742919922,23.0
436.3424,44.900999999999996,681.0625,134.1055145263672,23.0
436.3424,44.900999999999996,681.0625,135.0808868408203,93.0
436.3424,44.900999999999996,681.0625,135.11695861816406,70.0
436.3424,44.900999999999996,681.0625,136.08447265625,23.0
436.3424,44.900999999999996,681.0625,136.11903381347656,47.0
436.3424,44.900999999999996,681.0625,137.05545043945312,47.0
436.3424,44.900999999999996,681.0625,137.08847045898438,47.0
436.3424,44.900999999999996,681.0625,137.1033477783203,47.0
436.3424,44.900999999999996,681.0625,137.12811279296875,47.0
436.3424,44.900999999999996,681.0625,138.09616088867188,70.0
436.3424,44.900999999999996,681.0625,138.99942016601562,23.0
436.3424,44.900999999999996,681.0625,139.067626953125,23.0
436.3424,44.900999999999996,681.0625,139.14414978027344,23.0
436.3424,44.900999999999996,681.0625,140.11093139648438,47.0
436.3424,44.900999999999996,681.0625,141.08607482910156,23.0
436.3424,44.900999999999996,681.0625,141.09613037109375,23.0
436.3424,44.900999999999996,681.0625,141.11288452148438,163.0
436.3424,44.900999999999996,681.0625,141.13299560546875,23.0
436.3424,44.900999999999996,681.0625,142.12515258789062,47.0
436.3424,44.900999999999996,681.0625,143.076904296875,23.0
436.3424,44.900999999999996,681.0625,143.0920867919922,23.0
436.3424,44.900999999999996,681.0625,144.92369079589844,23.0
436.3424,44.900999999999996,681.0625,145.10545349121094,23.0
436.3424,44.900999999999996,681.0625,147.04734802246094,23.0
436.3424,44.900999999999996,681.0625,147.066162109375,47.0
436.3424,44.900999999999996,681.0625,147.1140594482422,70.0
436.3424,44.900999999999996,681.0625,148.06346130371094,47.0
436.3424,44.900999999999996,681.0625,148.0754852294922,70.0
436.3424,44.900999999999996,681.0625,148.08578491210938,23.0
436.3424,44.900999999999996,681.0625,149.02108764648438,656.0
436.3424,44.900999999999996,681.0625,149.041748046875,141.0
436.3424,44.900999999999996,681.0625,149.06414794921875,47.0
436.3424,44.900999999999996,681.0625,149.08653259277344,23.0
436.3424,44.900999999999996,681.0625,149.10203552246094,47.0
436.3424,44.900999999999996,681.0625,149.13131713867188,23.0
436.3424,44.900999999999996,681.0625,150.0249786376953,47.0
436.3424,44.900999999999996,681.0625,150.0353546142578,70.0
436.3424,44.900999999999996,681.0625,150.04745483398438,47.0
436.3424,44.900999999999996,681.0625,150.10275268554688,23.0
436.3424,44.900999999999996,681.0625,150.98025512695312,23.0
436.3424,44.900999999999996,681.0625,151.0357208251953,47.0
436.3424,44.900999999999996,681.0625,151.08946228027344,70.0
436.3424,44.900999999999996,681.0625,151.14842224121094,23.0
436.3424,44.900999999999996,681.0625,152.06898498535156,23.0
436.3424,44.900999999999996,681.0625,152.10377502441406,23.0
436.3424,44.900999999999996,681.0625,152.143798828125,23.0
436.3424,44.900999999999996,681.0625,153.08482360839844,47.0
436.3424,44.900999999999996,681.0625,153.1179962158203,23.0
436.3424,44.900999999999996,681.0625,154.06027221679688,23.0
436.3424,44.900999999999996,681.0625,154.0795440673828,23.0
436.3424,44.900999999999996,681.0625,155.0792236328125,47.0
436.3424,44.900999999999996,681.0625,155.10733032226562,47.0
436.3424,44.900999999999996,681.0625,156.13677978515625,47.0
436.3424,44.900999999999996,681.0625,157.061767578125,23.0
436.3424,44.900999999999996,681.0625,157.09359741210938,47.0
436.3424,44.900999999999996,681.0625,159.07115173339844,23.0
436.3424,44.900999999999996,681.0625,159.11207580566406,47.0
436.3424,44.900999999999996,681.0625,159.12631225585938,47.0
436.3424,44.900999999999996,681.0625,160.11721801757812,47.0
436.3424,44.900999999999996,681.0625,161.0986785888672,47.0
436.3424,44.900999999999996,681.0625,161.1380615234375,47.0
436.3424,44.900999999999996,681.0625,163.0345458984375,23.0
436.3424,44.900999999999996,681.0625,163.0759735107422,47.0
436.3424,44.900999999999996,681.0625,163.10479736328125,47.0
436.3424,44.900999999999996,681.0625,163.11199951171875,23.0
436.3424,44.900999999999996,681.0625,163.1390380859375,23.0
436.3424,44.900999999999996,681.0625,163.14984130859375,23.0
436.3424,44.900999999999996,681.0625,165.0689697265625,23.0
436.3424,44.900999999999996,681.0625,165.092529296875,70.0
436.3424,44.900999999999996,681.0625,165.1287841796875,23.0
436.3424,44.900999999999996,681.0625,165.16322326660156,23.0
436.3424,44.900999999999996,681.0625,167.03211975097656,70.0
436.3424,44.900999999999996,681.0625,167.0540008544922,70.0
436.3424,44.900999999999996,681.0625,167.06858825683594,23.0
436.3424,44.900999999999996,681.0625,167.08135986328125,23.0
436.3424,44.900999999999996,681.0625,167.1068878173828,23.0
436.3424,44.900999999999996,681.0625,168.05645751953125,23.0
436.3424,44.900999999999996,681.0625,169.08209228515625,23.0
436.3424,44.900999999999996,681.0625,171.11317443847656,47.0
436.3424,44.900999999999996,681.0625,171.12425231933594,23.0
436.3424,44.900999999999996,681.0625,172.09811401367188,23.0
436.3424,44.900999999999996,681.0625,172.11846923828125,47.0
436.3424,44.900999999999996,681.0625,173.11000061035156,23.0
436.3424,44.900999999999996,681.0625,173.1322784423828,70.0
436.3424,44.900999999999996,681.0625,175.00828552246094,23.0
436.3424,44.900999999999996,681.0625,175.12960815429688,23.0
436.3424,44.900999999999996,681.0625,175.14080810546875,23.0
436.3424,44.900999999999996,681.0625,175.15200805664062,23.0
436.3424,44.900999999999996,681.0625,175.9687957763672,23.0
436.3424,44.900999999999996,681.0625,176.10728454589844,47.0
436.3424,44.900999999999996,681.0625,176.1540985107422,47.0
436.3424,44.900999999999996,681.0625,177.10647583007812,47.0
436.3424,44.900999999999996,681.0625,177.13275146484375,47.0
436.3424,44.900999999999996,681.0625,177.16091918945312,47.0
436.3424,44.900999999999996,681.0625,177.9710693359375,23.0
436.3424,44.900999999999996,681.0625,178.0896453857422,47.0
436.3424,44.900999999999996,681.0625,178.11412048339844,47.0
436.3424,44.900999999999996,681.0625,178.15554809570312,23.0
436.3424,44.900999999999996,681.0625,179.10009765625,23.0
436.3424,44.900999999999996,681.0625,179.11520385742188,23.0
436.3424,44.900999999999996,681.0625,179.17373657226562,23.0
436.3424,44.900999999999996,681.0625,180.0963592529297,23.0
436.3424,44.900999999999996,681.0625,181.08399963378906,47.0
436.3424,44.900999999999996,681.0625,181.1181640625,23.0
436.3424,44.900999999999996,681.0625,182.0762481689453,23.0
436.3424,44.900999999999996,681.0625,183.10365295410156,47.0
436.3424,44.900999999999996,681.0625,183.1112823486328,23.0
436.3424,44.900999999999996,681.0625,183.13609313964844,23.0
436.3424,44.900999999999996,681.0625,184.13394165039062,23.0
436.3424,44.900999999999996,681.0625,185.08074951171875,70.0
436.3424,44.900999999999996,681.0625,185.10377502441406,23.0
436.3424,44.900999999999996,681.0625,185.11529541015625,47.0
436.3424,44.900999999999996,681.0625,185.13064575195312,23.0
436.3424,44.900999999999996,681.0625,186.1204376220703,23.0
436.3424,44.900999999999996,681.0625,187.10899353027344,47.0
436.3424,44.900999999999996,681.0625,187.1475830078125,23.0
436.3424,44.900999999999996,681.0625,189.09397888183594,23.0
436.3424,44.900999999999996,681.0625,189.1327667236328,47.0
436.3424,44.900999999999996,681.0625,189.15992736816406,23.0
436.3424,44.900999999999996,681.0625,190.0865020751953,23.0
436.3424,44.900999999999996,681.0625,190.11178588867188,23.0
436.3424,44.900999999999996,681.0625,191.1069793701172,47.0
436.3424,44.900999999999996,681.0625,191.12062072753906,47.0
436.3424,44.900999999999996,681.0625,191.14598083496094,23.0
436.3424,44.900999999999996,681.0625,192.11257934570312,23.0
436.3424,44.900999999999996,681.0625,193.11886596679688,23.0
436.3424,44.900999999999996,681.0625,193.15023803710938,23.0
436.3424,44.900999999999996,681.0625,193.19532775878906,23.0
436.3424,44.900999999999996,681.0625,194.10617065429688,23.0
436.3424,44.900999999999996,681.0625,195.06643676757812,23.0
436.3424,44.900999999999996,681.0625,195.12159729003906,93.0
436.3424,44.900999999999996,681.0625,195.1688995361328,23.0
436.3424,44.900999999999996,681.0625,196.1258544921875,70.0
436.3424,44.900999999999996,681.0625,196.92080688476562,23.0
436.3424,44.900999999999996,681.0625,198.1123046875,23.0
436.3424,44.900999999999996,681.0625,199.07046508789062,23.0
436.3424,44.900999999999996,681.0625,199.1301727294922,23.0
436.3424,44.900999999999996,681.0625,199.14610290527344,47.0
436.3424,44.900999999999996,681.0625,201.12774658203125,23.0
436.3424,44.900999999999996,681.0625,203.17147827148438,23.0
436.3424,44.900999999999996,681.0625,203.18153381347656,23.0
436.3424,44.900999999999996,681.0625,204.10348510742188,23.0
436.3424,44.900999999999996,681.0625,204.13372802734375,23.0
436.3424,44.900999999999996,681.0625,205.1063232421875,23.0
436.3424,44.900999999999996,681.0625,205.1527862548828,47.0
436.3424,44.900999999999996,681.0625,205.19320678710938,23.0
436.3424,44.900999999999996,681.0625,206.1460418701172,47.0
436.3424,44.900999999999996,681.0625,207.0381622314453,209.0
436.3424,44.900999999999996,681.0625,207.068603515625,23.0
436.3424,44.900999999999996,681.0625,207.09703063964844,47.0
436.3424,44.900999999999996,681.0625,207.13763427734375,47.0
436.3424,44.900999999999996,681.0625,207.17214965820312,47.0
436.3424,44.900999999999996,681.0625,207.20057678222656,23.0
436.3424,44.900999999999996,681.0625,208.03392028808594,47.0
436.3424,44.900999999999996,681.0625,208.05020141601562,23.0
436.3424,44.900999999999996,681.0625,208.0888671875,93.0
436.3424,44.900999999999996,681.0625,208.10107421875,23.0
436.3424,44.900999999999996,681.0625,208.2211456298828,23.0
436.3424,44.900999999999996,681.0625,209.00759887695312,23.0
436.3424,44.900999999999996,681.0625,209.01983642578125,23.0
436.3424,44.900999999999996,681.0625,209.0483856201172,23.0
436.3424,44.900999999999996,681.0625,209.09326171875,23.0
436.3424,44.900999999999996,681.0625,209.11570739746094,23.0
436.3424,44.900999999999996,681.0625,209.13201904296875,23.0
436.3424,44.900999999999996,681.0625,209.14630126953125,23.0
436.3424,44.900999999999996,681.0625,209.1707763671875,23.0
436.3424,44.900999999999996,681.0625,210.10826110839844,23.0
436.3424,44.900999999999996,681.0625,210.14915466308594,23.0
436.3424,44.900999999999996,681.0625,211.1113739013672,23.0
436.3424,44.900999999999996,681.0625,211.15237426757812,23.0
436.3424,44.900999999999996,681.0625,211.16671752929688,23.0
436.3424,44.900999999999996,681.0625,211.20567321777344,47.0
436.3424,44.900999999999996,681.0625,213.14535522460938,23.0
436.3424,44.900999999999996,681.0625,215.09597778320312,23.0
436.3424,44.900999999999996,681.0625,215.1766815185547,23.0
436.3424,44.900999999999996,681.0625,218.15211486816406,23.0
436.3424,44.900999999999996,681.0625,219.13037109375,23.0
436.3424,44.900999999999996,681.0625,221.14169311523438,23.0
436.3424,44.900999999999996,681.0625,221.1626739501953,23.0
436.3424,44.900999999999996,681.0625,221.17735290527344,23.0
436.3424,44.900999999999996,681.0625,223.06317138671875,374.0
436.3424,44.900999999999996,681.0625,223.11373901367188,23.0
436.3424,44.900999999999996,681.0625,224.06080627441406,116.0
436.3424,44.900999999999996,681.0625,224.0882568359375,23.0
436.3424,44.900999999999996,681.0625,224.12203979492188,23.0
436.3424,44.900999999999996,681.0625,224.16217041015625,23.0
436.3424,44.900999999999996,681.0625,225.0225830078125,23.0
436.3424,44.900999999999996,681.0625,225.0416259765625,70.0
436.3424,44.900999999999996,681.0625,225.0564422607422,93.0
436.3424,44.900999999999996,681.0625,225.0754852294922,23.0
436.3424,44.900999999999996,681.0625,225.10934448242188,23.0
436.3424,44.900999999999996,681.0625,225.14321899414062,23.0
436.3424,44.900999999999996,681.0625,226.0394287109375,70.0
436.3424,44.900999999999996,681.0625,226.04791259765625,23.0
436.3424,44.900999999999996,681.0625,226.0585174560547,47.0
436.3424,44.900999999999996,681.0625,226.10943603515625,70.0
436.3424,44.900999999999996,681.0625,227.0458221435547,23.0
436.3424,44.900999999999996,681.0625,227.11598205566406,23.0
436.3424,44.900999999999996,681.0625,227.18826293945312,23.0
436.3424,44.900999999999996,681.0625,228.1652374267578,23.0
436.3424,44.900999999999996,681.0625,228.18441772460938,23.0
436.3424,44.900999999999996,681.0625,228.20999145507812,23.0
436.3424,44.900999999999996,681.0625,229.1229705810547,47.0
436.3424,44.900999999999996,681.0625,229.15927124023438,23.0
436.3424,44.900999999999996,681.0625,229.2019805908203,23.0
436.3424,44.900999999999996,681.0625,231.09375,23.0
436.3424,44.900999999999996,681.0625,231.11090087890625,23.0
436.3424,44.900999999999996,681.0625,232.0747833251953,23.0
436.3424,44.900999999999996,681.0625,232.1070098876953,47.0
436.3424,44.900999999999996,681.0625,234.1617889404297,23.0
436.3424,44.900999999999996,681.0625,234.90493774414062,23.0
436.3424,44.900999999999996,681.0625,235.11253356933594,23.0
436.3424,44.900999999999996,681.0625,236.9459686279297,23.0
436.3424,44.900999999999996,681.0625,237.13710021972656,23.0
436.3424,44.900999999999996,681.0625,237.17185974121094,23.0
436.3424,44.900999999999996,681.0625,237.18270874023438,23.0
436.3424,44.900999999999996,681.0625,239.14633178710938,209.0
436.3424,44.900999999999996,681.0625,239.2205047607422,23.0
