precursor_mz,precursor_rt,precursor_intensity,mz,intensity
476.3084,78.52398,849.4375,309.0377197265625,23.0
476.3084,78.52398,849.4375,309.1369323730469,23.0
476.3084,78.52398,849.4375,309.1889953613281,23.0
476.3084,78.52398,849.4375,314.0747375488281,23.0
476.3084,78.52398,849.4375,314.0897521972656,23.0
476.3084,78.52398,849.4375,314.1297607421875,23.0
476.3084,78.52398,849.4375,315.0830383300781,47.0
476.3084,78.52398,849.4375,320.1360778808594,23.0
476.3084,78.52398,849.4375,322.8627014160156,23.0
476.3084,78.52398,849.4375,323.18212890625,23.0
476.3084,78.52398,849.4375,324.9749755859375,23.0
476.3084,78.52398,849.4375,325.980224609375,23.0
476.3084,78.52398,849.4375,326.89520263671875,23.0
476.3084,78.52398,849.4375,326.9742736816406,23.0
476.3084,78.52398,849.4375,327.2140808105469,23.0
476.3084,78.52398,849.4375,329.87066650390625,23.0
476.3084,78.52398,849.4375,331.11187744140625,23.0
476.3084,78.52398,849.4375,332.095703125,47.0
476.3084,78.52398,849.4375,338.1253356933594,23.0
476.3084,78.52398,849.4375,341.0133056640625,209.0
476.3084,78.52398,849.4375,342.01171875,47.0
476.3084,78.52398,849.4375,342.0456237792969,23.0
476.3084,78.52398,849.4375,342.9175720214844,23.0
476.3084,78.52398,849.4375,342.9593505859375,23.0
476.3084,78.52398,849.4375,343.024658203125,47.0
476.3084,78.52398,849.4375,344.0050964355469,23.0
476.3084,78.52398,849.4375,344.87689208984375,23.0
476.3084,78.52398,849.4375,347.0231018066406,23.0
476.3084,78.52398,849.4375,350.1678161621094,23.0
476.3084,78.52398,849.4375,352.15301513671875,23.0
476.3084,78.52398,849.4375,353.1755676269531,23.0
476.3084,78.52398,849.4375,358.8714904785156,23.0
476.3084,78.52398,849.4375,358.8901672363281,23.0
476.3084,78.52398,849.4375,358.9062194824219,23.0
476.3084,78.52398,849.4375,359.0291442871094,47.0
476.3084,78.52398,849.4375,360.82220458984375,23.0
476.3084,78.52398,849.4375,363.13031005859375,23.0
476.3084,78.52398,849.4375,364.874267578125,47.0
476.3084,78.52398,849.4375,366.8682556152344,23.0
476.3084,78.52398,849.4375,366.9087829589844,23.0
476.3084,78.52398,849.4375,371.1578369140625,23.0
476.3084,78.52398,849.4375,372.9618225097656,23.0
476.3084,78.52398,849.4375,372.9781799316406,23.0
476.3084,78.52398,849.4375,378.8199768066406,23.0
476.3084,78.52398,849.4375,378.8529357910156,23.0
476.3084,78.52398,849.4375,380.1417541503906,23.0
476.3084,78.52398,849.4375,382.8722229003906,47.0
476.3084,78.52398,849.4375,382.966064453125,23.0
476.3084,78.52398,849.4375,386.84613037109375,47.0
476.3084,78.52398,849.4375,388.0817565917969,23.0
476.3084,78.52398,849.4375,391.9261474609375,23.0
476.3084,78.52398,849.4375,392.00433349609375,23.0
476.3084,78.52398,849.4375,392.1775207519531,23.0
476.3084,78.52398,849.4375,392.8203125,23.0
476.3084,78.52398,849.4375,393.183837890625,23.0
476.3084,78.52398,849.4375,396.0926208496094,23.0
476.3084,78.52398,849.4375,396.87628173828125,23.0
476.3084,78.52398,849.4375,397.10394287109375,23.0
476.3084,78.52398,849.4375,397.14892578125,23.0
476.3084,78.52398,849.4375,398.91912841796875,23.0
476.3084,78.52398,849.4375,399.102294921875,23.0
476.3084,78.52398,849.4375,400.1174621582031,23.0
476.3084,78.52398,849.4375,400.1456604003906,23.0
476.3084,78.52398,849.4375,400.8598937988281,23.0
476.3084,78.52398,849.4375,401.8518371582031,23.0
476.3084,78.52398,849.4375,403.14801025390625,23.0
476.3084,78.52398,849.4375,405.1501159667969,23.0
476.3084,78.52398,849.4375,409.18634033203125,23.0
476.3084,78.52398,849.4375,410.8945007324219,23.0
476.3084,78.52398,849.4375,414.8471374511719,23.0
476.3084,78.52398,849.4375,414.9361877441406,47.0
476.3084,78.52398,849.4375,415.2523498535156,23.0
476.3084,78.52398,849.4375,415.2667236328125,23.0
476.3084,78.52398,849.4375,415.9166259765625,23.0
476.3084,78.52398,849.4375,417.1805114746094,70.0
476.3084,78.52398,849.4375,419.2806701660156,23.0
476.3084,78.52398,849.4375,429.0800476074219,93.0
476.3084,78.52398,849.4375,430.0653381347656,23.0
476.3084,78.52398,849.4375,430.0858154296875,47.0
476.3084,78.52398,849.4375,430.1121520996094,23.0
476.3084,78.52398,849.4375,431.0693359375,23.0
476.3084,78.52398,849.4375,431.095703125,23.0
476.3084,78.52398,849.4375,432.0744934082031,23.0
476.3084,78.52398,849.4375,432.91351318359375,23.0
476.3084,78.52398,849.4375,435.1852722167969,23.0
476.3084,78.52398,849.4375,435.2794494628906,47.0
476.3084,78.52398,849.4375,435.37066650390625,23.0
476.3084,78.52398,849.4375,445.1081848144531,93.0
476.3084,78.52398,849.4375,445.16473388671875,23.0
476.3084,78.52398,849.4375,446.1265869140625,47.0
476.3084,78.52398,849.4375,446.1414794921875,23.0
476.3084,78.52398,849.4375,447.1163330078125,47.0
476.3084,78.52398,849.4375,447.2684631347656,23.0
476.3084,78.52398,849.4375,449.1738586425781,23.0
476.3084,78.52398,849.4375,451.1102294921875,23.0
476.3084,78.52398,849.4375,451.2091064453125,23.0
476.3084,78.52398,849.4375,451.3349609375,23.0
476.3084,78.52398,849.4375,452.35748291015625,23.0
476.3084,78.52398,849.4375,452.4084777832031,23.0
476.3084,78.52398,849.4375,453.2099304199219,23.0
476.3084,78.52398,849.4375,453.3120422363281,23.0
476.3084,78.52398,849.4375,454.13836669921875,23.0
476.3084,78.52398,849.4375,454.1564025878906,47.0
476.3084,78.52398,849.4375,454.2044982910156,23.0
476.3084,78.52398,849.4375,455.082763671875,23.0
476.3084,78.52398,849.4375,455.13092041015625,23.0
476.3084,78.52398,849.4375,455.23626708984375,23.0
476.3084,78.52398,849.4375,456.15167236328125,23.0
476.3084,78.52398,849.4375,457.1253356933594,23.0
476.3084,78.52398,849.4375,457.1554870605469,47.0
476.3084,78.52398,849.4375,457.3334655761719,23.0
476.3084,78.52398,849.4375,457.3636474609375,23.0
476.3084,78.52398,849.4375,458.15435791015625,70.0
476.3084,78.52398,849.4375,458.1996765136719,23.0
476.3084,78.52398,849.4375,458.438232421875,23.0
476.3084,78.52398,849.4375,459.1301574707031,23.0
476.3084,78.52398,849.4375,459.2782897949219,93.0
476.3084,78.52398,849.4375,459.4385070800781,23.0
476.3084,78.52398,849.4375,460.2370910644531,23.0
476.3084,78.52398,849.4375,460.2582702636719,23.0
476.3084,78.52398,849.4375,460.2976379394531,47.0
476.3084,78.52398,849.4375,460.4005432128906,23.0
476.3084,78.52398,849.4375,461.1878356933594,47.0
476.3084,78.52398,849.4375,461.2999267578125,23.0
476.3084,78.52398,849.4375,462.0910339355469,23.0
476.3084,78.52398,849.4375,462.1365051269531,23.0
476.3084,78.52398,849.4375,462.30633544921875,23.0
476.3084,78.52398,849.4375,464.2191467285156,23.0
476.3084,78.52398,849.4375,465.1405029296875,23.0
476.3084,78.52398,849.4375,465.3747863769531,47.0
476.3084,78.52398,849.4375,466.16937255859375,23.0
476.3084,78.52398,849.4375,466.3887023925781,23.0
476.3084,78.52398,849.4375,467.2908630371094,23.0
476.3084,78.52398,849.4375,468.367919921875,47.0
476.3084,78.52398,849.4375,468.3984375,47.0
476.3084,78.52398,849.4375,469.1619873046875,23.0
476.3084,78.52398,849.4375,473.1210021972656,23.0
476.3084,78.52398,849.4375,473.3603820800781,23.0
476.3084,78.52398,849.4375,474.1279602050781,23.0
476.3084,78.52398,849.4375,474.2969055175781,23.0
476.3084,78.52398,849.4375,475.1113586425781,23.0
476.3084,78.52398,849.4375,475.1728515625,23.0
476.3084,78.52398,849.4375,475.2005310058594,23.0
476.3084,78.52398,849.4375,475.40045166015625,23.0
476.3084,78.52398,849.4375,475.41888427734375,23.0
476.3084,78.52398,849.4375,475.4527282714844,23.0
476.3084,78.52398,849.4375,476.27740478515625,47.0
476.3084,78.52398,849.4375,476.28973388671875,23.0
476.3084,78.52398,849.4375,476.3020324707031,23.0
476.3084,78.52398,849.4375,476.33282470703125,23.0
476.3084,78.52398,849.4375,476.4190368652344,23.0
520.3326,78.52398,780.25,38.970489501953125,47.0
520.3326,78.52398,780.25,45.036109924316406,70.0
520.3326,78.52398,780.25,46.07101058959961,47.0
520.3326,78.52398,780.25,59.06692886352539,93.0
520.3326,78.52398,780.25,73.04956817626953,163.0
520.3326,78.52398,780.25,74.04640197753906,47.0
520.3326,78.52398,780.25,87.04395294189453,70.0
520.3326,78.52398,780.25,89.06121826171875,419.0
520.3326,78.52398,780.25,128.9532012939453,70.0
520.3326,78.52398,780.25,131.0731201171875,47.0
520.3326,78.52398,780.25,133.08335876464844,256.0
520.3326,78.52398,780.25,134.08932495117188,70.0
520.3326,78.52398,780.25,136.0599365234375,47.0
520.3326,78.52398,780.25,147.06631469726562,376.0
520.3326,78.52398,780.25,148.06533813476562,70.0
520.3326,78.52398,780.25,149.04364013671875,326.0
520.3326,78.52398,780.25,149.06430053710938,47.0
520.3326,78.52398,780.25,150.0406951904297,70.0
520.3326,78.52398,780.25,151.0393524169922,70.0
520.3326,78.52398,780.25,152.06741333007812,70.0
520.3326,78.52398,780.25,168.07127380371094,47.0
520.3326,78.52398,780.25,173.13059997558594,47.0
520.3326,78.52398,780.25,177.11416625976562,140.0
520.3326,78.52398,780.25,186.07638549804688,116.0
520.3326,78.52398,780.25,207.0282440185547,70.0
520.3326,78.52398,780.25,221.08531188964844,209.0
520.3326,78.52398,780.25,221.1377410888672,47.0
520.3326,78.52398,780.25,222.0827178955078,47.0
520.3326,78.52398,780.25,223.067626953125,140.0
520.3326,78.52398,780.25,224.06527709960938,70.0
520.3326,78.52398,780.25,225.04188537597656,47.0
520.3326,78.52398,780.25,225.05035400390625,47.0
520.3326,78.52398,780.25,239.1356964111328,47.0
520.3326,78.52398,780.25,265.1690979003906,47.0
520.3326,78.52398,780.25,270.96612548828125,47.0
520.3326,78.52398,780.25,279.0198974609375,48.0
520.3326,78.52398,780.25,279.1070861816406,49.0
520.3326,78.52398,780.25,281.0523681640625,1611.0
520.3326,78.52398,780.25,282.0512390136719,546.0
520.3326,78.52398,780.25,283.0518798828125,349.0
520.3326,78.52398,780.25,283.17767333984375,47.0
520.3326,78.52398,780.25,284.0352478027344,70.0
520.3326,78.52398,780.25,284.0495300292969,116.0
520.3326,78.52398,780.25,284.066162109375,70.0
520.3326,78.52398,780.25,294.9577941894531,47.0
520.3326,78.52398,780.25,297.09356689453125,70.0
520.3326,78.52398,780.25,299.0638732910156,233.0
520.3326,78.52398,780.25,300.0453186035156,70.0
520.3326,78.52398,780.25,300.06732177734375,116.0
520.3326,78.52398,780.25,301.0480041503906,47.0
520.3326,78.52398,780.25,301.0749206542969,47.0
520.3326,78.52398,780.25,319.1348571777344,163.0
520.3326,78.52398,780.25,320.13861083984375,47.0
520.3326,78.52398,780.25,326.9615173339844,233.0
520.3326,78.52398,780.25,326.976806640625,186.0
520.3326,78.52398,780.25,327.1911315917969,166.0
520.3326,78.52398,780.25,327.9647216796875,93.0
520.3326,78.52398,780.25,328.1997985839844,70.0
520.3326,78.52398,780.25,328.9668884277344,70.0
520.3326,78.52398,780.25,329.9680480957031,47.0
520.3326,78.52398,780.25,337.1429443359375,93.0
520.3326,78.52398,780.25,338.1357116699219,47.0
520.3326,78.52398,780.25,341.01849365234375,163.0
520.3326,78.52398,780.25,342.0143127441406,140.0
520.3326,78.52398,780.25,343.0037536621094,47.0
520.3326,78.52398,780.25,343.0220642089844,70.0
520.3326,78.52398,780.25,344.9659729003906,47.0
520.3326,78.52398,780.25,344.981689453125,47.0
520.3326,78.52398,780.25,345.97802734375,47.0
520.3326,78.52398,780.25,359.0211486816406,47.0
520.3326,78.52398,780.25,359.03717041015625,47.0
520.3326,78.52398,780.25,380.8406677246094,47.0
520.3326,78.52398,780.25,415.0396423339844,400.0
520.3326,78.52398,780.25,416.04034423828125,140.0
520.3326,78.52398,780.25,417.0364685058594,93.0
520.3326,78.52398,780.25,418.02801513671875,47.0
520.3326,78.52398,780.25,419.02655029296875,70.0
520.3326,78.52398,780.25,424.897216796875,47.0
520.3326,78.52398,780.25,501.2177734375,47.0
520.3326,78.52398,780.25,502.513427734375,47.0
520.3326,78.52398,780.25,503.1144104003906,401.0
520.3326,78.52398,780.25,503.2821350097656,47.0
520.3326,78.52398,780.25,503.2947692871094,163.0
520.3326,78.52398,780.25,503.3390808105469,47.0
520.3326,78.52398,780.25,504.1147766113281,209.0
520.3326,78.52398,780.25,504.3523254394531,47.0
520.3326,78.52398,780.25,505.0939025878906,93.0
520.3326,78.52398,780.25,505.1256103515625,93.0
520.3326,78.52398,780.25,505.1383056640625,47.0
520.3326,78.52398,780.25,506.1089172363281,93.0
520.3326,78.52398,780.25,507.11541748046875,47.0
520.3326,78.52398,780.25,512.40234375,47.0
520.3326,78.52398,780.25,519.1459350585938,209.0
520.3326,78.52398,780.25,519.2841796875,47.0
520.3326,78.52398,780.25,520.1203002929688,116.0
520.3326,78.52398,780.25,520.1557006835938,116.0
520.3326,78.52398,780.25,520.3294067382812,93.0
159.1138,79.54302,705.125,43.02106857299805,1021.0
159.1138,79.54302,705.125,43.039581298828125,1026.0
159.1138,79.54302,705.125,55.055728912353516,796.0
159.1138,79.54302,705.125,55.07143020629883,798.0
159.1138,79.54302,705.125,60.04568099975586,912.0
159.1138,79.54302,705.125,60.06317138671875,912.0
159.1138,79.54302,705.125,72.04641723632812,3432.0
159.1138,79.54302,705.125,72.06678009033203,16746.0
159.1138,79.54302,705.125,72.08233642578125,13348.0
159.1138,79.54302,705.125,73.06775665283203,898.0
159.1138,79.54302,705.125,73.08705139160156,754.0
159.1138,79.54302,705.125,73.10514831542969,747.0
159.1138,79.54302,705.125,113.11074829101562,513.0
159.1138,79.54302,705.125,114.09102630615234,19640.0
159.1138,79.54302,705.125,115.09369659423828,1580.0
159.1138,79.54302,705.125,131.1185302734375,4900.0
159.1138,79.54302,705.125,131.14276123046875,4670.0
159.1138,79.54302,705.125,132.12030029296875,490.0
171.082,97.88298,9209.875,77.03922271728516,10197.0
171.082,97.88298,9209.875,79.04049682617188,7010.0
171.082,97.88298,9209.875,79.05554962158203,7004.0
171.082,97.88298,9209.875,79.0743637084961,6923.0
171.082,97.88298,9209.875,80.05077362060547,3722.0
171.082,97.88298,9209.875,81.03569793701172,3903.0
171.082,97.88298,9209.875,81.05856323242188,3784.0
171.082,97.88298,9209.875,94.0455322265625,2995.0
171.082,97.88298,9209.875,94.0660629272461,2943.0
171.082,97.88298,9209.875,96.06307983398438,2701.0
171.082,97.88298,9209.875,96.08244323730469,2603.0
171.082,97.88298,9209.875,106.06629943847656,6609.0
171.082,97.88298,9209.875,124.07626342773438,8181.0
171.082,97.88298,9209.875,134.06016540527344,110926.0
171.082,97.88298,9209.875,135.0386505126953,5936.0
171.082,97.88298,9209.875,135.06488037109375,8441.0
171.082,97.88298,9209.875,152.06942749023438,20334.0
171.082,97.88298,9209.875,153.0730438232422,4037.0
171.082,97.88298,9209.875,170.08004760742188,2866.0
170.0816,99.91998,81757.13,77.04049682617188,10128.0
170.0816,99.91998,81757.13,79.03929138183594,6913.0
170.0816,99.91998,81757.13,79.05560302734375,6910.0
170.0816,99.91998,81757.13,79.07817077636719,6871.0
170.0816,99.91998,81757.13,80.05207061767578,3732.0
170.0816,99.91998,81757.13,81.05860137939453,3820.0
170.0816,99.91998,81757.13,94.04559326171875,3023.0
170.0816,99.91998,81757.13,94.06610870361328,2949.0
170.0816,99.91998,81757.13,96.06037139892578,2693.0
170.0816,99.91998,81757.13,96.08248901367188,2590.0
170.0816,99.91998,81757.13,96.10047149658203,2575.0
170.0816,99.91998,81757.13,106.06635284423828,6527.0
170.0816,99.91998,81757.13,124.0763168334961,7884.0
170.0816,99.91998,81757.13,134.06024169921875,110921.0
170.0816,99.91998,81757.13,135.0633087158203,8399.0
170.0816,99.91998,81757.13,152.0712432861328,20736.0
170.0816,99.91998,81757.13,153.07313537597656,4027.0
170.0816,99.91998,81757.13,170.0819854736328,2810.0
420.0566,99.91998,1853.563,97.06672668457031,31.0
420.0566,99.91998,1853.563,107.08281707763672,31.0
420.0566,99.91998,1853.563,121.06224822998047,30.0
420.0566,99.91998,1853.563,133.08692932128906,34.0
420.0566,99.91998,1853.563,134.0651397705078,85.0
420.0566,99.91998,1853.563,152.07298278808594,471.0
420.0566,99.91998,1853.563,153.0748748779297,83.0
420.0566,99.91998,1853.563,153.08709716796875,85.0
420.0566,99.91998,1853.563,170.0819854736328,1351.0
420.0566,99.91998,1853.563,171.08424377441406,159.0
420.0566,99.91998,1853.563,279.10064697265625,89.0
420.0566,99.91998,1853.563,401.12347412109375,33.0
420.0566,99.91998,1853.563,407.2093200683594,28.0
478.109,99.91998,2641.125,59.06166076660156,515.0
478.109,99.91998,2641.125,152.0695037841797,838.0
478.109,99.91998,2641.125,153.05393981933594,109.0
478.109,99.91998,2641.125,153.0748748779297,108.0
478.109,99.91998,2641.125,169.54888916015625,75.0
478.109,99.91998,2641.125,170.0838165283203,3749.0
478.109,99.91998,2641.125,171.0823974609375,360.0
478.109,99.91998,2641.125,172.08389282226562,82.0
478.109,99.91998,2641.125,172.10055541992188,79.0
478.109,99.91998,2641.125,309.03839111328125,116.0
478.109,99.91998,2641.125,445.1418762207031,80.0
134.0585,100.93902,3681.438,37.01280975341797,23.0
134.0585,100.93902,3681.438,39.02796936035156,282.0
134.0585,100.93902,3681.438,40.02389144897461,23.0
134.0585,100.93902,3681.438,40.02745819091797,23.0
134.0585,100.93902,3681.438,40.92219924926758,47.0
134.0585,100.93902,3681.438,41.04140090942383,262.0
134.0585,100.93902,3681.438,41.05133819580078,128.0
134.0585,100.93902,3681.438,42.0396614074707,722.0
134.0585,100.93902,3681.438,42.05337905883789,50.0
134.0585,100.93902,3681.438,43.00550079345703,47.0
134.0585,100.93902,3681.438,43.011051177978516,23.0
134.0585,100.93902,3681.438,43.02122116088867,163.0
134.0585,100.93902,3681.438,43.030479431152344,47.0
134.0585,100.93902,3681.438,43.0406608581543,49.0
134.0585,100.93902,3681.438,43.06010055541992,448.0
134.0585,100.93902,3681.438,43.075828552246094,25.0
134.0585,100.93902,3681.438,44.039390563964844,23.0
134.0585,100.93902,3681.438,44.05155944824219,93.0
134.0585,100.93902,3681.438,44.062801361083984,47.0
134.0585,100.93902,3681.438,44.979549407958984,23.0
134.0585,100.93902,3681.438,45.018341064453125,93.0
134.0585,100.93902,3681.438,45.03916931152344,23.0
134.0585,100.93902,3681.438,45.0543212890625,23.0
134.0585,100.93902,3681.438,46.01953887939453,23.0
134.0585,100.93902,3681.438,46.06644058227539,23.0
134.0585,100.93902,3681.438,46.074100494384766,23.0
134.0585,100.93902,3681.438,51.02730941772461,116.0
134.0585,100.93902,3681.438,53.005001068115234,70.0
134.0585,100.93902,3681.438,53.03889846801758,47.0
134.0585,100.93902,3681.438,54.0141716003418,23.0
134.0585,100.93902,3681.438,54.03697967529297,70.0
134.0585,100.93902,3681.438,54.99205017089844,23.0
134.0585,100.93902,3681.438,55.0213508605957,23.0
134.0585,100.93902,3681.438,55.04227066040039,23.0
134.0585,100.93902,3681.438,55.05693054199219,70.0
134.0585,100.93902,3681.438,56.05472183227539,70.0
134.0585,100.93902,3681.438,56.96348190307617,23.0
134.0585,100.93902,3681.438,57.0359001159668,47.0
134.0585,100.93902,3681.438,57.05828094482422,23.0
134.0585,100.93902,3681.438,57.0753288269043,140.0
134.0585,100.93902,3681.438,58.067508697509766,410.0
134.0585,100.93902,3681.438,59.053070068359375,24.0
134.0585,100.93902,3681.438,59.06174087524414,140.0
134.0585,100.93902,3681.438,59.07474899291992,186.0
134.0585,100.93902,3681.438,59.992279052734375,23.0
134.0585,100.93902,3681.438,60.04582977294922,93.0
134.0585,100.93902,3681.438,60.076438903808594,23.0
134.0585,100.93902,3681.438,60.080810546875,23.0
134.0585,100.93902,3681.438,61.0082893371582,23.0
134.0585,100.93902,3681.438,61.02701950073242,23.0
134.0585,100.93902,3681.438,62.9293212890625,70.0
134.0585,100.93902,3681.438,64.9244384765625,23.0
134.0585,100.93902,3681.438,64.9346694946289,47.0
134.0585,100.93902,3681.438,65.0404281616211,256.0
134.0585,100.93902,3681.438,66.04998779296875,70.0
134.0585,100.93902,3681.438,67.01997375488281,47.0
134.0585,100.93902,3681.438,67.0315170288086,47.0
134.0585,100.93902,3681.438,67.04537963867188,93.0
134.0585,100.93902,3681.438,67.06387329101562,23.0
134.0585,100.93902,3681.438,68.0237808227539,47.0
134.0585,100.93902,3681.438,68.0354232788086,23.0
134.0585,100.93902,3681.438,68.0551986694336,70.0
134.0585,100.93902,3681.438,69.03621673583984,70.0
134.0585,100.93902,3681.438,69.04911804199219,47.0
134.0585,100.93902,3681.438,69.0702133178711,70.0
134.0585,100.93902,3681.438,70.03016662597656,47.0
134.0585,100.93902,3681.438,70.04432678222656,23.0
134.0585,100.93902,3681.438,70.06794738769531,163.0
134.0585,100.93902,3681.438,71.04786682128906,23.0
134.0585,100.93902,3681.438,71.06331634521484,93.0
134.0585,100.93902,3681.438,71.06807708740234,47.0
134.0585,100.93902,3681.438,71.08592224121094,23.0
134.0585,100.93902,3681.438,72.04776000976562,47.0
134.0585,100.93902,3681.438,72.06092834472656,23.0
134.0585,100.93902,3681.438,72.08368682861328,238.0
134.0585,100.93902,3681.438,73.04740142822266,1098.0
134.0585,100.93902,3681.438,73.06790161132812,47.0
134.0585,100.93902,3681.438,74.04907989501953,163.0
134.0585,100.93902,3681.438,75.02581024169922,23.0
134.0585,100.93902,3681.438,75.04414367675781,95.0
134.0585,100.93902,3681.438,75.05268859863281,47.0
134.0585,100.93902,3681.438,77.0405502319336,871.0
134.0585,100.93902,3681.438,78.03923797607422,94.0
134.0585,100.93902,3681.438,78.05169677734375,23.0
134.0585,100.93902,3681.438,78.98416900634766,47.0
134.0585,100.93902,3681.438,79.03682708740234,23.0
134.0585,100.93902,3681.438,79.04435729980469,47.0
134.0585,100.93902,3681.438,79.05815124511719,234.0
134.0585,100.93902,3681.438,80.05211639404297,326.0
134.0585,100.93902,3681.438,81.03324890136719,23.0
134.0585,100.93902,3681.438,81.044677734375,186.0
134.0585,100.93902,3681.438,81.05610656738281,209.0
134.0585,100.93902,3681.438,81.06754302978516,23.0
134.0585,100.93902,3681.438,82.02674102783203,23.0
134.0585,100.93902,3681.438,82.0561294555664,209.0
134.0585,100.93902,3681.438,82.06635284423828,70.0
134.0585,100.93902,3681.438,82.9967269897461,116.0
134.0585,100.93902,3681.438,83.05972290039062,186.0
134.0585,100.93902,3681.438,83.08413696289062,23.0
134.0585,100.93902,3681.438,83.99697875976562,23.0
134.0585,100.93902,3681.438,84.042236328125,47.0
134.0585,100.93902,3681.438,84.08363342285156,70.0
134.0585,100.93902,3681.438,85.050048828125,47.0
134.0585,100.93902,3681.438,85.0682601928711,70.0
134.0585,100.93902,3681.438,85.07476806640625,116.0
134.0585,100.93902,3681.438,85.08647918701172,23.0
134.0585,100.93902,3681.438,86.05731964111328,23.0
134.0585,100.93902,3681.438,86.08480834960938,23.0
134.0585,100.93902,3681.438,87.04287719726562,23.0
134.0585,100.93902,3681.438,88.07642364501953,47.0
134.0585,100.93902,3681.438,89.03751373291016,23.0
134.0585,100.93902,3681.438,91.0399169921875,47.0
134.0585,100.93902,3681.438,91.05203247070312,116.0
134.0585,100.93902,3681.438,92.05217742919922,70.0
134.0585,100.93902,3681.438,92.0630111694336,23.0
134.0585,100.93902,3681.438,93.03601837158203,47.0
134.0585,100.93902,3681.438,93.0428237915039,47.0
134.0585,100.93902,3681.438,93.05915069580078,186.0
134.0585,100.93902,3681.438,94.06613159179688,116.0
134.0585,100.93902,3681.438,95.02488708496094,23.0
134.0585,100.93902,3681.438,95.04963684082031,47.0
134.0585,100.93902,3681.438,95.06201934814453,116.0
134.0585,100.93902,3681.438,95.07164764404297,47.0
134.0585,100.93902,3681.438,96.04656219482422,23.0
134.0585,100.93902,3681.438,96.07698059082031,116.0
134.0585,100.93902,3681.438,97.05146789550781,23.0
134.0585,100.93902,3681.438,97.06675720214844,47.0
134.0585,100.93902,3681.438,97.07926177978516,47.0
134.0585,100.93902,3681.438,97.0889892578125,23.0
134.0585,100.93902,3681.438,98.05880737304688,23.0
134.0585,100.93902,3681.438,98.07417297363281,23.0
134.0585,100.93902,3681.438,98.09513092041016,47.0
134.0585,100.93902,3681.438,98.9744873046875,116.0
134.0585,100.93902,3681.438,100.93904876708984,23.0
134.0585,100.93902,3681.438,102.09455108642578,47.0
134.0585,100.93902,3681.438,102.93293762207031,47.0
134.0585,100.93902,3681.438,103.0560531616211,47.0
134.0585,100.93902,3681.438,103.95443725585938,47.0
134.0585,100.93902,3681.438,104.0537109375,70.0
134.0585,100.93902,3681.438,105.06340789794922,23.0
134.0585,100.93902,3681.438,106.06635284423828,349.0
134.0585,100.93902,3681.438,106.0779800415039,23.0
134.0585,100.93902,3681.438,106.9062728881836,70.0
134.0585,100.93902,3681.438,107.04779052734375,23.0
134.0585,100.93902,3681.438,107.06822967529297,70.0
134.0585,100.93902,3681.438,107.08136749267578,47.0
134.0585,100.93902,3681.438,108.04254913330078,47.0
134.0585,100.93902,3681.438,108.08067321777344,163.0
134.0585,100.93902,3681.438,108.90202331542969,47.0
134.0585,100.93902,3681.438,109.0094985961914,116.0
134.0585,100.93902,3681.438,109.0522232055664,23.0
134.0585,100.93902,3681.438,109.07137298583984,47.0
134.0585,100.93902,3681.438,109.08020782470703,70.0
134.0585,100.93902,3681.438,110.01183319091797,23.0
134.0585,100.93902,3681.438,110.0636215209961,116.0
134.0585,100.93902,3681.438,110.0828628540039,23.0
134.0585,100.93902,3681.438,110.09765625,23.0
134.0585,100.93902,3681.438,111.055908203125,93.0
134.0585,100.93902,3681.438,111.06929016113281,23.0
134.0585,100.93902,3681.438,111.09307861328125,93.0
134.0585,100.93902,3681.438,112.07205963134766,23.0
134.0585,100.93902,3681.438,112.0840072631836,47.0
134.0585,100.93902,3681.438,113.06433868408203,23.0
134.0585,100.93902,3681.438,113.11385345458984,47.0
134.0585,100.93902,3681.438,114.0896224975586,23.0
134.0585,100.93902,3681.438,115.05747985839844,70.0
134.0585,100.93902,3681.438,115.08321380615234,23.0
134.0585,100.93902,3681.438,117.01614379882812,23.0
134.0585,100.93902,3681.438,117.0604019165039,23.0
134.0585,100.93902,3681.438,118.0637435913086,23.0
134.0585,100.93902,3681.438,118.08521270751953,256.0
134.0585,100.93902,3681.438,119.03289031982422,23.0
134.0585,100.93902,3681.438,119.0852279663086,23.0
134.0585,100.93902,3681.438,120.04463958740234,23.0
134.0585,100.93902,3681.438,120.05390930175781,23.0
134.0585,100.93902,3681.438,120.08173370361328,70.0
134.0585,100.93902,3681.438,121.04203796386719,47.0
134.0585,100.93902,3681.438,121.04824829101562,23.0
134.0585,100.93902,3681.438,121.0668716430664,47.0
134.0585,100.93902,3681.438,121.08705139160156,47.0
134.0585,100.93902,3681.438,122.09343719482422,70.0
134.0585,100.93902,3681.438,122.10122680664062,23.0
134.0585,100.93902,3681.438,123.05235290527344,47.0
134.0585,100.93902,3681.438,123.06800079345703,47.0
134.0585,100.93902,3681.438,123.07425689697266,47.0
134.0585,100.93902,3681.438,123.0930404663086,70.0
134.0585,100.93902,3681.438,124.07470703125,279.0
134.0585,100.93902,3681.438,125.06817626953125,47.0
134.0585,100.93902,3681.438,125.08394622802734,70.0
134.0585,100.93902,3681.438,125.0949935913086,47.0
134.0585,100.93902,3681.438,126.06717681884766,23.0
134.0585,100.93902,3681.438,126.08936309814453,70.0
134.0585,100.93902,3681.438,127.09561157226562,23.0
134.0585,100.93902,3681.438,128.05477905273438,23.0
134.0585,100.93902,3681.438,128.11224365234375,23.0
