,exid,precursor_mz,precursor_rt,precursor_intensity,mz,intensity
0,372,537.164753429386,51.013999999999996,1424,59.06155001510193,256.0
1,372,537.164753429386,51.013999999999996,1424,73.04720167490532,396.0
2,372,537.164753429386,51.013999999999996,1424,89.06125913918368,256.0
3,372,537.164753429386,51.013999999999996,1424,147.06635520483306,472.0
4,372,537.164753429386,51.013999999999996,1424,149.04366849230126,303.0
5,372,537.164753429386,51.013999999999996,1424,221.0832221070994,256.0
6,372,537.164753429386,51.013999999999996,1424,281.05000133803065,1492.0
7,372,537.164753429386,51.013999999999996,1424,282.04885870290116,411.0
8,372,537.164753429386,51.013999999999996,1424,283.0494879001993,279.0
9,372,537.164753429386,51.013999999999996,1424,299.05896975695777,233.0
10,372,537.164753429386,51.013999999999996,1424,326.96149670402076,233.0
11,372,537.164753429386,51.013999999999996,1424,327.20641132626474,163.0
12,372,537.164753429386,51.013999999999996,1424,341.0132673987034,256.0
13,372,537.164753429386,51.013999999999996,1424,415.03959468135884,351.0
14,372,537.164753429386,51.013999999999996,1424,416.02877533624854,163.0
15,372,537.164753429386,51.013999999999996,1424,519.1297919463595,163.0
16,372,537.164753429386,51.013999999999996,1424,536.1700363959357,328.0
17,372,537.164753429386,51.013999999999996,1424,537.1667414714403,186.0
0,373,537.164738030776,9.24,1280,73.04838191789446,186.0
1,373,537.164738030776,9.24,1280,89.05990775588221,233.0
2,373,537.164738030776,9.24,1280,133.08827966001627,163.0
3,373,537.164738030776,9.24,1280,147.06635999146292,549.0
4,373,537.164738030776,9.24,1280,149.04367424363946,256.0
5,373,537.164738030776,9.24,1280,221.0853637619857,186.0
6,373,537.164738030776,9.24,1280,223.06769404554532,163.0
7,373,537.164738030776,9.24,1280,281.0548107959867,1507.0
8,373,537.164738030776,9.24,1280,282.04893902706226,566.0
9,373,537.164738030776,9.24,1280,283.0495688375297,462.0
10,373,537.164738030776,9.24,1280,299.0688184751737,353.0
11,373,537.164738030776,9.24,1280,326.96160508033284,186.0
12,373,537.164738030776,9.24,1280,327.20141653186124,186.0
13,373,537.164738030776,9.24,1280,341.0211996564496,186.0
14,373,537.164738030776,9.24,1280,415.03401304563033,307.0
15,373,537.164738030776,9.24,1280,503.0924043286177,259.0
16,373,537.164738030776,9.24,1280,519.1332432910433,163.0
17,373,537.164738030776,9.24,1280,536.1670192620397,259.0
18,373,537.164738030776,9.24,1280,537.1702608134367,163.0
0,374,537.171957923497,23.505,1312,73.04838191789446,209.0
1,374,537.171957923497,23.505,1312,89.06123899728875,186.0
2,374,537.171957923497,23.505,1312,133.08502495734766,233.0
3,374,537.171957923497,23.505,1312,147.06464930868697,517.0
4,374,537.171957923497,23.505,1312,149.0453963981069,186.0
5,374,537.171957923497,23.505,1312,221.0811688581863,279.0
6,374,537.171957923497,23.505,1312,281.0548107959867,1559.0
7,374,537.171957923497,23.505,1312,282.0513080933958,435.0
8,374,537.171957923497,23.505,1312,283.04482233739293,303.0
9,374,537.171957923497,23.505,1312,299.0663789867826,304.0
10,374,537.171957923497,23.505,1312,326.9692572791995,256.0
11,374,537.171957923497,23.505,1312,327.20396819011364,163.0
12,374,537.171957923497,23.505,1312,341.01859467920775,209.0
13,374,537.171957923497,23.505,1312,415.03688684649103,256.0
14,374,537.171957923497,23.505,1312,416.0260647417383,163.0
15,374,537.171957923497,23.505,1312,417.04234627493776,186.0
16,374,537.171957923497,23.505,1312,503.1018964057221,327.0
17,374,537.171957923497,23.505,1312,504.1244005347677,163.0
18,374,537.171957923497,23.505,1312,519.1396714237513,186.0
19,374,537.171957923497,23.505,1312,536.1670192620397,261.0
0,375,537.164630496386,110.109,1810,73.04845230809151,233.0
1,375,537.164630496386,110.109,1810,89.05997702775346,233.0
2,375,537.164630496386,110.109,1810,133.0867126270133,163.0
3,375,537.164630496386,110.109,1810,147.06641619798862,541.0
4,375,537.164630496386,110.109,1810,149.04717414683427,186.0
5,375,537.164630496386,110.109,1810,234.01537738937597,326.0
6,375,537.164630496386,110.109,1810,281.05008055492806,1573.0
7,375,537.164630496386,110.109,1810,282.05367616787504,734.0
8,375,537.164630496386,110.109,1810,283.0424476010013,310.0
9,375,537.164630496386,110.109,1810,299.06149032984075,306.0
10,375,537.164630496386,110.109,1810,326.9641313053141,279.0
11,375,537.164630496386,110.109,1810,341.01595755199037,209.0
12,375,537.164630496386,110.109,1810,415.04255994387256,372.0
13,375,537.164630496386,110.109,1810,503.0922758598662,306.0
14,375,537.164630496386,110.109,1810,536.1505380716686,257.0
0,376,537.164617821664,152.90200000000002,1419,73.047237667568,233.0
1,376,537.164617821664,152.90200000000002,1419,133.08504883687488,163.0
2,376,537.164617821664,152.90200000000002,1419,147.06466215818523,473.0
3,376,537.164617821664,152.90200000000002,1419,149.04196333820866,256.0
4,376,537.164617821664,152.90200000000002,1419,221.0832123353196,233.0
5,376,537.164617821664,152.90200000000002,1419,281.0523307126304,1430.0
6,376,537.164617821664,152.90200000000002,1419,282.05356090197444,604.0
7,376,537.164617821664,152.90200000000002,1419,283.05419804726483,258.0
8,376,537.164617821664,152.90200000000002,1419,299.06624450280907,282.0
9,376,537.164617821664,152.90200000000002,1419,326.9588893681094,163.0
10,376,537.164617821664,152.90200000000002,1419,341.0105991572177,305.0
11,376,537.164617821664,152.90200000000002,1419,415.030873557424,473.0
12,376,537.164617821664,152.90200000000002,1419,503.11101709508574,349.0
13,376,537.164617821664,152.90200000000002,1419,519.1489225235595,233.0
14,376,537.164617821664,152.90200000000002,1419,536.1502754006231,256.0
15,376,537.164617821664,152.90200000000002,1419,537.1796556440903,186.0
0,377,537.160233506596,180.412,1386,73.04967600462963,256.0
1,377,537.160233506596,180.412,1386,89.06129597186874,163.0
2,377,537.160233506596,180.412,1386,147.06456461304,640.0
3,377,537.160233506596,180.412,1386,149.04358417380692,279.0
4,377,537.160233506596,180.412,1386,221.08506255259405,186.0
5,377,537.160233506596,180.412,1386,281.05195245893367,1690.0
6,377,537.160233506596,180.412,1386,282.0484422794709,564.0
7,377,537.160233506596,180.412,1386,283.0490687853987,340.0
8,377,537.160233506596,180.412,1386,299.0609467485937,256.0
9,377,537.160233506596,180.412,1386,326.9635082323488,209.0
10,377,537.160233506596,180.412,1386,327.2033198011158,163.0
11,377,537.160233506596,180.412,1386,341.0152940019546,209.0
12,377,537.160233506596,180.412,1386,415.03305758698326,306.0
13,377,537.160233506596,180.412,1386,416.04236922721645,186.0
14,377,537.160233506596,180.412,1386,503.10694911177524,257.0
15,377,537.160233506596,180.412,1386,504.1104525005849,163.0
16,377,537.160233506596,180.412,1386,505.1117853409258,163.0
17,377,537.160233506596,180.412,1386,519.1415508289989,209.0
18,377,537.160233506596,180.412,1386,536.1656213395237,211.0
19,377,537.160233506596,180.412,1386,537.1557816224124,186.0
20,377,537.160233506596,180.412,1386,538.1664897933604,163.0
0,378,537.166383932367,189.582,1393,73.04957335359983,186.0
1,378,537.166383932367,189.582,1393,89.05856792467704,186.0
2,378,537.166383932367,189.582,1393,147.0629551337344,450.0
3,378,537.166383932367,189.582,1393,149.04196954610146,279.0
4,378,537.166383932367,189.582,1393,221.08332096445932,186.0
5,378,537.166383932367,189.582,1393,281.0501695184239,1397.0
6,378,537.166383932367,189.582,1393,282.0561353070009,421.0
7,378,537.166383932367,189.582,1393,283.0472852088029,279.0
8,378,537.166383932367,189.582,1393,299.0591595621606,209.0
9,378,537.166383932367,189.582,1393,326.9719235787104,326.0
10,378,537.166383932367,189.582,1393,415.03993024139646,465.0
11,378,537.166383932367,189.582,1393,503.10212208950105,257.0
12,378,537.166383932367,189.582,1393,519.1399075018696,163.0
13,378,537.166383932367,189.582,1393,536.1476684316472,163.0
14,378,537.166383932367,189.582,1393,537.15743104598,163.0
15,378,537.166383932367,189.582,1393,538.1714160992497,186.0
0,379,537.164322317936,219.12900000000002,1357,73.04958676339663,233.0
1,379,537.164322317936,219.12900000000002,1357,89.05989951446385,279.0
2,379,537.164322317936,219.12900000000002,1357,147.06632084920867,515.0
3,379,537.164322317936,219.12900000000002,1357,149.04363397091447,209.0
4,379,537.164322317936,219.12900000000002,1357,281.05232375993944,1279.0
5,379,537.164322317936,219.12900000000002,1357,282.04881621579165,386.0
6,379,537.164322317936,219.12900000000002,1357,283.0565651904694,256.0
7,379,537.164322317936,219.12900000000002,1357,299.05648712089334,233.0
8,379,537.164322317936,219.12900000000002,1357,326.9538003671473,163.0
9,379,537.164322317936,219.12900000000002,1357,341.01843260774024,209.0
10,379,537.164322317936,219.12900000000002,1357,415.03954787622985,209.0
11,379,537.164322317936,219.12900000000002,1357,416.028728507517,163.0
12,379,537.164322317936,219.12900000000002,1357,503.10794984190306,350.0
13,379,537.164322317936,219.12900000000002,1357,536.1536556658077,233.0
0,380,537.160705626906,275.16700000000003,1319,73.05073355484765,186.0
1,380,537.160705626906,275.16700000000003,1319,133.08321297662528,209.0
2,380,537.160705626906,275.16700000000003,1319,147.0661442558552,350.0
3,380,537.160705626906,275.16700000000003,1319,149.04517621860654,233.0
4,380,537.160705626906,275.16700000000003,1319,223.0630880690307,186.0
5,380,537.160705626906,275.16700000000003,1319,281.0519129783541,1312.0
6,380,537.160705626906,275.16700000000003,1319,282.05551084901117,451.0
7,380,537.160705626906,275.16700000000003,1319,283.0442844990621,303.0
8,380,537.160705626906,275.16700000000003,1319,299.0658016197626,326.0
9,380,537.160705626906,275.16700000000003,1319,326.9686105221528,163.0
