"","precursor_mz","precursor_rt","mz","intensity"
"148",320.855571323297,44.804,204.942047119141,23
"149",320.855571323297,44.804,206.938827514648,23
"150",320.855571323297,44.804,208.839126586914,23
"151",320.855571323297,44.804,208.924865722656,23
"152",320.855571323297,44.804,260.841156005859,47
"153",356.795772384317,44.804,92.9276580810547,93
"154",356.795772384317,44.804,94.9264526367188,70
"155",356.795772384317,44.804,167.021377563477,70
"156",356.795772384317,44.804,198.890640258789,116
"157",356.795772384317,44.804,200.887832641602,47
"158",356.795772384317,44.804,200.899841308594,23
"159",356.795772384317,44.804,256.848510742188,47
"160",356.795772384317,44.804,258.851440429688,47
"161",374.762130061353,43.424,92.9258499145508,210
"162",374.762130061353,43.424,94.9232482910156,93
"163",374.762130061353,43.424,94.9411392211914,23
"164",374.762130061353,43.424,198.888214111328,70
"165",374.762130061353,43.424,200.887405395508,93
"166",374.762130061353,43.424,256.850402832031,257
"167",374.762130061353,43.424,258.846527099609,210
"168",374.762130061353,43.424,316.808380126953,70
"169",414.754854003698,43.424,92.9299392700195,70
"170",414.754854003698,43.424,94.9246292114258,23
"171",414.754854003698,43.424,198.890213012695,23
"172",414.754854003698,43.424,200.893402099609,47
"173",414.754854003698,43.424,256.850402832031,70
"174",414.754854003698,43.424,258.844268798828,116
"175",414.754854003698,43.424,296.837646484375,47
"176",414.754854003698,43.424,314.800079345703,23
"177",414.754854003698,43.424,316.800811767578,47
"178",432.722214170872,43.424,92.9272155761719,116
"179",432.722214170872,43.424,94.9204940795898,23
"180",432.722214170872,43.424,94.931510925293,23
"181",432.722214170872,43.424,198.890213012695,70
"182",432.722214170872,43.424,200.883392333984,47
"183",432.722214170872,43.424,200.891403198242,23
"184",432.722214170872,43.424,256.845886230469,140
"185",432.722214170872,43.424,258.846527099609,116
"186",432.722214170872,43.424,314.810119628906,70
"187",432.722214170872,43.424,316.803344726562,163
"188",432.722214170872,43.424,420.779052734375,23
"189",472.712103938472,43.424,92.9258499145508,23
"190",472.712103938472,43.424,94.9260025024414,47
"191",472.712103938472,43.424,152.885391235352,47
"192",472.712103938472,43.424,198.888214111328,23
"193",472.712103938472,43.424,256.84814453125,93
"194",472.712103938472,43.424,258.848815917969,116
"195",472.712103938472,43.424,284.876800537109,23
"196",472.712103938472,43.424,314.8076171875,116
"197",472.712103938472,43.424,316.800811767578,47
"198",472.712103938472,43.424,330.754760742188,23
"199",472.712103938472,43.424,374.754455566406,23
"200",472.712103938472,43.424,414.756164550781,47
"201",472.712103938472,43.424,472.715545654297,47
"202",492.675849995846,43.424,92.9299392700195,70
"203",492.675849995846,43.424,92.9367446899414,23
"204",492.675849995846,43.424,94.9260025024414,70
"205",492.675849995846,43.424,150.879852294922,23
"206",492.675849995846,43.424,198.890213012695,140
"207",492.675849995846,43.424,200.889404296875,23
"208",492.675849995846,43.424,208.843215942383,47
"209",492.675849995846,43.424,256.852661132812,93
"210",492.675849995846,43.424,258.848815917969,163
"211",492.675849995846,43.424,260.841278076172,47
"212",492.675849995846,43.424,314.812622070312,70
"213",492.675849995846,43.424,316.800811767578,116
"214",492.675849995846,43.424,318.805389404297,93
"215",492.675849995846,43.424,374.768127441406,70
"216",492.675849995846,43.424,376.764373779297,47
"217",492.675849995846,43.424,424.705871582031,23
"218",492.675849995846,43.424,434.714599609375,47
"219",530.670280020933,43.424,92.9263000488281,23
"220",530.670280020933,43.424,94.923698425293,47
"221",530.670280020933,43.424,146.977462768555,23
"222",530.670280020933,43.424,152.885833740234,23
"223",530.670280020933,43.424,200.889831542969,47
"224",530.670280020933,43.424,256.850769042969,93
"225",530.670280020933,43.424,258.846923828125,116
"226",530.670280020933,43.424,260.837066650391,23
"227",530.670280020933,43.424,268.797546386719,23
"228",530.670280020933,43.424,314.810424804688,70
"229",530.670280020933,43.424,316.80615234375,163
"230",530.670280020933,43.424,344.833892822266,23
"231",530.670280020933,43.424,346.833038330078,23
"232",530.670280020933,43.424,354.804870605469,23
"233",530.670280020933,43.424,374.762878417969,47
"234",530.670280020933,43.424,404.785308837891,23
"235",530.670280020933,43.424,414.759216308594,47
"236",530.670280020933,43.424,430.730072021484,23
"237",530.670280020933,43.424,432.723052978516,47
"238",530.670280020933,43.424,472.715606689453,47
"239",530.670280020933,43.424,530.676025390625,93
"240",538.684649604836,43.424,92.9272155761719,47
"241",538.684649604836,43.424,94.9232482910156,23
"242",538.684649604836,43.424,150.893737792969,23
"243",538.684649604836,43.424,256.852661132812,47
"244",538.684649604836,43.424,266.799896240234,70
"245",538.684649604836,43.424,314.800079345703,23
"246",538.684649604836,43.424,324.765319824219,70
"247",538.684649604836,43.424,362.815948486328,93
"248",538.684649604836,43.424,364.812530517578,70
"249",538.684649604836,43.424,420.770385742188,47
"250",538.684649604836,43.424,422.751800537109,23
"251",538.684649604836,43.424,422.769226074219,47
"252",538.684649604836,43.424,480.722320556641,47
"253",538.684649604836,43.424,538.629577636719,23
"254",538.684649604836,43.424,538.69189453125,47
"255",550.635538955518,43.424,92.9260482788086,23
"256",550.635538955518,43.424,94.9206924438477,23
"257",550.635538955518,43.424,96.9212188720703,23
"258",550.635538955518,43.424,146.97883605957,23
"259",550.635538955518,43.424,258.846405029297,93
"260",550.635538955518,43.424,314.799835205078,23
"261",550.635538955518,43.424,316.803070068359,70
"262",550.635538955518,43.424,318.797546386719,93
"263",550.635538955518,43.424,372.763122558594,23
"264",550.635538955518,43.424,376.761199951172,23
"265",550.635538955518,43.424,432.716461181641,23
"266",550.635538955518,43.424,434.719879150391,47
"267",550.635538955518,43.424,490.668121337891,23
"268",592.623992561794,43.424,92.9258499145508,47
"269",592.623992561794,43.424,94.9204940795898,23
"270",592.623992561794,43.424,152.878402709961,23
"271",592.623992561794,43.424,256.850402832031,47
"272",592.623992561794,43.424,258.846527099609,23
"273",592.623992561794,43.424,316.798309326172,47
"274",592.623992561794,43.424,318.812957763672,23
"275",592.623992561794,43.424,324.762786865234,23
"276",592.623992561794,43.424,356.800415039062,23
"277",592.623992561794,43.424,436.701995849609,23
"278",592.623992561794,43.424,474.720184326172,47
"279",592.623992561794,43.424,476.704376220703,23
"280",592.623992561794,43.424,532.666259765625,47
"281",592.623992561794,43.424,534.663452148438,23
"282",592.623992561794,43.424,592.627014160156,23
"283",592.623992561794,43.424,592.651062011719,23
"284",656.602576370791,43.424,92.9258499145508,47
"285",656.602576370791,43.424,94.921875,47
"286",656.602576370791,43.424,422.772125244141,23
"287",656.602576370791,43.424,424.766998291016,23
"288",656.602576370791,43.424,480.725433349609,47
"289",656.602576370791,43.424,482.722106933594,47
"290",656.602576370791,43.424,538.682067871094,23
"291",656.602576370791,43.424,540.614929199219,23
"292",656.602576370791,43.424,540.670715332031,23
"293",656.602576370791,43.424,598.649963378906,47
"294",656.602576370791,43.424,656.588317871094,23
"295",656.602576370791,43.424,656.610046386719,47
"296",666.552804677764,43.424,92.9276580810547,140
"297",666.552804677764,43.424,94.923698425293,47
"298",666.552804677764,43.424,146.980880737305,23
"299",666.552804677764,43.424,152.885833740234,47
"300",666.552804677764,43.424,256.850769042969,23
"301",666.552804677764,43.424,272.798156738281,23
"302",666.552804677764,43.424,314.805389404297,47
"303",666.552804677764,43.424,316.80615234375,93
"304",666.552804677764,43.424,318.803161621094,47
"305",666.552804677764,43.424,374.760131835938,47
"306",666.552804677764,43.424,412.80810546875,23
"307",666.552804677764,43.424,430.718353271484,23
"308",666.552804677764,43.424,432.723052978516,23
"309",666.552804677764,43.424,434.720611572266,70
"310",666.552804677764,43.424,450.8037109375,23
"311",666.552804677764,43.424,490.675170898438,23
"312",666.552804677764,43.424,492.679870605469,70
"313",666.552804677764,43.424,532.666198730469,23
"314",666.552804677764,43.424,548.638854980469,23
"315",666.552804677764,43.424,550.619323730469,23
"316",666.552804677764,43.424,554.634094238281,23
"317",132.920004654139,43.424,34.9730606079102,70
"318",132.920004654139,43.424,34.9839210510254,23
"319",132.920004654139,43.424,74.963981628418,47
"320",132.920004654139,43.424,92.9258499145508,47
"321",132.920004654139,43.424,92.9326629638672,70
"322",256.849583849815,43.424,92.9272155761719,396
"323",256.849583849815,43.424,198.888214111328,116
"324",738.67230922154,46.209,92.9260482788086,70
"325",738.67230922154,46.209,146.980545043945,23
"326",738.67230922154,46.209,456.803405761719,23
"327",738.67230922154,46.209,566.718139648438,23
"328",124.014808634215,47.483,42.0180168151855,23
"329",124.014808634215,47.483,69.0112686157227,23
"330",124.014808634215,47.483,79.9591979980469,140
"331",124.014808634215,47.483,79.9794158935547,23
"332",124.014808634215,47.483,124.000984191895,47
"333",146.983141198006,44.804,34.9717445373535,47
"334",146.983141198006,44.804,34.9859466552734,23
"335",146.983141198006,44.804,41.0050315856934,23
"336",146.983141198006,44.804,41.0122680664062,23
"337",146.983141198006,44.804,43.0257225036621,70
"338",146.983141198006,44.804,43.0322113037109,47
"339",146.983141198006,44.804,43.0359191894531,23
"340",146.983141198006,44.804,43.0488929748535,23
"341",146.983141198006,44.804,88.7515106201172,47
"342",146.983141198006,44.804,89.0245361328125,466
"343",146.983141198006,44.804,146.968887329102,23
"344",234.978175242067,47.483,72.9936676025391,12
"345",234.978175242067,47.483,87.0061111450195,12
"346",234.978175242067,47.483,89.0231323242188,23
"347",234.978175242067,47.483,108.987747192383,58
"348",234.978175242067,47.483,111.002616882324,23
"349",234.978175242067,47.483,127.08423614502,12
"350",234.978175242067,47.483,167.041259765625,23
"351",234.978175242067,47.483,214.954559326172,82
"352",234.978175242067,47.483,220.146682739258,35
"353",588.834856109275,47.483,89.0231323242188,12
"354",588.834856109275,47.483,179.053115844727,12
"355",588.834856109275,47.483,398.886260986328,23
"356",588.834856109275,47.483,400.863616943359,23
"357",588.834856109275,47.483,420.882873535156,12
"358",588.834856109275,47.483,423.015625,12
"359",588.834856109275,47.483,504.843719482422,12
"360",588.834856109275,47.483,504.859588623047,12
"361",588.834856109275,47.483,544.839416503906,35
"362",335.047736063862,46.209,82.9719085693359,23
"363",335.047736063862,46.209,89.0244445800781,23
"364",335.047736063862,46.209,94.0667266845703,23
"365",335.047736063862,46.209,94.9304733276367,47
"366",335.047736063862,46.209,124.013565063477,47
"367",335.047736063862,46.209,167.021072387695,233
"368",335.047736063862,46.209,188.939422607422,233
"369",335.047736063862,46.209,214.954391479492,47
"370",335.047736063862,46.209,215.111831665039,70
"371",335.047736063862,46.209,272.949188232422,23
"372",335.047736063862,46.209,273.002868652344,23
"373",335.047736063862,46.209,274.913116455078,47
"374",335.047736063862,46.209,274.922485351562,23
"375",335.047736063862,46.209,276.921691894531,23
"376",335.047736063862,46.209,290.971893310547,23
"377",335.047736063862,46.209,294.900695800781,210
"378",335.047736063862,46.209,334.880096435547,23
"379",335.047736063862,46.209,334.905944824219,23
"380",198.891942271937,44.804,34.9717445373535,23
"381",198.891942271937,44.804,92.9276580810547,257
"382",198.891942271937,44.804,92.9399185180664,23
"383",238.884559811248,46.209,74.0061645507812,23
"384",238.884559811248,46.209,92.9276580810547,140
"385",238.884559811248,46.209,180.921966552734,23
"386",370.858647178765,46.209,92.9316482543945,70
"387",370.858647178765,46.209,94.9277191162109,47
"388",370.858647178765,46.209,167.039321899414,23
"389",370.858647178765,46.209,188.935531616211,47
"390",370.858647178765,46.209,198.886245727539,23
"391",370.858647178765,46.209,200.887420654297,47
"392",370.858647178765,46.209,228.915649414062,23
"393",370.858647178765,46.209,246.898880004883,47
"394",370.858647178765,46.209,258.846313476562,47
"395",370.858647178765,46.209,294.903137207031,47
"396",103.039843509639,48.762,57.0398178100586,70
"397",103.039843509639,48.762,57.0536880493164,23
"398",103.039843509639,48.762,103.036666870117,23
"399",539.925646792422,50.053,294.895812988281,23
"400",539.925646792422,50.053,400.868988037109,140
"401",539.925646792422,50.053,521.899291992188,23
"402",539.925646792422,50.053,539.930725097656,70
"403",568.952212203801,50.053,400.86083984375,70
"404",568.952212203801,50.053,506.835815429688,70
"405",568.952212203801,50.053,568.906066894531,23
"406",718.75781956479,48.762,612.79833984375,47
"407",718.75781956479,48.762,718.756225585938,256
"408",378.969463615731,48.762,150.010314941406,23
"409",378.969463615731,48.762,167.041229248047,47
"410",378.969463615731,48.762,188.939498901367,186
"411",378.969463615731,48.762,273.003021240234,23
"412",378.969463615731,48.762,294.8984375,326
"413",378.969463615731,48.762,334.893218994141,233
"414",378.969463615731,48.762,378.971557617188,47
"415",316.095669551329,55.217,96.0818252563477,12
"416",316.095669551329,55.217,152.083251953125,23
"417",316.095669551329,55.217,158.085266113281,58
"418",316.095669551329,55.217,196.037902832031,23
"419",316.095669551329,55.217,196.071517944336,23
"420",316.095669551329,55.217,234.132415771484,12
"421",316.095669551329,55.217,278.122131347656,23
"422",484.84628899905,50.053,100.983337402344,23
"423",484.84628899905,50.053,242.941589355469,23
"424",484.84628899905,50.053,255.972457885742,23
"425",484.84628899905,50.053,294.903106689453,93
"426",484.84628899905,50.053,361.936004638672,23
"427",484.84628899905,50.053,400.866149902344,518
"428",484.84628899905,50.053,422.977600097656,23
"429",484.84628899905,50.053,440.855590820312,163
"430",522.802953025184,50.053,294.898468017578,47
"431",522.802953025184,50.053,400.866455078125,70
"432",522.802953025184,50.053,416.844055175781,70
"433",522.802953025184,50.053,522.800354003906,70
"434",522.802953025184,50.053,522.822998046875,47
"435",546.821840117004,50.053,174.0302734375,23
"436",546.821840117004,50.053,400.868988037109,303
"437",546.821840117004,50.053,440.858551025391,186
"438",546.821840117004,50.053,440.882293701172,23
"439",546.821840117004,50.053,484.967681884766,23
"440",546.821840117004,50.053,506.825988769531,256
"441",546.821840117004,50.053,546.825988769531,186
"442",546.821840117004,50.053,648.823852539062,23
"443",612.793514280833,50.053,400.863616943359,70
"444",612.793514280833,50.053,506.819976806641,23
"445",612.793514280833,50.053,612.80224609375,233
"446",173.104361279362,53.927,131.081283569336,87.5
"447",195.085207808293,52.637,178.062149047852,70
"448",428.050727705811,51.346,324.039581298828,70
"449",458.823132079193,48.762,158.07991027832,47
"450",458.823132079193,48.762,158.087020874023,23
"451",458.823132079193,48.762,188.941452026367,47
"452",458.823132079193,48.762,278.122009277344,23
"453",458.823132079193,48.762,294.900848388672,93
"454",458.823132079193,48.762,352.869720458984,23
"455",458.823132079193,48.762,396.90234375,23
"456",458.823132079193,48.762,398.883239746094,23
"457",458.823132079193,48.762,400.866241455078,256
"458",458.823132079193,48.762,458.822204589844,47
"459",506.827997156704,50.053,188.937301635742,47
"460",506.827997156704,50.053,294.912811279297,119
"461",506.827997156704,50.053,398.919830322266,48
"462",506.827997156704,50.053,400.863342285156,623
"463",506.827997156704,50.053,506.787811279297,47
"464",506.827997156704,50.053,506.832336425781,621
"465",512.031669623328,50.053,344.004913330078,23
"466",512.031669623328,50.053,346.017425537109,23
"467",512.031669623328,50.053,360.009246826172,23
"468",512.031669623328,50.053,388.036987304688,47
"469",512.031669623328,50.053,390.009613037109,116
"470",512.031669623328,50.053,450.023559570312,23
"471",512.031669623328,50.053,468.048858642578,23
"472",557.253729289757,55.217,278.115692138672,35
"473",138.940764826448,50.053,59.9884376525879,23
"474",197.030370405151,50.053,42.0006217956543,70
"475",197.030370405151,50.053,42.0116081237793,47
"476",197.030370405151,50.053,42.0290069580078,23
"477",197.030370405151,50.053,68.0034255981445,70
"478",197.030370405151,50.053,68.026725769043,23
"479",197.030370405151,50.053,111.008560180664,116
"480",197.030370405151,50.053,117.066200256348,23
"481",197.030370405151,50.053,117.075370788574,23
"482",197.030370405151,50.053,121.998840332031,116
"483",197.030370405151,50.053,127.009384155273,47
"484",197.030370405151,50.053,127.049186706543,23
"485",197.030370405151,50.053,134.024063110352,140
"486",197.030370405151,50.053,137.020278930664,23
"487",197.030370405151,50.053,139.000061035156,70
"488",197.030370405151,50.053,154.026580810547,116
"489",197.030370405151,50.053,154.047622680664,23
"490",197.030370405151,50.053,157.010757446289,70
"491",197.030370405151,50.053,165.000854492188,23
"492",197.030370405151,50.053,197.031982421875,47
"493",244.904611350918,51.346,82.9743194580078,116
"494",244.904611350918,51.346,84.0095138549805,23
"495",244.904611350918,51.346,116.06859588623,23
"496",244.904611350918,51.346,155.044967651367,23
"497",244.904611350918,51.346,188.937469482422,303
"498",244.904611350918,51.346,204.909713745117,93
"499",246.927561730121,56.497,82.9784622192383,23
"500",246.927561730121,56.497,100.972373962402,116
"501",246.927561730121,56.497,166.942840576172,93
"502",246.927561730121,56.497,188.939727783203,47
"503",246.927561730121,56.497,206.937118530273,140
"504",272.919756437603,50.053,59.9850082397461,23
"505",272.919756437603,50.053,82.9768981933594,140
"506",272.919756437603,50.053,134.037002563477,47
"507",272.919756437603,50.053,162.953048706055,23
"508",272.919756437603,50.053,167.042938232422,47
"509",272.919756437603,50.053,178.026153564453,47
"510",272.919756437603,50.053,188.339889526367,47
"511",272.919756437603,50.053,188.937469482422,907
"512",272.919756437603,50.053,228.930679321289,233
"513",286.887731836244,48.762,188.937599182129,326
"514",286.887731836244,48.762,246.895729064941,174.5
"515",294.901828248352,50.053,59.98464012146,23
"516",294.901828248352,50.053,82.976432800293,576
"517",294.901828248352,50.053,188.938568115234,1758.5
"518",294.901828248352,50.053,227.981704711914,35
"519",294.901828248352,50.053,294.899719238281,268
"520",310.874725634173,50.053,82.9751472473145,93
"521",310.874725634173,50.053,188.938568115234,442.5
"522",310.874725634173,50.053,204.911849975586,198
"523",334.89309508198,50.053,82.9731903076172,23
"524",334.89309508198,50.053,153.104064941406,12
"525",334.89309508198,50.053,188.340026855469,12
"526",334.89309508198,50.053,188.937606811523,279
"527",334.89309508198,50.053,195.113357543945,12
"528",334.89309508198,50.053,215.103698730469,23
"529",334.89309508198,50.053,228.935073852539,35
"530",334.89309508198,50.053,290.967346191406,12
"531",334.89309508198,50.053,294.901000976562,210
"532",334.89309508198,50.053,334.893371582031,70
"533",352.860170970244,48.762,82.9770736694336,23
"534",352.860170970244,48.762,188.937561035156,303
"535",352.860170970244,48.762,294.903289794922,256
"536",352.860170970244,48.762,312.885345458984,23
"537",352.860170970244,48.762,352.856475830078,93
"538",356.90175806077,50.053,82.9730377197266,23
"539",356.90175806077,50.053,145.094223022461,47
"540",356.90175806077,50.053,188.935531616211,326
"541",356.90175806077,50.053,228.926406860352,47
"542",356.90175806077,50.053,237.083343505859,23
"543",356.90175806077,50.053,294.90576171875,349
"544",356.90175806077,50.053,294.98095703125,23
"545",356.90175806077,50.053,308.999542236328,47
"546",356.90175806077,50.053,357.032257080078,23
"547",362.077965077264,51.346,112.073806762695,23
"548",362.077965077264,51.346,134.05517578125,23
"549",362.077965077264,51.346,136.069519042969,23
"550",362.077965077264,51.346,158.076416015625,23
"551",362.077965077264,51.346,165.044464111328,47
"552",362.077965077264,51.346,180.063949584961,140
"553",362.077965077264,51.346,210.072082519531,23
"554",362.077965077264,51.346,240.061767578125,47
"555",362.077965077264,51.346,240.085845947266,47
"556",362.077965077264,51.346,284.047637939453,70
"557",362.077965077264,51.346,300.102935791016,70
"558",384.086160843885,51.346,134.053359985352,23
"559",384.086160843885,51.346,136.075927734375,47
"560",384.086160843885,51.346,144.002182006836,23
"561",384.086160843885,51.346,180.061874389648,303
"562",384.086160843885,51.346,230.06916809082,23
"563",384.086160843885,51.346,262.063201904297,163
"564",384.086160843885,51.346,322.077301025391,23
"565",385.030788041526,52.637,181.065734863281,23
"566",385.030788041526,52.637,318.998657226562,23
"567",385.030788041526,52.637,321.012664794922,23
"568",391.99303487766,55.217,202.044387817383,8
"569",391.99303487766,55.217,308.004516601562,16
"570",391.99303487766,55.217,348.003997802734,23
"571",416.838152278866,50.053,188.937469482422,140
"572",416.838152278866,50.053,204.909713745117,47
"573",416.838152278866,50.053,294.9033203125,256
"574",416.838152278866,50.053,310.874694824219,116
"575",416.838152278866,50.053,373.044158935547,23
"576",416.838152278866,50.053,416.83251953125,140
"577",440.857745492902,50.053,188.935363769531,140
"578",440.857745492902,50.053,294.900665283203,280
"579",440.857745492902,50.053,319.089965820312,23
"580",440.857745492902,50.053,334.895629882812,364
"581",440.857745492902,50.053,378.974212646484,47
"582",440.857745492902,50.053,397.023284912109,48
"583",440.857745492902,50.053,400.863342285156,1208
"584",440.857745492902,50.053,440.855590820312,210
"585",453.967203559395,55.217,308.011352539062,47
"586",453.967203559395,55.217,453.965637207031,47
"587",503.159001578865,55.217,180.063491821289,23
"588",503.159001578865,55.217,202.050018310547,47
"589",503.159001578865,55.217,294.905090332031,23
"590",503.159001578865,55.217,334.892517089844,23
"591",503.159001578865,55.217,383.106964111328,23
"592",128.071640576742,59.076,128.068649291992,16
"593",187.097035060504,55.217,125.099571228027,47
"594",480.167942257824,50.053,180.06201171875,23
"595",480.167942257824,50.053,240.070495605469,12
"596",480.167942257824,50.053,300.102905273438,23
"597",480.167942257824,50.053,360.062896728516,12
"598",307.111811607998,40.686,42.0006217956543,23
"599",307.111811607998,40.686,42.0116081237793,47
