"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample"
"CP00001",310.896124843876,310.893737792969,310.898712158203,5.071,0.149,14.913,1336.63413333333,1239.99704242424,128,8,1
"CP00002",311.395819091797,311.394348144531,311.399200439453,29.674,13.929,35.58,1790.14404545455,1709.44486363636,101,8,1
"CP00003",311.396438598633,311.394561767578,311.399566650391,4.086,0.149,11.96,1052.16325,1008.14043181818,128,10,1
"CP00004",311.896138164283,311.895812988281,311.898315429688,4.086,0.149,12.945,1562.09630769231,1521.38176223776,162,19,1
"CP00005",311.895507593997,311.890655517578,311.900573730469,30.659,22.785,36.564,1397.58428571429,1356.8736038961,162,19,1
"CP00006",193.971945294533,193.970291137695,193.974243164062,31.643,20.817,37.548,3311.75382352941,3288.84935294118,304,63,1
"CP00007",193.972231657609,193.970520019531,193.974456787109,14.913,9.007,20.817,2850.14666666667,2831.53696969697,257,53,1
"CP00008",193.971699477194,193.970520019531,193.974456787109,4.086,0.149,9.007,1865.10111111111,1852.21674747475,257,53,1
"CP00009",194.969664248428,194.967102050781,194.972991943359,29.674,16.882,37.548,2401.19238095238,2361.82857142857,176,26,1
"CP00010",194.968237479528,194.965316772461,194.969268798828,5.071,0.149,9.992,1323.8835,1304.1975,196,29,1
"CP00011",233.020230202337,233.017837524414,233.022369384766,29.674,18.85,35.58,4890.08058823529,4873.35058823529,352,351,1
"CP00012",233.0205686818,233.01806640625,233.022369384766,7.04,0.149,18.85,5509.90515789474,5491.20415789474,392,391,1
"CP00013",235.018047435864,235.016693115234,235.021270751953,23.77,0.149,38.532,4847.08397435897,4698.11498834499,189,18,1
"CP00014",274.942580754039,274.940551757812,274.945495605469,25.739,0.149,35.58,3889.53644444444,3855.08963888889,176,175,1
"CP00015",276.940837946805,276.937255859375,276.944763183594,29.674,19.834,38.532,1299.01894736842,1255.53938755981,122,21,1
"CP00016",276.940485340028,276.937713623047,276.942413330078,7.04,0.149,12.945,1076.83261538462,1045.42425174825,108,19,1
"CP00017",302.919986240478,302.917907714844,302.922821044922,6.055,0.149,21.801,3974.12618181818,3859.96109090909,237,12,1
"CP00018",234.020717686244,234.017517089844,234.021896362305,29.674,18.85,36.564,2203.42477777778,2185.71077777778,176,175,1
"CP00019",234.021835327148,234.019668579102,234.024002075195,11.96,7.04,17.866,1544.18127272727,1532.37109090909,183,182,1
"CP00020",234.021476727821,234.019668579102,234.021835327148,3.101,0.149,7.04,957.849,950.958,189,188,1
"CP00021",300.92110141251,300.919586181641,300.924621582031,29.674,17.866,37.548,4845.7084,4774.13749090909,338,28,1
"CP00022",300.921926234864,300.91748046875,300.924835205078,5.071,0.149,9.007,2301.11155555556,2268.90064646465,304,25,1
"CP00023",561.175778802836,561.172119140625,561.178955078125,35.58,32.627,37.548,834.6016,830.6648,246,245,1
"CP00024",697.18992299341,697.187683105469,697.195373535156,34.596,31.643,37.548,880.829166666667,875.908333333334,270,269,1
"CP00025",134.981661210163,134.979461669922,134.982879638672,30.659,19.834,38.532,10257.3291578947,10238.6311578947,737,701,1
"CP00026",134.981381465711,134.981140136719,134.982772827148,9.007,6.055,15.896,6843.4314,6832.6063,699,698,1
"CP00027",145.013694344694,145.012969970703,145.0146484375,36.564,33.611,38.532,1399.5324,1395.5956,524,523,1
"CP00028",178.986735324882,178.98503112793,178.988815307617,36.564,33.611,38.532,837.5542,830.107086666667,297,53,1
"CP00029",195.929709483195,195.928802490234,195.930938720703,35.58,33.611,38.532,1310.9544,1295.56807333333,507,51,1
"CP00030",196.925948613552,196.922988891602,196.926773071289,36.564,30.659,38.532,2257.58275,2247.7415,734,119,1
"CP00031",234.907134537623,234.906326293945,234.908721923828,36.564,33.611,38.532,1399.5324,1390.28092,500,72,1
"CP00032",236.976045455776,236.974395751953,236.976348876953,35.58,30.659,38.532,486.15775,481.237125,196,70,1
"CP00033",238.985615265235,238.985366821289,238.985763549805,36.564,33.611,38.532,875.938,872.0012,353,352,1
"CP00034",252.920317944584,252.918807983398,252.923568725586,35.58,29.674,38.532,1275.552,1199.3732,446,20,1
"CP00035",252.968295692501,252.968078613281,252.968505859375,36.564,33.611,38.532,1047.1888,1043.252,311,310,1
"CP00036",253.920612494151,253.919342041016,253.922012329102,35.58,30.659,38.532,586.5385,570.05440625,223,27,1
"CP00037",253.969077777652,253.967041015625,253.971298217773,36.564,32.627,38.532,459.605833333333,454.685,142,128,1
"CP00038",303.081442621186,303.079895019531,303.0849609375,35.58,32.627,38.532,624.945833333333,620.024999999999,193,192,1
"CP00039",310.103057914218,310.101867675781,310.106628417969,36.564,33.611,38.532,567.8834,563.9466,207,206,1
"CP00040",320.059757635369,320.058410644531,320.061492919922,35.58,31.643,38.532,1025.47685714286,1019.572,237,236,1
"CP00041",331.068976962088,331.066589355469,331.071502685547,36.564,33.611,38.532,514.7366,510.7998,216,215,1
"CP00042",428.033071413465,428.030700683594,428.033935546875,36.564,33.611,38.532,1545.194,1541.2572,572,571,1
"CP00043",675.218787847568,675.215270996094,675.223815917969,35.58,30.659,46.405,4202.21375,4186.46775,1066,119,1
"CP00044",676.220725547165,676.218322753906,676.221923828125,34.596,31.643,38.532,1127.82771428571,1121.92285714286,284,283,1
"CP00045",773.185992865096,773.183776855469,773.188049316406,36.564,33.611,40.5,1075.66814285714,1070.74742857143,397,85,1
"CP00046",112.937412968659,112.937171936035,112.940223693848,36.564,31.643,39.516,2075.519625,2055.7387125,797,96,1
"CP00047",117.019818023796,117.019203186035,117.020767211914,36.564,31.643,39.516,1583.457125,1573.1238125,529,105,1
"CP00048",133.014096301075,133.01399230957,133.015533447266,36.564,33.611,39.516,2838.33666666667,2832.43166666667,1127,210,1
"CP00049",136.939631705957,136.939453125,136.941192626953,36.564,31.643,39.516,12715.879125,12669.034775,4719,281,1
"CP00050",137.939938988624,137.939712524414,137.943130493164,36.564,30.659,39.516,1927.87366666667,1911.3406,649,108,1
"CP00051",138.936940796556,138.935287475586,138.938751220703,36.564,30.659,39.516,2232.94811111111,2118.66820833333,817,14,1
"CP00052",147.029769639542,147.028869628906,147.030715942383,36.564,33.611,39.516,1851.2175,1838.36639807163,631,86,1
"CP00053",173.008550410299,173.00700378418,173.011001586914,36.564,31.643,42.469,2913.17818181818,2891.93970359053,910,80,1
"CP00054",176.933613683447,176.931015014648,176.936798095703,37.548,31.643,42.469,822.776,712.941309090909,331,14,1
"CP00055",188.056067884598,188.055053710938,188.058990478516,36.564,33.611,39.516,1583.52416666667,1578.60333333333,500,159,1
"CP00056",192.022427240788,192.021728515625,192.023681640625,37.548,34.596,39.516,2852.616,2848.68,1542,1541,1
"CP00057",194.928006531038,194.927749633789,194.933731079102,36.564,31.643,39.516,13329.973125,13164.29568125,4928,168,1
"CP00058",209.030146136925,209.028717041016,209.031112670898,36.564,33.611,39.516,1946.68166666667,1941.76083333333,770,769,1
"CP00059",212.987705322782,212.985122680664,212.989334106445,36.564,32.627,42.469,4009.6308,3981.38426,1422,167,1
"CP00060",213.989744571929,213.98811340332,213.990371704102,36.564,34.596,39.516,739.968,736.032,278,277,1
"CP00061",236.905302765309,236.902557373047,236.906753540039,36.564,33.611,39.516,504.8775,499.956666666667,135,134,1
"CP00062",258.872705521122,258.870788574219,258.875518798828,36.564,33.611,39.516,1362.08666666667,1357.16583333333,479,478,1
"CP00063",276.864613604091,276.862518310547,276.867156982422,37.548,34.596,40.5,592.368,587.448,183,182,1
"CP00064",294.081196024234,294.080474853516,294.085144042969,36.564,33.611,39.516,2218.31166666667,2213.39083333333,824,823,1
"CP00065",309.100103210762,309.097991943359,309.100494384766,36.564,33.611,40.5,3285.06885714286,3279.164,1076,1075,1
"CP00066",311.955115398378,311.948181152344,311.957885742188,36.564,32.627,40.5,845.363375,835.969454545454,299,37,1
"CP00067",330.06501769177,330.064697265625,330.067810058594,36.564,33.611,39.516,1782.32583333333,1777.405,626,625,1
"CP00068",332.923688640427,332.917510986328,332.924926757812,36.564,34.596,39.516,1232.952,1229.016,453,452,1
"CP00069",336.83177956466,336.830871582031,336.833404541016,36.564,34.596,42.469,2992.724125,2974.96107541322,884,44,1
"CP00070",337.106165076747,337.103454589844,337.108276367188,35.58,31.643,39.516,1039.236,1032.347125,216,215,1
"CP00071",354.840805209413,354.832244873047,354.842926025391,36.564,34.596,42.469,817.807875000001,812.88725,310,60,1
"CP00072",436.155017246344,436.152893066406,436.158477783203,36.564,33.611,39.516,1535.3,1530.37916666667,545,544,1
"CP00073",456.770315188553,456.767395019531,456.77392578125,36.564,34.596,39.516,719.304,709.48026446281,246,12,1
"CP00074",458.76807800293,458.765045166016,458.768737792969,37.548,34.596,39.516,541.2,537.264,248,23,1
"CP00075",528.856997090585,528.854614257812,528.860534667969,37.548,34.596,39.516,829.512,825.576,406,405,1
"CP00076",532.766872645639,532.753662109375,532.769287109375,37.548,34.596,41.484,1849.92,1828.81685950413,777,26,1
"CP00077",534.768026385253,534.763916015625,534.777099609375,37.548,34.596,42.469,1068.75975,1059.40649586777,381,26,1
"CP00078",152.916265323809,152.91374206543,152.917282104492,37.548,24.754,40.5,607.205125,597.90514375,183,71,1
"CP00079",191.018875633113,191.016937255859,191.019027709961,37.548,32.627,40.5,42545.692,42535.70313125,23136,3568,1
"CP00080",274.103724171318,274.100524902344,274.105285644531,37.548,34.596,40.5,2119.536,2114.616,1309,1308,1
"CP00081",111.947021847895,111.945686340332,111.948600769043,37.548,24.754,45.421,3508.46928571429,3389.48641428571,1170,68,1
"CP00082",191.054145525406,191.052215576172,191.055999755859,38.532,33.611,41.484,1379.74325,1347.3871402439,477,24,1
"CP00083",218.891796147766,218.886444091797,218.892822265625,37.548,33.611,43.453,3936.8,3928.9264,1206,281,1
"CP00084",810.627877716971,810.621520996094,810.631072998047,39.516,37.548,44.437,482.23,477.309285714285,248,47,1
"CP00085",193.035023749767,193.031234741211,193.039047241211,39.516,2.117,71.008,1577.6039,1562.84154285714,677,432,1
"CP00086",274.790874416545,274.788543701172,274.793243408203,40.5,37.548,42.469,580.678,576.7412,169,168,1
"CP00087",274.850665471972,274.844787597656,274.851806640625,39.516,35.58,42.469,970.364857142858,965.444142857143,552,352,1
"CP00088",292.815192711872,292.815185546875,292.815216064453,39.516,37.548,42.469,2376.843,2372.9062,1848,1847,1
"CP00089",296.812954290793,296.809936523438,296.819671630859,39.516,37.548,42.469,1098.3672,1094.4304,772,771,1
"CP00090",332.808035807292,332.806732177734,332.809265136719,39.516,37.548,42.469,1107.225,1103.2882,579,578,1
"CP00091",352.77353410919,352.773040771484,352.778381347656,39.516,37.548,42.469,1847.3434,1843.4066,1324,1323,1
"CP00092",366.007580526514,366.006988525391,366.009765625,40.5,35.58,42.469,784.361857142858,779.441142857143,310,108,1
"CP00093",378.890504335102,378.890441894531,378.890533447266,40.5,37.548,42.469,448.7952,444.8584,169,168,1
"CP00094",382.721397532095,382.719329833984,382.724914550781,40.5,37.548,42.469,1590.4672,1586.5304,657,656,1
"CP00095",386.715239352028,386.712036132812,386.717529296875,40.5,37.548,42.469,2346.3328,2342.396,709,708,1
"CP00096",388.709302977397,388.709014892578,388.711883544922,39.516,37.548,42.469,1073.7622,1069.8254,368,367,1
"CP00097",423.035881973691,423.031097412109,423.045043945312,38.532,32.627,42.469,933.0216,910.035242975207,248,21,1
"CP00098",424.766223004542,424.764495849609,424.767547607422,41.484,37.548,44.437,1528.37385714286,1510.00054493087,463,10,1
"CP00099",448.665686442648,448.661865234375,448.670989990234,39.516,37.548,42.469,678.1138,674.177,228,227,1
"CP00100",462.699520547663,462.698425292969,462.701538085938,40.5,37.548,42.469,524.5786,520.6418,210,209,1
"CP00101",466.69187436393,466.690521240234,466.696807861328,39.516,37.548,42.469,957.6266,953.6898,414,413,1
"CP00102",470.687677345682,470.681518554688,470.693878173828,39.516,37.548,42.469,1293.2388,1289.302,469,468,1
"CP00103",483.698513219852,483.697143554688,483.703216552734,40.5,37.548,42.469,497.021,493.0842,210,209,1
"CP00104",491.679874507972,491.673828125,491.689453125,40.5,37.548,42.469,769.6444,765.7076,310,309,1
"CP00105",502.629098556605,502.628021240234,502.63134765625,40.5,37.548,42.469,3143.5348,3139.598,1025,1024,1
"CP00106",509.678467093162,509.676940917969,509.686676025391,40.5,37.548,42.469,506.863,502.9262,198,197,1
"CP00107",518.602292512592,518.600708007812,518.603820800781,40.5,37.548,42.469,822.7912,818.8544,367,366,1
"CP00108",518.657845885969,518.655456542969,518.658599853516,40.5,37.548,42.469,917.2744,913.3376,330,329,1
"CP00109",528.645014721044,528.637329101562,528.653442382812,39.516,37.548,42.469,1323.749,1319.8122,524,523,1
"CP00110",529.644520719973,529.641418457031,529.651092529297,40.5,37.548,42.469,616.1092,612.1724,282,281,1
"CP00111",533.669720782349,533.663909912109,533.673767089844,40.5,37.548,42.469,743.071,739.1342,254,253,1
"CP00112",538.626799342241,538.625732421875,538.632202148438,40.5,37.548,42.469,930.069,926.1322,368,367,1
"CP00113",541.656906798466,541.655944824219,541.665710449219,40.5,37.548,42.469,918.2586,914.3218,289,288,1
"CP00114",553.61462659614,553.60595703125,553.629150390625,40.5,37.548,42.469,677.1296,673.1928,289,288,1
"CP00115",555.614804022975,555.612121582031,555.621856689453,40.5,37.548,42.469,831.649,827.7122,368,367,1
"CP00116",557.624818625379,557.621704101562,557.631530761719,40.5,37.548,42.469,659.414,655.4772,226,225,1
"CP00117",561.658276618879,561.655090332031,561.668395996094,40.5,37.548,43.453,523.576666666667,518.655833333333,198,197,1
"CP00118",562.58622328862,562.5830078125,562.589538574219,40.5,37.548,42.469,2968.3472,2964.4104,1156,1155,1
"CP00119",563.60977492966,563.595336914062,563.621948242188,40.5,37.548,42.469,422.2218,418.285,113,112,1
"CP00120",565.656500790724,565.652893066406,565.659484863281,40.5,37.548,42.469,659.414,655.4772,226,225,1
"CP00121",573.640944874043,573.636291503906,573.643371582031,40.5,37.548,42.469,964.516,960.5792,380,379,1
"CP00122",574.646567494213,574.638488769531,574.6552734375,39.516,37.548,42.469,1531.4152,1527.4784,496,495,1
"CP00123",578.716549542994,578.712524414062,578.719177246094,40.5,34.596,42.469,471.395875,466.47525,169,94,1
"CP00124",584.599964832598,584.596130371094,584.602844238281,39.516,37.548,42.469,1206.6292,1202.6924,355,354,1
"CP00125",586.603352864583,586.595886230469,586.609680175781,39.516,37.548,42.469,1316.8596,1312.9228,414,413,1
"CP00126",589.623953547009,589.614013671875,589.631103515625,40.5,37.548,42.469,630.8722,626.9354,210,209,1
"CP00127",593.631717908328,593.626953125,593.634033203125,40.5,37.548,42.469,862.1592,858.2224,304,303,1
"CP00128",595.647619519915,595.635192871094,595.656005859375,39.516,37.548,42.469,661.3824,657.4456,221,220,1
"CP00129",596.592023904613,596.583679199219,596.604248046875,40.5,37.548,42.469,681.0664,677.1296,210,209,1
"CP00130",599.616456052425,599.609985351562,599.623992919922,40.5,37.548,42.469,983.2158,979.279,447,446,1
"CP00131",602.578113349114,602.577941894531,602.578247070312,40.5,37.548,42.469,1706.6028,1702.666,604,603,1
"CP00132",607.637988412307,607.634033203125,607.640930175781,40.5,37.548,42.469,641.6984,637.7616,254,253,1
"CP00133",609.589762487734,609.581909179688,609.592651367188,40.5,37.548,42.469,1018.647,1014.7102,368,367,1
"CP00134",610.718893629625,610.710693359375,610.723205566406,41.484,37.548,44.437,1035.31828571429,1026.15147119816,395,19,1
"CP00135",615.647497905948,615.637634277344,615.655395507812,39.516,37.548,42.469,605.283,601.3462,228,227,1
"CP00136",618.548806948821,618.546569824219,618.550415039062,40.5,37.548,42.469,1710.5396,1706.6028,525,524,1
"CP00137",620.546998388973,620.536926269531,620.554626464844,40.5,37.548,42.469,956.6424,952.7056,368,367,1
"CP00138",621.607563018799,621.603454589844,621.613891601562,40.5,37.548,42.469,661.3824,657.4456,198,197,1
"CP00139",622.610524765989,622.600463867188,622.618225097656,40.5,37.548,42.469,740.1184,736.1816,310,309,1
"CP00140",623.569528751349,623.559875488281,623.573893229167,40.5,37.548,42.469,517.6892,513.7524,253,252,1
"CP00141",630.615890515593,630.613098144531,630.620544433594,40.5,37.548,42.469,1185.961,1182.0242,355,354,1
"CP00142",631.597762982462,631.592834472656,631.610290527344,40.5,37.548,42.469,759.8024,755.8656,279,278,1
"CP00143",640.658283868841,640.649536132812,640.674438476562,40.5,37.548,44.437,1183.92385714286,1179.00314285714,395,38,1
"CP00144",653.590848434803,653.585571289062,653.599914550781,40.5,37.548,42.469,677.1296,673.1928,254,253,1
"CP00145",654.546602461073,654.531982421875,654.550354003906,40.5,37.548,42.469,708.624,704.6872,236,81,1
"CP00146",655.600994335797,655.595336914062,655.602416992188,40.5,37.548,42.469,682.0506,678.1138,279,278,1
"CP00147",658.730597112597,658.724060058594,658.734680175781,40.5,37.548,42.469,477.337,473.4002,141,140,1
"CP00148",661.574725044869,661.5693359375,661.591003417969,40.5,37.548,42.469,910.385,906.4482,380,379,1
"CP00149",663.585572833474,663.579956054688,663.591125488281,40.5,37.548,42.469,972.3896,968.4528,420,419,1
"CP00150",667.55444782242,667.552429199219,667.5595703125,40.5,37.548,42.469,996.0104,992.0736,394,393,1
"CP00151",673.53323862588,673.525756835938,673.537048339844,40.5,37.548,42.469,729.2922,725.3554,342,341,1
"CP00152",673.583620734966,673.580932617188,673.589782714844,40.5,37.548,42.469,630.8722,626.9354,184,183,1
"CP00153",676.506670093245,676.502075195312,676.509826660156,40.5,37.548,42.469,967.4686,963.5318,315,41,1
"CP00154",676.539962664753,676.539123535156,676.542663574219,40.5,37.548,42.469,723.387,719.4502,304,303,1
"CP00155",676.654499959603,676.649444580078,676.663757324219,40.5,37.548,42.469,547.2152,543.2784,184,183,1
"CP00156",681.573112843568,681.559753417969,681.58203125,40.5,37.548,42.469,759.8024,755.8656,279,278,1
"CP00157",682.576512738004,682.567321777344,682.585510253906,40.5,37.548,42.469,900.543,896.6062,396,395,1
"CP00158",683.568297223347,683.552795410156,683.575134277344,40.5,37.548,43.453,691.869166666667,686.948333333333,304,303,1
"CP00159",684.520711903608,684.509704589844,684.524780273438,40.5,37.548,42.469,781.4548,777.518,279,278,1
"CP00160",687.553338558116,687.539794921875,687.554870605469,40.5,37.548,43.453,971.3725,966.451666666667,423,422,1
"CP00161",688.628409917889,688.625610351562,688.632873535156,40.5,37.548,42.469,872.9854,869.0486,289,288,1
"CP00162",692.5733465352,692.564147949219,692.575744628906,40.5,37.548,42.469,1420.2006,1416.2638,499,498,1
"CP00163",695.574350576862,695.563842773438,695.586059570312,40.5,37.548,42.469,529.4996,525.5628,198,197,1
"CP00164",697.533138766548,697.528747558594,697.539672851562,40.5,37.548,42.469,741.1026,737.1658,310,309,1
"CP00165",697.59765885931,697.591857910156,697.603210449219,40.5,37.548,42.469,529.4996,525.5628,198,197,1
"CP00166",697.639653423045,697.629577636719,697.655334472656,40.5,37.548,42.469,397.6168,393.68,113,112,1
"CP00167",699.538554325039,699.533630371094,699.544982910156,40.5,37.548,42.469,576.7412,572.8044,184,73,1
"CP00168",700.548585266626,700.542907714844,700.553802490234,40.5,37.548,42.469,847.3962,843.4594,367,366,1
"CP00169",701.567866823372,701.559814453125,701.5751953125,40.5,37.548,42.469,576.7412,572.8044,203,202,1
"CP00170",703.564726552133,703.561218261719,703.574645996094,40.5,37.548,42.469,927.1164,923.1796,395,314,1
"CP00171",707.583263465094,707.579772949219,707.589599609375,40.5,37.548,44.437,610.168571428571,605.247857142857,169,32,1
"CP00172",709.54453239767,709.537231445312,709.55615234375,40.5,37.548,42.469,575.757,571.8202,184,117,1
"CP00173",711.548341102207,711.544067382812,711.558959960938,39.516,37.548,42.469,572.8044,568.8676,203,202,1
"CP00174",717.531956471263,717.525573730469,717.540405273438,40.5,37.548,42.469,703.703,699.7662,254,174,1
"CP00175",717.575665720114,717.574279785156,717.578247070312,40.5,37.548,42.469,453.7162,449.7794,141,140,1
"CP00176",717.613817304446,717.601257324219,717.619995117188,40.5,37.548,43.453,444.843333333333,439.9225,131,130,1
"CP00177",719.533288252981,719.5283203125,719.543334960938,40.5,37.548,43.453,644.629166666667,639.708333333333,279,278,1
"CP00178",721.540474905095,721.530578613281,721.549682617188,40.5,37.548,42.469,628.9038,624.967,203,202,1
"CP00179",722.513285925287,722.498168945312,722.517333984375,40.5,37.548,42.469,2014.6574,2010.7206,762,613,1
"CP00180",722.597581542969,722.593444824219,722.601135253906,40.5,37.548,42.469,984.2,980.2632,423,147,1
"CP00181",723.562235778116,723.554260253906,723.576904296875,40.5,37.548,42.469,607.2514,603.3146,198,197,1
"CP00182",725.514401733068,725.508666992188,725.524047851562,40.5,37.548,42.469,726.3396,722.4028,342,341,1
"CP00183",727.526437843962,727.51904296875,727.534118652344,40.5,37.548,42.469,599.3778,595.441,210,75,1
"CP00184",730.493514405614,730.474792480469,730.501647949219,40.5,37.548,42.469,912.3534,908.4166,342,94,1
"CP00185",731.545433386707,731.536682128906,731.559448242188,40.5,37.548,42.469,680.0822,676.1454,289,288,1
"CP00186",733.564765615856,733.555603027344,733.576293945312,40.5,37.548,43.453,834.573333333333,829.6525,279,278,1
"CP00187",734.544986122533,734.52783203125,734.554321289062,40.5,37.548,42.469,1028.489,1024.5522,339,338,1
"CP00188",743.544920433225,743.536560058594,743.559997558594,40.5,37.548,42.469,499.9736,496.0368,178,177,1
"CP00189",744.546560863379,744.53857421875,744.557678222656,40.5,37.548,45.421,767.6175,762.696875,228,44,1
"CP00190",744.581691292541,744.573425292969,744.596374511719,40.5,37.548,42.469,718.466,714.5292,282,78,1
"CP00191",746.590174251447,746.586853027344,746.594116210938,40.5,37.548,42.469,995.0262,991.0894,423,422,1
"CP00192",750.521297064353,750.513549804688,750.532775878906,40.5,37.548,42.469,999.9472,996.0104,311,310,1
"CP00193",758.565805030716,758.560729980469,758.572875976562,39.516,37.548,42.469,914.3218,910.385,304,303,1
"CP00194",759.562782136819,759.557189941406,759.569213867188,39.516,37.548,42.469,498.0052,494.0684,178,60,1
"CP00195",762.504621489709,762.503112792969,762.507507324219,40.5,37.548,42.469,936.9584,933.0216,355,354,1
"CP00196",765.544689599153,765.541015625,765.556518554688,40.5,37.548,42.469,526.547,522.6102,169,23,1
"CP00197",768.594320094332,768.588592529297,768.608337402344,40.5,37.548,44.437,854.235999999999,849.315285714285,289,28,1
"CP00198",769.503306231506,769.501525878906,769.505798339844,40.5,37.548,42.469,685.9874,682.0506,254,253,1
"CP00199",770.612925495143,770.611206054688,770.614624023438,40.5,37.548,42.469,847.3962,843.4594,367,366,1
"CP00200",774.585758328438,774.576904296875,774.59228515625,40.5,37.548,42.469,503.9104,499.9736,165,164,1
"CP00201",777.549446060813,777.539794921875,777.563232421875,40.5,37.548,42.469,498.9894,495.0526,210,45,1
"CP00202",782.473120852634,782.467163085938,782.475463867188,40.5,37.548,43.453,1794.13583333333,1789.215,837,774,1
"CP00203",785.529030718122,785.524597167969,785.536682128906,40.5,37.548,45.421,630.824125,625.9035,178,24,1
"CP00204",786.465174957643,786.459411621094,786.4716796875,40.5,34.596,42.469,1232.1245,1227.203875,447,359,1
"CP00205",787.472580749131,787.458251953125,787.485778808594,40.5,37.548,47.389,665.2516,649.188548387097,158,16,1
"CP00206",787.530552376449,787.517822265625,787.541259765625,39.516,37.548,42.469,652.5246,648.5878,279,278,1
"CP00207",790.429482433283,790.425720214844,790.441772460938,39.516,37.548,42.469,631.8564,627.9196,178,70,1
"CP00208",791.45693738717,791.446899414062,791.463012695312,39.516,37.548,44.437,551.12,546.199285714285,178,27,1
"CP00209",792.422222213745,792.417053222656,792.4326171875,40.5,37.548,45.421,844.37925,838.823705645161,263,37,1
"CP00210",794.522324040834,794.510070800781,794.537780761719,40.5,37.548,42.469,972.3896,968.4528,310,309,1
"CP00211",799.542432982892,799.53076171875,799.55859375,40.5,37.548,43.453,520.624166666667,515.703333333333,152,41,1
"CP00212",802.590685281909,802.585144042969,802.601684570312,40.5,37.548,46.405,581.609666666667,576.689111111111,282,78,1
"CP00213",806.571085121146,806.564361572266,806.58203125,40.5,37.548,44.437,872.934714285714,868.013999999999,330,63,1
"CP00214",808.475136897839,808.463256835938,808.487182617188,40.5,37.548,42.469,912.3534,908.4166,355,354,1
"CP00215",809.478156156318,809.4716796875,809.495422363281,40.5,37.548,42.469,677.1296,673.1928,342,341,1
"CP00216",810.495900048654,810.480224609375,810.504943847656,39.516,37.548,42.469,827.7122,823.457916129032,380,84,1
"CP00217",812.400183132122,812.392150878906,812.409912109375,40.5,36.564,42.469,461.574166666667,456.653333333333,169,168,1
"CP00218",815.449579575483,815.442932128906,815.45849609375,41.484,37.548,44.437,616.073428571428,611.152714285714,198,19,1
"CP00219",817.484950874425,817.464721679688,817.491363525391,40.5,37.548,45.421,1069.743875,1057.88675604839,367,38,1
"CP00220",818.577987333812,818.575622558594,818.582244873047,40.5,37.548,42.469,668.2718,664.335,310,309,1
"CP00221",820.512908378148,820.5087890625,820.528869628906,40.5,37.548,42.469,862.1592,858.2224,304,303,1
"CP00222",823.5029259884,823.497985839844,823.518005371094,40.5,37.548,42.469,649.572,645.6352,254,253,1
"CP00223",824.461513647116,824.458984375,824.466857910156,40.5,37.548,45.421,1201.616625,1192.80711895161,482,62,1
"CP00224",825.518496713668,825.50146484375,825.526062011719,40.5,37.548,44.437,684.963428571428,679.88398156682,263,41,1
"CP00225",833.483110917659,833.479675292969,833.484161376953,40.5,37.548,42.469,651.5404,647.6036,263,65,1
"CP00226",840.422945922489,840.408447265625,840.427429199219,40.5,37.548,45.421,1114.0295,1103.15650604839,315,24,1
"CP00227",841.520596354997,841.51708984375,841.525146484375,40.5,37.548,42.469,606.2672,602.3304,254,99,1
"CP00228",844.430941174694,844.424377441406,844.433166503906,40.5,37.548,42.469,954.674,950.7372,394,393,1
"CP00229",846.546358832963,846.539916992188,846.565002441406,40.5,37.548,42.469,536.389,532.4522,226,225,1
"CP00230",850.441233209221,850.432922363281,850.44921875,40.5,36.564,45.421,903.414,897.509333333333,304,51,1
"CP00231",851.472415051583,851.464721679688,851.483703613281,39.516,37.548,42.469,959.595,955.6582,482,75,1
"CP00232",852.470337220003,852.452209472656,852.485046386719,39.516,36.564,45.421,835.510333333333,826.939043010753,254,29,1
"CP00233",856.446469565944,856.44140625,856.449279785156,39.516,37.548,44.437,992.015999999999,976.936391705069,432,26,1
"CP00234",857.507744493355,857.499633789062,857.520141601562,40.5,37.548,42.469,650.5562,646.6194,253,88,1
"CP00235",866.504897863686,866.495727539062,866.516357421875,40.5,37.548,42.469,578.7096,574.7728,178,177,1
"CP00236",869.472267235545,869.466796875,869.479705810547,40.5,37.548,43.453,844.415,838.938588709678,339,62,1
"CP00237",869.543620785883,869.539703369141,869.549926757812,40.5,37.548,42.469,825.7438,821.807,283,282,1
"CP00238",874.457349998634,874.447570800781,874.472778320312,41.484,38.532,44.437,864.098333333333,858.7051,263,25,1
"CP00239",876.495897516474,876.487243652344,876.507690429688,40.5,37.548,42.469,873.9696,870.0328,310,309,1
"CP00240",879.509783902908,879.496765136719,879.517456054688,40.5,37.548,43.453,598.373333333333,593.4525,210,209,1
"CP00241",883.101934891713,883.094360351562,883.111389160156,39.516,37.548,42.469,544.2626,540.3258,210,209,1
"CP00242",886.436150283114,886.4228515625,886.443664550781,40.5,36.564,45.421,1179.94922222222,1172.33823387097,380,55,1
"CP00243",892.42992706142,892.425720214844,892.433959960938,40.5,37.548,45.421,1072.69625,1067.775625,394,37,1
"CP00244",895.462372549785,895.458435058594,895.467102050781,40.5,37.548,42.469,954.674,950.7372,367,247,1
"CP00245",909.428399566421,909.414978027344,909.432434082031,40.5,37.548,43.453,569.8325,564.911666666667,203,202,1
"CP00246",913.45601739569,913.449981689453,913.466400146484,40.5,37.548,45.421,975.267875,968.045667338709,341,36,1
